Code,Tiempo,Escalas(m),Datos1(°),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Babor,04:53:43,---,---,---,---,---,---,
Babor,04:54:07,1796,2,-14,2,---,---,
Babor,04:54:37,---,---,---,---,---,---,
Babor,04:55:02,1795,8,-13,5,---,---,
Babor,04:55:29,---,---,---,---,---,---,
Babor,04:55:58,---,---,---,---,---,---,
Babor,04:56:21,1796,4,-13,3,---,---,
Babor,04:56:48,1796,5,-13,4,---,---,
Babor,04:57:13,1796,3,-12,9,---,---,
Babor,04:57:40,---,---,---,---,---,---,
Babor,04:58:07,1796,3,-13,7,---,---,
Babor,04:58:32,1796,6,-12,3,---,---,
Babor,04:59:00,---,---,---,---,---,---,
Babor,04:59:25,1796,3,-14,3,---,---,
Babor,04:59:52,1796,0,-15,6,---,---,
Babor,05:00:19,---,---,---,---,---,---,
Babor,05:00:43,1796,8,-14,4,---,---,
Babor,05:01:08,1796,1,-13,2,---,---,
Babor,05:01:34,1796,6,-13,8,---,---,
Babor,05:02:00,1796,4,---,---,---,---,
Babor,05:02:25,1797,3,-14,4,---,---,
Babor,05:02:51,1796,2,-14,3,---,---,
Babor,05:03:20,---,---,---,---,---,---,
Babor,05:03:46,1796,5,-13,3,---,---,
Babor,05:04:12,1796,2,-13,8,---,---,
Babor,05:04:37,1796,2,-12,3,---,---,
Babor,05:05:04,1795,5,-14,3,---,---,
Babor,05:05:29,1795,9,-14,1,---,---,
Babor,05:05:55,1798,9,---,---,---,---,
Babor,05:06:20,---,---,---,---,---,---,
Babor,05:06:47,---,---,---,---,---,---,
Babor,05:07:12,1795,3,-13,1,---,---,
Babor,05:07:37,1794,7,-14,3,---,---,
Babor,05:08:05,---,---,---,---,---,---,
Babor,05:08:30,1794,8,-13,2,---,---,
Babor,05:08:55,1797,8,-13,0,---,---,
Babor,05:09:20,1794,9,-14,1,---,---,
Babor,05:09:45,1795,3,-12,6,---,---,
Babor,05:10:13,---,---,---,---,---,---,
Babor,05:10:39,---,---,---,---,---,---,
Babor,05:11:05,---,---,---,---,---,---,
Babor,05:11:32,---,---,---,---,---,---,
Babor,05:11:58,1795,9,-12,8,---,---,
Babor,05:12:23,1795,9,-13,6,---,---,
Babor,05:12:48,1795,6,-13,0,---,---,
Babor,05:13:13,1796,2,-11,6,---,---,
Babor,05:13:39,1796,3,-14,1,---,---,
Babor,05:14:05,1795,4,-13,3,---,---,
Babor,05:14:30,1795,5,-12,7,---,---,
