Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Estribor,02:24:08,---,---,---,---,---,---,
Estribor,02:24:36,296,8,208,6,---,---,
Estribor,02:25:14,---,---,---,---,---,---,
Estribor,02:25:42,---,---,---,---,---,---,
Estribor,02:26:14,118,7,---,---,---,---,
Estribor,02:26:47,---,---,---,---,---,---,
Estribor,02:27:19,315,0,36,6,---,---,
Estribor,02:27:52,---,---,---,---,---,---,
Estribor,02:28:25,531,6,---,---,---,---,
Estribor,02:28:57,---,70,1,---,---,---,
Estribor,02:29:30,744,0,76,0,---,---,
Estribor,02:30:06,---,---,---,---,---,---,
Estribor,02:30:36,---,105,1,---,---,---,
Estribor,02:31:09,1100,3,111,9,---,---,
Estribor,02:31:42,1162,0,130,5,---,---,
Estribor,02:32:14,---,134,8,---,---,---,
Estribor,02:32:46,1164,5,146,8,---,---,
Estribor,02:33:19,1164,5,151,6,---,---,
Estribor,02:33:48,1164,3,159,5,---,---,
Estribor,02:34:17,1163,8,168,3,---,---,
Estribor,02:34:47,1164,0,178,2,---,---,
Estribor,02:35:18,1163,8,183,0,---,---,
Estribor,02:35:49,1163,6,191,4,---,---,
Estribor,02:36:20,1163,4,197,9,---,---,
Estribor,02:36:51,1163,7,205,5,---,---,
Estribor,02:37:21,1163,3,211,5,---,---,
Estribor,02:37:52,1163,0,217,5,---,---,
Estribor,02:38:21,1163,4,224,4,---,---,
Estribor,02:38:51,1163,3,229,1,---,---,
Estribor,02:39:21,1163,0,234,8,---,---,
Estribor,02:39:50,1162,7,237,2,---,---,
Estribor,02:40:20,1162,4,238,4,---,---,
Estribor,02:40:49,1162,7,239,9,---,---,
Estribor,02:41:19,1161,9,242,2,---,---,
Estribor,02:41:48,1161,9,244,5,---,---,
Estribor,02:42:18,1162,0,246,3,---,---,
Estribor,02:42:47,1162,1,247,9,---,---,
Estribor,02:43:17,1162,4,249,3,---,---,
Estribor,02:43:46,1162,5,250,4,---,---,
Estribor,02:44:16,1162,0,250,4,---,---,
Estribor,02:44:45,1162,2,251,2,---,---,
Estribor,02:45:15,1162,2,251,6,---,---,
Estribor,02:45:45,1162,6,252,5,---,---,
Estribor,02:46:14,1162,5,254,1,---,---,
Estribor,02:46:44,1162,7,253,9,---,---,
Estribor,02:47:13,1162,3,257,7,---,---,
Estribor,02:47:43,1162,3,259,2,---,---,
Estribor,02:48:13,1162,4,257,2,---,---,
