Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 07:52:12,296.8,8.1
2019-11-28 07:53:05,423.6,10.1
2019-11-28 07:53:57,542.2,12.3
2019-11-28 07:54:22,573.6,7.0
2019-11-28 07:55:11,579.8,13.6
2019-11-28 07:55:36,579.8,18.375
2019-11-28 07:56:56,582.0,23.15
2019-11-28 07:57:21,579.2,27.925
2019-11-28 07:58:15,581.2,32.7
2019-11-28 07:59:10,581.5,30.1
2019-11-28 07:59:35,581.6,30.0
2019-11-28 08:00:00,580.4,31.2
2019-11-28 08:00:53,580.7,31.0
2019-11-28 08:01:46,580.4,31.0
2019-11-28 08:02:11,580.1,31.0
2019-11-28 08:03:29,580.1,30.4
2019-11-28 08:03:54,584.7,27.6
2019-11-28 08:04:19,580.9,29.8
2019-11-28 08:04:45,579.8,29.6
2019-11-28 08:05:38,581.1,30.4
2019-11-28 08:06:30,580.1,29.2
2019-11-28 08:06:55,579.6,28.8
2019-11-28 08:07:47,581.9,28.8
2019-11-28 08:08:13,580.1,30.7
2019-11-28 08:08:38,580.6,29.0
2019-11-28 08:09:31,580.7,28.4
2019-11-28 08:10:48,580.1,27.6
2019-11-28 08:11:13,581.0,27.7
2019-11-28 08:12:06,580.2,30.0
2019-11-28 08:12:58,580.7,27.8
2019-11-28 08:13:51,580.6,28.1
2019-11-28 08:15:10,579.6,27.9
2019-11-28 08:15:37,580.5,27.2
2019-11-28 08:16:01,585.8,24.3
2019-11-28 08:16:27,579.7,27.1
2019-11-28 08:16:55,579.8,27.1
2019-11-28 08:18:16,579.7,29.8
2019-11-28 08:18:41,580.1,27.1
2019-11-28 08:19:58,580.6,27.05
2019-11-28 08:20:22,580.2,27.0
2019-11-28 08:20:47,582.1,25.8
2019-11-28 08:21:40,580.3,27.3
2019-11-28 08:22:33,580.6,26.4
2019-11-28 08:22:58,580.4,25.8
2019-11-28 08:23:23,580.5,23.2
2019-11-28 08:23:48,581.1,26.3
2019-11-28 08:24:13,580.3,26.8
2019-11-28 08:24:38,580.3,26.9
2019-11-28 08:25:03,580.4,26.1
2019-11-28 08:25:28,579.9,26.3
2019-11-28 08:25:53,579.8,27.1
2019-11-28 08:26:18,580.3,27.200000000000003
2019-11-28 08:26:44,579.8,27.3
2019-11-28 08:27:09,579.7,27.0
2019-11-28 08:27:34,580.4,26.5
2019-11-28 08:27:59,579.9,26.2
2019-11-28 08:28:24,581.2,26.5
2019-11-28 08:28:49,579.7,27.2
2019-11-28 08:29:14,580.5,26.5
2019-11-28 08:29:40,581.5,25.6
2019-11-28 08:30:05,580.0,25.5
2019-11-28 08:30:30,580.0,26.3
2019-11-28 08:30:55,579.8,25.9
2019-11-28 08:31:19,579.8,26.5
2019-11-28 08:31:44,579.9,26.2
2019-11-28 08:32:10,580.0,25.3
2019-11-28 08:32:35,580.3,26.6
2019-11-28 08:33:00,580.1,26.1
2019-11-28 08:33:25,580.2,25.7
2019-11-28 08:33:50,580.1,25.7
2019-11-28 08:34:15,585.6,23.3
2019-11-28 08:34:40,580.6,25.4
2019-11-28 08:35:05,579.9,26.2
2019-11-28 08:35:30,579.9,25.7
2019-11-28 08:35:55,580.0,24.8
2019-11-28 08:36:20,580.7,25.4
2019-11-28 08:38:06,581.7,24.5
2019-11-28 08:38:32,583.9,23.5
2019-11-28 08:38:58,584.1,23.8
2019-11-28 08:39:51,582.1,24.2
2019-11-28 08:40:15,580.5,25.2
2019-11-28 08:41:08,580.6,22.7
2019-11-28 08:41:33,584.1,22.7
2019-11-28 08:41:58,580.5,23.4
2019-11-28 08:42:50,580.7,24.3
2019-11-28 08:43:16,580.2,23.2
2019-11-28 08:43:40,581.6,22.9
2019-11-28 08:44:05,580.3,22.4
2019-11-28 08:44:32,580.4,23.7
2019-11-28 08:44:58,580.4,23.8
2019-11-28 08:45:25,579.9,23.950000000000003
2019-11-28 08:45:47,579.7,24.1
2019-11-28 08:46:14,580.7,23.9
2019-11-28 08:46:38,580.6,26.2
2019-11-28 08:47:03,580.3,23.4
2019-11-28 08:47:28,580.9,23.4
2019-11-28 08:47:52,582.8,21.8
2019-11-28 08:48:17,580.3,23.7
2019-11-28 08:48:44,580.3,23.4
2019-11-28 08:49:09,585.0,22.95
2019-11-28 08:49:33,580.2,22.5
2019-11-28 08:49:58,580.4,22.4
2019-11-28 08:50:25,580.5,23.1
2019-11-28 08:50:49,579.4,23.6
2019-11-28 08:51:13,580.5,22.7
2019-11-28 08:52:06,580.3,23.6
2019-11-28 08:52:31,580.4,23.3
2019-11-28 08:52:58,579.7,23.35
2019-11-28 08:53:20,581.0,23.4
2019-11-28 08:53:45,581.5,23.7
2019-11-28 08:54:38,580.5,24.5
2019-11-28 08:55:04,581.6,23.8
2019-11-28 08:55:55,581.4,25.4
2019-11-28 08:56:20,582.0,23.9
2019-11-28 08:56:44,580.3,24.3
2019-11-28 08:57:40,580.1,24.1
2019-11-28 08:58:04,580.9,23.9
2019-11-28 08:58:57,580.4,24.275
2019-11-28 08:59:46,581.9,24.65
2019-11-28 09:00:39,581.4,25.025
2019-11-28 09:01:29,581.1,25.4
2019-11-28 09:02:23,582.4,24.45
2019-11-28 09:04:09,580.7,23.5
2019-11-28 09:04:34,580.6,23.7
2019-11-28 09:05:00,580.4,24.1
2019-11-28 09:05:24,580.3,23.5
2019-11-28 09:05:49,577.3,23.0
2019-11-28 09:06:38,504.9,22.5
2019-11-28 09:07:03,462.1,22.6
2019-11-28 09:07:30,420.5,22.6
2019-11-28 09:07:55,386.0,22.7
2019-11-28 09:08:20,355.2,22.8
2019-11-28 09:08:45,324.8,22.4
