Tiempo,Escalas(m),Datos1(°)
2019-11-28 00:02:03,1793.1,20.7
2019-11-28 00:02:50,1795.0,10.899999999999999
2019-11-28 00:03:15,1792.9,1.1
2019-11-28 00:03:42,1792.9,1.08
2019-11-28 00:04:08,1792.3,1.06
2019-11-28 00:04:59,1792.7,1.04
2019-11-28 00:05:23,1793.2,1.02
2019-11-28 00:06:10,1498.4,1.0
2019-11-28 00:07:03,1793.4,0.98
2019-11-28 00:07:49,1186.9,0.9600000000000001
2019-11-28 00:09:08,1793.9,0.9400000000000001
2019-11-28 00:10:47,1793.9,0.92
2019-11-28 00:11:07,1793.6,0.9
2019-11-28 00:12:24,1793.7,0.6
2019-11-28 00:13:14,1793.7,0.7
2019-11-28 00:13:42,1793.7,0.8
2019-11-28 00:14:07,1795.2,0.4
