Tiempo,Escalas(m),Datos1(m)
2019-11-28 07:22:51,1796.6,119.9
2019-11-28 07:23:36,1796.3,122.1
2019-11-28 07:23:59,1796.5,119.2
2019-11-28 07:24:46,1797.0,114.6
2019-11-28 07:25:11,1797.0,117.4
2019-11-28 07:25:34,1797.2,115.6
2019-11-28 07:25:58,1797.1,119.2
2019-11-28 07:26:45,1797.2,117.2
2019-11-28 07:27:10,1796.9,116.3
2019-11-28 07:27:52,1797.6,118.3
2019-11-28 07:28:14,1796.9,122.0
2019-11-28 07:28:36,1796.9,124.4
2019-11-28 07:28:58,1797.5,128.2
2019-11-28 07:29:20,1796.7,127.0
2019-11-28 07:30:51,1295.4,128.825
2019-11-28 07:32:02,1462.7,130.65
2019-11-28 07:32:46,373.7,132.475
