Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 08:51:33,409.5,5.725
2019-11-28 08:51:55,449.3,6.45
2019-11-28 08:52:44,564.8,7.175000000000001
2019-11-28 08:53:32,664.2,7.9
2019-11-28 08:53:58,664.2,6.95
2019-11-28 08:54:18,665.1,6.0
2019-11-28 08:54:43,664.1,11.7
2019-11-28 08:55:07,663.8,24.8
2019-11-28 08:56:25,665.4,30.799999999999997
2019-11-28 08:56:47,663.7,36.8
2019-11-28 08:57:12,663.6,36.9
2019-11-28 08:57:37,663.5,37.9
2019-11-28 08:59:18,664.2,37.0
2019-11-28 08:59:40,664.2,31.2
2019-11-28 09:00:31,664.2,34.7
2019-11-28 09:00:55,664.7,33.650000000000006
2019-11-28 09:01:15,664.2,32.6
2019-11-28 09:01:39,663.7,30.9
2019-11-28 09:02:03,664.2,33.7
2019-11-28 09:02:27,664.2,30.5
2019-11-28 09:02:52,664.3,30.4
2019-11-28 09:03:13,664.4,30.3
2019-11-28 09:03:35,664.5,31.4
2019-11-28 09:04:00,664.2,31.6
2019-11-28 09:04:22,664.5,30.0
2019-11-28 09:04:46,664.5,30.3
2019-11-28 09:05:09,664.3,30.9
2019-11-28 09:05:34,665.1,29.7
2019-11-28 09:06:00,664.3,29.95
2019-11-28 09:06:22,665.3,30.2
2019-11-28 09:06:44,664.4,30.0
2019-11-28 09:07:34,664.1,30.8
2019-11-28 09:07:59,664.3,30.65
2019-11-28 09:08:20,664.5,30.5
2019-11-28 09:08:45,663.8,30.0
2019-11-28 09:09:08,665.3,31.0
2019-11-28 09:09:31,664.1,30.0
2019-11-28 09:09:55,664.4,30.35
2019-11-28 09:10:15,663.9,30.7
2019-11-28 09:11:04,664.2,30.2
2019-11-28 09:11:26,664.2,30.5
2019-11-28 09:11:50,664.2,30.5
2019-11-28 09:12:13,664.3,30.5
2019-11-28 09:12:38,664.1,30.6
2019-11-28 09:13:03,664.5,30.25
2019-11-28 09:13:25,666.0,29.9
2019-11-28 09:13:48,664.9,31.0
2019-11-28 09:14:15,664.4,31.1
2019-11-28 09:14:38,664.5,29.6
2019-11-28 09:15:01,665.7,28.7
2019-11-28 09:15:24,664.0,29.8
2019-11-28 09:15:47,663.6,29.4
2019-11-28 09:16:09,664.5,30.2
2019-11-28 09:16:32,663.5,28.9
2019-11-28 09:16:55,663.7,28.8
2019-11-28 09:17:18,663.6,28.1
2019-11-28 09:17:43,663.8,27.1
2019-11-28 09:18:05,663.9,26.1
2019-11-28 09:18:53,664.3,27.4
2019-11-28 09:19:18,664.3,26.0
2019-11-28 09:19:42,664.6,25.5
2019-11-28 09:20:05,664.2,26.6
2019-11-28 09:20:28,663.7,27.9
2019-11-28 09:20:52,664.2,28.0
2019-11-28 09:21:15,663.9,27.2
2019-11-28 09:21:38,663.9,27.4
2019-11-28 09:22:03,663.7,26.7
2019-11-28 09:22:26,663.6,26.6
2019-11-28 09:22:49,664.1,26.7
2019-11-28 09:23:13,664.4,26.3
2019-11-28 09:23:36,664.5,26.0
2019-11-28 09:23:59,664.4,26.8
2019-11-28 09:24:22,664.2,28.0
2019-11-28 09:24:45,664.3,27.4
2019-11-28 09:25:07,664.3,27.8
2019-11-28 09:25:32,669.9,27.8
2019-11-28 09:25:54,664.9,27.8
2019-11-28 09:26:44,664.4,28.4
2019-11-28 09:27:06,664.4,28.7
2019-11-28 09:27:30,664.5,29.299999999999997
2019-11-28 09:27:52,664.6,29.9
2019-11-28 09:28:15,664.5,28.9
2019-11-28 09:29:02,664.5,29.7
2019-11-28 09:30:13,664.3,27.6
2019-11-28 09:30:36,664.5,27.0
2019-11-28 09:30:59,664.7,27.0
2019-11-28 09:31:22,664.3,26.5
2019-11-28 09:31:44,664.5,26.4
2019-11-28 09:32:07,664.5,27.1
2019-11-28 09:32:29,664.4,27.6
2019-11-28 09:32:53,664.2,26.6
2019-11-28 09:33:16,664.4,27.0
2019-11-28 09:33:39,664.2,26.9
2019-11-28 09:34:01,664.3,26.9
2019-11-28 09:34:25,664.7,27.6
2019-11-28 09:34:48,664.6,28.0
2019-11-28 09:35:37,664.3,28.0
2019-11-28 09:36:01,664.7,28.3
2019-11-28 09:36:23,667.5,28.599999999999998
2019-11-28 09:36:46,664.7,28.9
2019-11-28 09:37:09,665.1,27.4
2019-11-28 09:37:33,664.6,27.0
2019-11-28 09:38:22,664.5,30.6
2019-11-28 09:39:14,665.4,29.1
2019-11-28 09:39:38,670.1,29.4
2019-11-28 09:40:00,665.0,29.7
2019-11-28 09:40:49,664.7,29.2
2019-11-28 09:41:14,664.3,27.6
2019-11-28 09:42:04,664.3,29.15
2019-11-28 09:42:27,664.9,30.7
2019-11-28 09:43:18,665.3,26.6
2019-11-28 09:43:42,665.1,27.0
2019-11-28 09:44:07,665.1,27.4
2019-11-28 09:44:30,664.9,26.5
2019-11-28 09:45:18,664.3,27.6
2019-11-28 09:46:05,664.9,29.2
2019-11-28 09:46:27,665.0,28.2
2019-11-28 09:47:14,665.0,29.3
2019-11-28 09:47:38,665.1,28.1
2019-11-28 09:48:01,665.2,26.9
2019-11-28 09:48:25,664.5,27.8
2019-11-28 09:49:16,665.0,28.950000000000003
2019-11-28 09:49:38,664.4,30.1
2019-11-28 09:50:03,664.7,29.35
2019-11-28 09:50:24,665.0,28.6
2019-11-28 09:50:49,664.9,28.7
2019-11-28 09:51:39,665.4,28.3
2019-11-28 09:52:03,664.4,29.5
2019-11-28 09:52:28,664.8,29.0
2019-11-28 09:52:54,665.0,29.9
2019-11-28 09:53:15,665.4,29.9
2019-11-28 09:53:38,665.4,28.1
2019-11-28 09:54:02,664.9,27.4
2019-11-28 09:54:26,664.1,27.3
2019-11-28 09:54:49,664.8,27.0
2019-11-28 09:55:11,664.1,26.8
2019-11-28 09:55:34,665.0,26.4
2019-11-28 09:55:59,665.2,27.0
2019-11-28 09:56:24,664.8,27.5
2019-11-28 09:56:48,665.4,28.2
2019-11-28 09:57:13,664.8,27.1
2019-11-28 09:58:03,665.1,27.6
2019-11-28 09:58:24,665.6,28.1
2019-11-28 09:58:47,668.4,24.8
2019-11-28 09:59:37,664.9,27.6
2019-11-28 10:00:25,665.1,26.2
2019-11-28 10:00:49,664.5,26.0
