Tiempo,Escalas(m),Datos1(°)
2019-11-28 07:03:04,1799.1,-4.14
2019-11-28 07:03:28,1799.3,-4.06
2019-11-28 07:03:56,1799.2,-3.98
2019-11-28 07:04:45,1798.9,-3.9
2019-11-28 07:05:12,1798.6,-5.5
2019-11-28 07:05:37,1799.3,-5.5
2019-11-28 07:06:02,1798.4,-2.9
2019-11-28 07:06:25,1798.6,-3.5
2019-11-28 07:06:51,1798.4,-5.3
2019-11-28 07:07:14,1798.6,-5.5
2019-11-28 07:08:00,1006.9,-4.45
2019-11-28 07:08:45,1799.2,-3.4
2019-11-28 07:09:08,1799.0,-4.8
2019-11-28 07:09:55,1799.2,-4.3
2019-11-28 07:10:44,1799.2,-4.22
2019-11-28 07:11:33,1800.2,-4.14
2019-11-28 07:11:56,1800.1,-4.06
2019-11-28 07:12:19,1800.1,-3.98
2019-11-28 07:13:01,1800.5,-3.9
2019-11-28 07:13:25,1800.2,-3.9
2019-11-28 07:14:14,1800.1,-3.9
2019-11-28 07:15:03,1800.1,-3.9
2019-11-28 07:15:53,1568.5,71.2
2019-11-28 07:16:44,1800.0,45.63333333333334
2019-11-28 07:17:08,1800.0,20.06666666666667
2019-11-28 07:17:35,1800.2,-5.5
2019-11-28 07:17:59,1800.3,-4.2
2019-11-28 07:18:50,1800.0,-5.3
2019-11-28 07:19:13,1800.0,-4.9
2019-11-28 07:20:06,1799.7,-5.8
2019-11-28 07:20:31,1800.0,-5.8
2019-11-28 07:20:58,1799.4,-4.7
2019-11-28 07:21:21,1799.8,-4.7
2019-11-28 07:21:45,1799.9,-5.9
2019-11-28 07:22:35,1799.8,-4.9
2019-11-28 07:24:56,1017.7,-3.4000000000000004
