Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 06:47:54,367.9,7.35
2019-11-28 06:49:10,557.7,7.5
2019-11-28 06:49:35,558.5,6.9
2019-11-28 06:50:00,558.1,12.620000000000001
2019-11-28 06:51:25,556.7,18.340000000000003
2019-11-28 06:51:52,558.2,24.060000000000002
2019-11-28 06:52:18,558.1,29.78
2019-11-28 06:53:13,558.2,35.5
2019-11-28 06:53:39,558.1,33.55
2019-11-28 06:54:03,558.5,31.6
2019-11-28 06:55:18,558.6,32.4
2019-11-28 06:55:44,558.7,31.1
2019-11-28 06:56:08,557.9,29.8
2019-11-28 06:56:34,558.6,29.4
2019-11-28 06:56:59,558.7,29.0
2019-11-28 06:57:24,558.8,37.7
2019-11-28 06:57:46,558.9,46.4
2019-11-28 06:58:40,558.8,29.1
2019-11-28 06:59:31,558.4,29.666666666666668
2019-11-28 06:59:56,558.4,30.233333333333334
2019-11-28 07:00:19,558.9,30.8
2019-11-28 07:00:43,558.5,29.6
2019-11-28 07:01:33,558.4,30.4
2019-11-28 07:01:58,558.8,30.24
2019-11-28 07:02:24,558.4,30.08
2019-11-28 07:02:47,558.6,29.92
2019-11-28 07:03:10,558.1,29.76
2019-11-28 07:03:35,558.0,29.6
2019-11-28 07:04:00,558.5,28.7
2019-11-28 07:04:51,558.4,27.8
2019-11-28 07:05:40,559.1,26.9
2019-11-28 07:06:08,558.8,26.95
2019-11-28 07:06:31,558.0,27.0
2019-11-28 07:06:57,558.6,27.05
2019-11-28 07:07:44,558.4,27.1
2019-11-28 07:08:10,558.6,27.15714285714286
2019-11-28 07:08:34,563.1,27.214285714285715
2019-11-28 07:09:00,558.6,27.271428571428572
2019-11-28 07:09:23,558.8,27.32857142857143
2019-11-28 07:09:46,558.9,27.385714285714286
2019-11-28 07:10:09,558.6,27.442857142857143
2019-11-28 07:10:32,559.1,27.5
2019-11-28 07:11:23,558.2,27.21666666666667
2019-11-28 07:11:47,558.3,26.933333333333334
2019-11-28 07:12:10,558.4,26.65
2019-11-28 07:12:33,558.5,26.366666666666667
2019-11-28 07:12:57,558.4,26.083333333333336
2019-11-28 07:13:19,558.5,25.8
2019-11-28 07:13:44,558.1,25.96666666666667
2019-11-28 07:14:32,559.3,26.133333333333333
2019-11-28 07:14:56,558.7,26.3
2019-11-28 07:15:19,558.8,26.46666666666667
2019-11-28 07:15:43,558.5,26.633333333333333
2019-11-28 07:16:05,558.8,26.8
2019-11-28 07:16:56,558.5,27.8
2019-11-28 07:17:23,558.5,27.200000000000003
2019-11-28 07:17:47,558.5,26.6
2019-11-28 07:18:14,558.5,26.26666666666667
2019-11-28 07:18:37,558.7,25.933333333333334
2019-11-28 07:18:59,558.6,25.6
2019-11-28 07:19:24,558.1,26.2
2019-11-28 07:19:49,559.0,25.75
2019-11-28 07:20:13,558.5,25.3
2019-11-28 07:20:39,558.7,25.016666666666666
2019-11-28 07:21:03,558.7,24.733333333333334
2019-11-28 07:21:26,558.6,24.450000000000003
2019-11-28 07:21:50,558.8,24.166666666666668
2019-11-28 07:22:39,558.4,23.883333333333333
2019-11-28 07:23:03,558.3,23.6
2019-11-28 07:23:29,558.7,23.5
2019-11-28 07:23:51,560.5,23.4
2019-11-28 07:24:15,559.4,23.525
2019-11-28 07:24:43,559.1,23.65
2019-11-28 07:25:33,558.9,23.775
2019-11-28 07:25:58,558.8,23.9
2019-11-28 07:26:50,558.6,23.8
2019-11-28 07:27:16,559.0,25.25
2019-11-28 07:27:38,558.8,26.7
2019-11-28 07:28:03,559.2,25.9
2019-11-28 07:28:29,558.7,25.1
2019-11-28 07:28:52,558.7,24.3
2019-11-28 07:29:20,558.6,24.490000000000002
2019-11-28 07:29:42,558.5,24.68
2019-11-28 07:30:07,558.6,24.87
2019-11-28 07:30:30,559.6,25.06
2019-11-28 07:30:55,561.0,25.25
2019-11-28 07:31:42,558.7,25.44
2019-11-28 07:32:06,558.6,25.63
2019-11-28 07:32:30,558.6,25.82
2019-11-28 07:32:54,558.3,26.009999999999998
2019-11-28 07:33:19,558.9,26.2
2019-11-28 07:33:46,560.8,25.4
2019-11-28 07:34:08,558.6,24.6
2019-11-28 07:34:33,558.8,24.96666666666667
2019-11-28 07:34:57,558.4,25.333333333333332
2019-11-28 07:35:47,558.4,25.7
2019-11-28 07:36:12,559.2,25.15
2019-11-28 07:36:36,558.9,24.6
2019-11-28 07:37:02,558.6,24.533333333333335
2019-11-28 07:37:50,558.9,24.466666666666665
2019-11-28 07:38:13,558.7,24.4
2019-11-28 07:38:40,559.0,24.414285714285715
2019-11-28 07:39:05,558.8,24.428571428571427
2019-11-28 07:39:28,558.8,24.442857142857143
2019-11-28 07:39:55,558.6,24.457142857142856
2019-11-28 07:40:18,559.0,24.47142857142857
2019-11-28 07:40:44,558.4,24.485714285714284
2019-11-28 07:41:07,548.7,24.5
2019-11-28 07:43:22,345.5,23.9
