Tiempo,Escalas(m),Datos1(m)
2019-11-28 21:06:05,1689.8,108.7
2019-11-28 21:08:13,1690.0,113.0
2019-11-28 21:10:38,1689.8,109.9
2019-11-28 21:12:26,1690.5,108.4
2019-11-28 21:14:51,1690.5,98.3
2019-11-28 21:18:31,1237.2,106.0
2019-11-28 21:22:49,1690.2,113.7
2019-11-28 21:24:58,1690.1,111.10000000000001
2019-11-28 21:30:26,650.3,108.5
2019-11-28 21:34:44,1691.4,105.9
2019-11-28 21:37:08,1690.8,113.5
2019-11-28 21:41:23,1690.5,110.6
2019-11-28 21:46:32,938.2,110.72
2019-11-28 21:50:29,755.2,110.84
2019-11-28 21:54:48,2550.7,110.96
2019-11-28 21:58:46,2687.7,111.08
2019-11-28 22:04:50,1691.1,111.2
2019-11-28 22:07:15,1690.4,116.7
2019-11-28 22:09:05,1690.3,115.9
2019-11-28 22:19:27,1058.1,115.0
