Tiempo,Escalas(m),Datos1(m)
2019-11-28 06:14:58,2219.3,114.41428571428573
2019-11-28 06:16:59,1347.1,114.17142857142858
2019-11-28 06:18:53,1172.0,113.92857142857143
2019-11-28 06:22:41,1378.5,113.68571428571428
2019-11-28 06:24:33,1798.1,113.44285714285715
2019-11-28 06:26:32,1798.9,113.2
2019-11-28 06:28:25,2019.7,113.53333333333333
2019-11-28 06:31:18,1798.7,113.86666666666667
2019-11-28 06:33:10,1798.4,114.2
2019-11-28 06:34:10,1799.3,115.2
2019-11-28 06:39:03,1799.0,114.4
2019-11-28 06:46:32,1797.6,117.9
2019-11-28 06:48:40,1611.8,118.22500000000001
2019-11-28 06:50:58,1557.6,118.55000000000001
2019-11-28 06:53:42,1798.3,118.875
2019-11-28 06:55:42,1800.0,119.2
2019-11-28 06:56:49,1799.4,122.3
2019-11-28 07:04:24,1798.9,120.5
2019-11-28 07:07:52,961.3,118.7
2019-11-28 07:09:11,1797.7,116.9
