Tiempo,Escalas(m),Datos1(°)
2019-11-28 04:55:27,991.6,58.9
2019-11-28 04:56:16,1756.3,55.333333333333336
2019-11-28 04:56:58,1871.9,51.766666666666666
2019-11-28 04:57:42,1603.2,48.2
2019-11-28 04:58:44,1921.7,71.03333333333333
2019-11-28 04:59:32,1789.6,93.86666666666667
2019-11-28 05:00:18,1627.7,116.7
2019-11-28 05:01:33,1794.4,138.36
2019-11-28 05:02:27,1796.8,160.02
2019-11-28 05:02:52,1796.9,181.68
2019-11-28 05:03:15,1796.1,203.34
2019-11-28 05:04:02,1793.6,225.0
2019-11-28 05:04:46,2166.5,225.0
2019-11-28 05:05:34,1793.6,225.0
2019-11-28 05:06:18,1839.5,225.0
2019-11-28 05:06:41,1821.0,225.0
2019-11-28 05:07:28,1792.4,225.0
2019-11-28 05:07:49,1792.2,225.0
2019-11-28 05:08:12,1793.1,225.0
2019-11-28 05:08:37,1792.3,225.0
2019-11-28 05:09:53,865.7,126.05
2019-11-28 05:10:43,1786.4,27.1
2019-11-28 05:11:28,2066.1,32.0
