Tiempo,Escalas(m),Datos1(m)
2019-11-28 21:48:43,1788.0,107.8
2019-11-28 21:49:08,1787.3,108.0
2019-11-28 21:49:32,1787.9,108.2
2019-11-28 21:50:19,1787.4,108.4
2019-11-28 21:51:08,1787.3,108.6
2019-11-28 21:51:31,1787.5,108.8
2019-11-28 21:52:13,1788.1,109.0
2019-11-28 21:53:00,1732.2,108.1
2019-11-28 21:53:47,1788.6,107.2
2019-11-28 21:54:13,1788.9,104.65
2019-11-28 21:54:39,1791.0,102.1
2019-11-28 21:55:04,1789.4,104.4
2019-11-28 21:55:28,1789.4,106.7
2019-11-28 21:55:51,1788.9,106.9
2019-11-28 21:56:16,1789.1,111.3
2019-11-28 21:57:02,1789.1,108.6
2019-11-28 21:58:18,1789.1,105.1
2019-11-28 21:59:09,863.1,106.25
2019-11-28 21:59:58,1789.1,107.4
2019-11-28 22:00:46,1120.2,107.0
2019-11-28 22:01:33,1789.6,106.6
2019-11-28 22:02:59,1587.6,106.6
2019-11-28 22:03:46,1790.1,106.6
2019-11-28 22:04:35,1790.3,105.4
2019-11-28 22:05:00,1790.4,107.4
2019-11-28 22:05:25,1790.3,108.4
2019-11-28 22:05:50,1790.2,108.5
2019-11-28 22:06:15,1790.7,108.6
