Tiempo,Escalas(m),Datos1(°)
2019-11-28 01:40:48,1806.4,2.6
2019-11-28 01:41:10,1806.7,1.5
2019-11-28 01:41:34,1806.4,-0.2
2019-11-28 01:42:18,1806.6,-1.7
2019-11-28 01:43:02,1805.8,-0.2
2019-11-28 01:43:27,1806.1,0.5
2019-11-28 01:44:17,1806.5,0.8
2019-11-28 01:44:41,1805.6,1.1
2019-11-28 01:45:33,1805.9,0.5
2019-11-28 01:46:19,1806.5,1.8
2019-11-28 01:47:07,1806.2,0.5
2019-11-28 01:47:57,1805.9,-2.6
2019-11-28 01:48:20,1805.8,-1.25
2019-11-28 01:48:44,1806.6,0.1
2019-11-28 01:49:29,1806.2,1.3
2019-11-28 01:50:15,863.4,0.7666666666666667
2019-11-28 01:51:02,1442.6,0.2333333333333334
2019-11-28 01:51:47,1805.7,-0.3
2019-11-28 01:52:33,1060.9,0.2
2019-11-28 01:53:19,1805.0,0.7
2019-11-28 01:53:42,1805.1,1.9
2019-11-28 01:54:05,1805.3,1.9
2019-11-28 01:54:28,1805.3,0.1
2019-11-28 01:55:13,1503.5,0.55
2019-11-28 01:55:58,1805.3,1.0
2019-11-28 01:56:21,1805.3,1.3
2019-11-28 01:56:46,1805.4,0.1
2019-11-28 01:57:11,1805.4,-0.05000000000000002
2019-11-28 01:57:57,1805.2,-0.2
