Tiempo,Escalas(m),Datos1(°)
2019-11-28 19:37:58,1691.2,-0.4
2019-11-28 19:39:47,1691.0,-1.3
2019-11-28 19:44:19,1691.2,0.0
2019-11-28 19:46:46,1690.7,-0.7
2019-11-28 19:51:00,1690.6,-0.4
2019-11-28 19:55:18,1690.5,1.2
2019-11-28 20:03:32,1691.9,1.2
2019-11-28 20:07:09,1691.9,-0.8
2019-11-28 20:09:34,1692.2,94.9
2019-11-28 20:12:00,1692.1,0.1
2019-11-28 20:16:15,1691.9,-0.1
2019-11-28 20:18:41,1691.9,-0.4
2019-11-28 20:22:40,1692.3,-0.2
2019-11-28 20:27:14,1692.2,-0.9
2019-11-28 20:29:40,1692.5,-1.3
2019-11-28 20:33:38,1766.0,-0.5
2019-11-28 20:35:45,1691.8,0.3
2019-11-28 20:37:53,1691.8,-0.8
2019-11-28 20:40:20,1691.6,94.8
2019-11-28 20:42:27,1691.1,-1.1
2019-11-28 20:44:36,1691.3,-0.9
2019-11-28 20:48:14,1691.7,-0.1
2019-11-28 20:51:54,597.7,14.133333333333335
2019-11-28 20:55:52,365.6,28.366666666666667
2019-11-28 20:59:30,1563.4,42.6
2019-11-28 21:01:20,1690.7,-0.4
2019-11-28 21:05:01,1691.1,3.0000000000000004
