Tiempo,Escalas(m),Datos1(m)
2019-11-28 08:53:58,1795.9,112.75999999999999
2019-11-28 08:55:18,1796.0,112.17999999999999
2019-11-28 08:55:43,1795.5,111.6
2019-11-28 08:56:38,1795.6,113.3
2019-11-28 08:57:02,1796.3,113.6
2019-11-28 08:57:55,1796.7,113.8
2019-11-28 08:58:19,1797.5,110.2
2019-11-28 08:58:43,1797.4,110.4
2019-11-28 08:59:36,1797.2,111.5
2019-11-28 09:00:03,1796.8,113.7
2019-11-28 09:00:28,1798.3,112.9
2019-11-28 09:00:53,1797.7,113.2
2019-11-28 09:01:46,1797.8,113.3
2019-11-28 09:02:12,1798.2,114.2
2019-11-28 09:03:07,1798.6,118.0
2019-11-28 09:03:33,1798.3,116.9
2019-11-28 09:04:00,1798.4,116.1
2019-11-28 09:04:26,1798.2,116.8
2019-11-28 09:04:51,1798.3,117.7
2019-11-28 09:05:16,1797.9,116.7
2019-11-28 09:05:43,1798.2,116.9
2019-11-28 09:06:08,1798.3,117.5
2019-11-28 09:07:00,1798.1,120.1
2019-11-28 09:07:52,1798.3,117.0
2019-11-28 09:08:19,1797.8,117.5
2019-11-28 09:08:44,1797.6,115.7
2019-11-28 09:09:09,1797.7,115.2
2019-11-28 09:09:34,1797.2,116.2
2019-11-28 09:10:01,1796.9,116.7
2019-11-28 09:10:27,1796.9,118.0
2019-11-28 09:10:53,1796.5,118.1
2019-11-28 09:11:19,1796.2,121.4
2019-11-28 09:11:46,1796.3,117.4
2019-11-28 09:13:55,1795.6,122.7
2019-11-28 09:14:20,1795.7,119.5
2019-11-28 09:15:36,1795.4,116.8
2019-11-28 09:16:29,1795.5,114.1
2019-11-28 09:16:55,1795.7,116.7
2019-11-28 09:17:48,1796.3,115.6
2019-11-28 09:18:12,1796.2,115.2
2019-11-28 09:19:33,1796.6,114.8
2019-11-28 09:19:58,1796.7,113.9
2019-11-28 09:20:25,1797.2,114.1
2019-11-28 09:20:50,1796.5,115.8
2019-11-28 09:21:17,1796.5,113.4
2019-11-28 09:21:43,1796.4,112.9
2019-11-28 09:22:35,1796.5,111.5
2019-11-28 09:23:01,1797.1,110.7
2019-11-28 09:23:28,1796.2,113.2
2019-11-28 09:23:53,1796.5,112.3
2019-11-28 09:24:21,1796.7,110.0
2019-11-28 09:24:46,1796.8,110.8
2019-11-28 09:25:13,1797.5,111.6
2019-11-28 09:25:40,1797.2,112.6
2019-11-28 09:26:05,1797.2,114.5
2019-11-28 09:26:30,1797.2,114.6
2019-11-28 09:26:54,1797.9,112.55
2019-11-28 09:27:19,1797.8,110.5
2019-11-28 09:27:45,1797.8,111.6
2019-11-28 09:28:12,1798.1,110.4
2019-11-28 09:28:37,1797.2,112.1
2019-11-28 09:29:59,1797.7,111.5
2019-11-28 09:30:52,1797.1,110.9
2019-11-28 09:31:44,1796.8,110.8
2019-11-28 09:32:09,1796.9,111.3
2019-11-28 09:32:37,1797.0,111.5
2019-11-28 09:33:02,1796.6,111.7
2019-11-28 09:33:27,1797.2,109.9
2019-11-28 09:33:54,1797.7,110.8
2019-11-28 09:34:49,1797.1,111.1
2019-11-28 09:35:16,1797.7,111.23333333333333
2019-11-28 09:36:09,1797.6,111.36666666666666
2019-11-28 09:36:34,1797.0,111.5
2019-11-28 09:36:59,1797.2,113.7
2019-11-28 09:37:26,1797.1,115.7
2019-11-28 09:38:16,1797.2,113.9
2019-11-28 09:38:44,1797.2,114.8
2019-11-28 09:39:09,1797.5,114.1
2019-11-28 09:39:35,1797.6,113.5
2019-11-28 09:40:03,1797.8,113.8
2019-11-28 09:40:31,1798.2,112.5
2019-11-28 09:41:50,1797.4,114.9
2019-11-28 09:42:17,1797.6,117.0
2019-11-28 09:42:42,1797.6,117.4
2019-11-28 09:43:07,1797.9,117.1
2019-11-28 09:43:32,1798.1,116.4
2019-11-28 09:43:57,1797.9,116.8
2019-11-28 09:44:22,1797.3,119.3
2019-11-28 09:45:14,1797.9,117.8
2019-11-28 09:45:39,1797.7,120.4
2019-11-28 09:46:33,1798.6,118.9
2019-11-28 09:46:59,1798.2,118.2
2019-11-28 09:47:25,1798.1,117.7
2019-11-28 09:47:51,1798.5,117.10000000000001
2019-11-28 09:48:41,1798.2,116.5
2019-11-28 09:49:33,1798.5,115.9
2019-11-28 09:49:59,1798.4,116.7
2019-11-28 09:50:24,1799.3,115.5
2019-11-28 09:50:50,1798.3,115.3
2019-11-28 09:52:08,1798.2,118.1
2019-11-28 09:52:33,1798.3,118.6
2019-11-28 09:52:58,1799.0,118.2
2019-11-28 09:53:51,1798.3,117.6
2019-11-28 09:54:42,1798.4,117.4
2019-11-28 09:55:07,1798.3,117.6
2019-11-28 09:55:32,1798.3,116.6
2019-11-28 09:56:00,1799.3,114.9
2019-11-28 09:56:26,1798.5,114.4
2019-11-28 09:57:19,1800.8,113.45
2019-11-28 09:57:45,1798.7,112.5
2019-11-28 09:58:11,1799.4,111.1
2019-11-28 09:58:37,1799.1,111.6
2019-11-28 09:59:02,1798.7,112.9
2019-11-28 09:59:27,1799.0,113.1
2019-11-28 09:59:53,1799.0,112.1
2019-11-28 10:00:20,1798.9,111.7
2019-11-28 10:00:47,1799.0,111.9
2019-11-28 10:01:13,1799.4,111.9
2019-11-28 10:01:38,1799.2,112.7
2019-11-28 10:02:33,1799.0,112.2
2019-11-28 10:02:59,1798.9,113.9
2019-11-28 10:03:55,1798.9,113.4
2019-11-28 10:04:51,1798.7,112.4
2019-11-28 10:05:16,1798.3,112.3
2019-11-28 10:05:43,1798.6,112.3
2019-11-28 10:07:07,1798.3,114.0
2019-11-28 10:07:34,1798.4,112.6
2019-11-28 10:10:43,1798.1,114.7
2019-11-28 10:11:08,1798.2,113.2
2019-11-28 10:12:27,1797.9,114.3
2019-11-28 10:12:52,1798.2,115.4
2019-11-28 10:13:17,1797.5,117.6
2019-11-28 10:14:35,1798.3,114.6
2019-11-28 10:15:01,1798.2,114.2
2019-11-28 10:15:50,1798.2,113.9
2019-11-28 10:16:43,1798.2,113.4
2019-11-28 10:17:08,1798.4,113.7
2019-11-28 10:18:02,1798.5,111.4
2019-11-28 10:18:29,1797.8,113.0
2019-11-28 10:18:56,1797.4,116.7
2019-11-28 10:19:21,1798.2,113.0
2019-11-28 10:21:45,1797.6,115.4
2019-11-28 10:22:39,1803.0,111.4
2019-11-28 10:23:34,1796.9,117.7
2019-11-28 10:23:59,1797.4,112.7
2019-11-28 10:24:25,1797.6,114.6
2019-11-28 10:24:52,1797.5,113.2
2019-11-28 10:25:19,1797.9,112.4
2019-11-28 10:25:46,1797.4,113.1
2019-11-28 10:26:11,1797.5,112.1
2019-11-28 10:27:34,1797.6,114.7
2019-11-28 10:27:59,1797.8,114.0
2019-11-28 10:28:24,1798.4,114.4
2019-11-28 10:28:48,1797.7,115.7
2019-11-28 10:29:43,1797.5,114.5
2019-11-28 10:31:29,1797.8,113.7
2019-11-28 10:31:55,1798.3,114.7
2019-11-28 10:32:51,1798.4,114.55000000000001
2019-11-28 10:33:47,1798.6,114.4
2019-11-28 10:34:11,1799.0,113.3
2019-11-28 10:34:38,1798.4,112.3
2019-11-28 10:35:32,1799.5,112.4
2019-11-28 10:36:00,1798.7,112.7
2019-11-28 10:36:26,1798.7,114.5
2019-11-28 10:36:54,1798.3,113.4
2019-11-28 10:37:18,1798.4,113.9
