Tiempo,Escalas(m),Datos1(°)
2019-11-28 04:20:05,1751.0,106.27499999999999
2019-11-28 04:20:54,1423.7,107.6
2019-11-28 04:22:04,1750.7,-1.6
2019-11-28 04:22:24,1749.8,-1.1
2019-11-28 04:25:31,1749.6,-0.6
2019-11-28 04:28:38,1749.9,-0.9
2019-11-28 04:34:25,900.2,-0.8833333333333333
2019-11-28 04:39:42,1084.7,-0.8666666666666667
2019-11-28 04:41:24,727.6,-0.8500000000000001
2019-11-28 04:42:09,927.7,-0.8333333333333334
2019-11-28 04:42:58,1743.2,-0.8166666666666667
2019-11-28 04:43:43,1742.8,-0.8
2019-11-28 04:44:27,1742.3,-0.5
2019-11-28 04:45:14,1399.2,-0.5888888888888889
2019-11-28 04:46:03,1741.0,-0.6777777777777778
2019-11-28 04:46:24,1741.5,-0.7666666666666666
2019-11-28 04:46:47,1741.4,-0.8555555555555556
2019-11-28 04:47:31,1741.4,-0.9444444444444444
2019-11-28 04:48:41,1398.0,-1.0333333333333332
2019-11-28 04:49:50,1741.4,-1.1222222222222222
2019-11-28 04:50:12,1741.7,-1.2111111111111112
2019-11-28 04:50:57,1741.2,-1.3
2019-11-28 04:51:22,1741.6,-1.6
2019-11-28 04:51:43,1741.3,-2.0
