Tiempo,Escalas(m),Datos1(m)
2019-11-28 04:06:46,1749.2,125.1
2019-11-28 04:07:30,1749.1,121.6
2019-11-28 04:08:38,1748.8,121.9
2019-11-28 04:09:01,1748.7,125.6
2019-11-28 04:09:28,1748.4,125.7
2019-11-28 04:09:53,1748.5,126.7
2019-11-28 04:10:44,1673.4,126.5
2019-11-28 04:11:31,820.9,126.3
2019-11-28 04:12:19,1748.7,126.1
2019-11-28 04:12:42,1748.7,125.9
2019-11-28 04:13:33,1748.4,125.5
2019-11-28 04:13:57,1748.8,122.5
2019-11-28 04:14:20,1748.8,122.7
2019-11-28 04:14:44,1748.8,125.1
2019-11-28 04:15:34,1748.6,124.2
2019-11-28 04:16:25,1748.8,123.6
2019-11-28 04:17:11,1748.8,124.5
2019-11-28 04:17:35,1749.6,124.5
2019-11-28 04:18:23,1749.1,123.9
2019-11-28 04:19:29,1749.4,126.6
2019-11-28 04:20:16,736.6,125.1
2019-11-28 04:21:05,1750.7,123.6
2019-11-28 04:21:53,1751.6,122.9
2019-11-28 04:23:58,1750.6,126.0
2019-11-28 04:27:04,1751.0,126.4
2019-11-28 04:33:19,1098.4,122.75
2019-11-28 04:38:09,1749.9,119.1
2019-11-28 04:41:34,1658.7,119.39999999999999
2019-11-28 04:42:21,1236.4,119.7
2019-11-28 04:43:10,1748.3,120.0
2019-11-28 04:43:53,117.8,122.2
2019-11-28 04:44:40,1715.3,124.39999999999999
2019-11-28 04:45:00,1738.6,126.6
2019-11-28 04:45:26,1748.0,116.3
