Tiempo,Escalas(m),Datos1(m)
2019-11-28 05:12:05,1785.0,116.1
2019-11-28 05:12:47,592.7,122.16666666666667
2019-11-28 05:13:39,2832.6,128.23333333333335
2019-11-28 05:14:48,1789.6,134.3
2019-11-28 05:15:33,1791.7,139.5
2019-11-28 05:15:55,1791.5,142.1
2019-11-28 05:16:37,1432.5,141.36666666666667
2019-11-28 05:17:22,2981.1,140.63333333333333
2019-11-28 05:18:10,1794.4,139.9
2019-11-28 05:18:31,1794.9,138.2
2019-11-28 05:19:20,1725.6,136.06153846153845
2019-11-28 05:20:06,1436.7,133.9230769230769
2019-11-28 05:22:05,1194.3,131.78461538461536
2019-11-28 05:22:28,1164.5,129.64615384615385
