Tiempo,Escalas(m),Datos1(°)
2019-11-28 12:36:59,1549.2,-1.3
2019-11-28 12:37:36,1549.7,0.3
2019-11-28 12:38:13,1549.6,-0.8
2019-11-28 12:38:50,1549.3,-1.8
2019-11-28 12:39:27,1549.7,-1.25
2019-11-28 12:40:03,1549.3,-0.7
2019-11-28 12:41:19,1549.1,0.1
2019-11-28 12:41:57,1549.5,0.13333333333333333
2019-11-28 12:43:12,1549.1,0.16666666666666669
2019-11-28 12:43:47,1549.2,0.2
2019-11-28 12:44:24,1549.2,-0.1
2019-11-28 12:45:01,1549.1,1.1
2019-11-28 12:45:39,1549.1,1.05
2019-11-28 12:46:15,1549.6,1.0
2019-11-28 12:46:54,1549.4,-1.9
2019-11-28 12:47:32,1549.4,-0.8999999999999999
2019-11-28 12:48:08,1549.5,0.1
2019-11-28 12:48:45,1549.4,0.4
2019-11-28 12:49:22,1549.7,-0.3
2019-11-28 12:49:58,1550.1,0.3
2019-11-28 12:50:35,1549.7,0.3
2019-11-28 12:51:14,1549.9,-0.4
2019-11-28 12:51:51,1549.6,-0.1
2019-11-28 12:52:28,1549.6,1.0
2019-11-28 12:53:05,1549.7,-0.2
2019-11-28 12:53:42,1550.0,0.7
2019-11-28 12:54:19,1549.9,-1.5
2019-11-28 12:54:56,1550.1,-1.15
2019-11-28 12:55:33,1550.3,-0.8
2019-11-28 12:56:10,1549.8,-1.5
2019-11-28 12:56:47,1550.2,-0.2
2019-11-28 12:58:43,1550.1,-0.15000000000000002
2019-11-28 12:59:18,1549.7,-0.1
2019-11-28 13:00:34,1550.0,-1.3
2019-11-28 13:01:11,1550.0,-0.2
2019-11-28 13:01:48,1549.9,-0.9
2019-11-28 13:02:24,1549.6,-0.8
2019-11-28 13:03:01,1549.5,-0.2
2019-11-28 13:03:38,1549.2,-0.4
2019-11-28 13:04:15,1549.7,0.1
2019-11-28 13:04:52,1549.3,-0.1
2019-11-28 13:05:29,1549.4,-1.3
2019-11-28 13:06:06,1549.5,-0.3
2019-11-28 13:06:43,1549.1,-1.7
2019-11-28 13:07:19,1549.9,-1.7
2019-11-28 13:07:56,1549.5,-0.4
2019-11-28 13:08:33,1550.0,-0.9
2019-11-28 13:09:10,1549.9,-0.6
2019-11-28 13:09:47,1549.5,-0.4
2019-11-28 13:10:24,1549.5,-0.3
2019-11-28 13:11:01,1549.6,-0.9
2019-11-28 13:11:38,1549.6,-1.3
2019-11-28 13:12:14,1549.0,-0.5
2019-11-28 13:12:51,1549.3,-0.6
2019-11-28 13:13:28,1549.5,-0.1
2019-11-28 13:14:05,1549.7,0.5
2019-11-28 13:14:42,1549.4,0.6
2019-11-28 13:15:19,1549.7,0.4
