Tiempo,Escalas(m),Datos1(°)
2019-11-28 16:26:35,1264.9,48.5
2019-11-28 16:30:01,1678.4,35.833333333333336
2019-11-28 16:30:41,1681.4,23.166666666666668
2019-11-28 16:31:18,1683.2,10.5
2019-11-28 16:31:57,1684.2,11.2
2019-11-28 16:32:35,1686.0,13.2
2019-11-28 16:33:52,1684.5,11.033333333333333
2019-11-28 16:34:30,1684.5,8.866666666666667
2019-11-28 16:35:07,1683.8,6.7
2019-11-28 16:35:45,1711.3,5.800000000000001
2019-11-28 16:36:58,1683.6,4.9
2019-11-28 16:37:35,1683.5,5.4
2019-11-28 16:38:12,1683.1,5.8
2019-11-28 16:38:50,1680.2,21.6
2019-11-28 16:39:29,1678.0,40.5
2019-11-28 16:40:06,1675.3,48.9
2019-11-28 16:40:44,1673.7,50.7
2019-11-28 16:41:21,1676.2,55.0
2019-11-28 16:42:39,1674.6,54.7
2019-11-28 16:43:57,1674.4,25.6
2019-11-28 16:44:38,1674.5,48.6
2019-11-28 16:45:18,1677.9,20.7
2019-11-28 16:46:36,1681.6,15.4
2019-11-28 16:47:12,1682.9,7.4
2019-11-28 16:47:51,1683.6,-0.9
2019-11-28 16:48:28,1685.6,4.9
2019-11-28 16:49:46,1685.7,1.6
2019-11-28 16:50:23,1686.4,-1.7
2019-11-28 16:51:01,1686.7,-0.6
2019-11-28 16:51:38,1686.8,0.2
2019-11-28 16:52:15,1686.8,-0.9
2019-11-28 16:52:52,1687.3,-2.4
2019-11-28 16:53:28,1687.8,-2.8
2019-11-28 16:54:05,1688.2,-1.4
2019-11-28 16:54:42,1687.8,-2.9
2019-11-28 16:55:57,1688.0,0.9
2019-11-28 16:56:35,1688.1,0.4
2019-11-28 16:57:12,1688.3,-2.1
2019-11-28 16:57:49,1687.6,-4.0
2019-11-28 16:58:27,1688.2,-2.1
2019-11-28 16:59:06,1688.1,0.1
2019-11-28 16:59:43,1687.4,-2.6
2019-11-28 17:00:21,1686.8,-3.1
2019-11-28 17:01:01,1686.9,-2.3
2019-11-28 17:01:39,1687.4,-0.3
2019-11-28 17:02:55,1687.6,-2.0
2019-11-28 17:03:33,1687.7,-2.2
2019-11-28 17:04:11,1688.0,-0.8
2019-11-28 17:04:49,1687.5,-2.8
2019-11-28 17:05:26,1687.9,-2.7
2019-11-28 17:06:04,1687.6,-1.8
2019-11-28 17:06:41,1688.2,-2.2
2019-11-28 17:07:18,1688.1,-3.1
2019-11-28 17:07:56,1688.3,-2.0
2019-11-28 17:08:34,1688.6,-0.9
2019-11-28 17:09:11,1688.3,0.8
2019-11-28 17:09:48,1688.0,-1.7499999999999998
2019-11-28 17:10:25,1686.9,-4.3
2019-11-28 17:11:02,1686.9,-1.6
2019-11-28 17:11:39,1686.5,-1.1
2019-11-28 17:12:55,1686.8,-0.9
2019-11-28 17:14:53,1687.1,-1.3
2019-11-28 17:15:29,1687.6,-3.4
2019-11-28 17:16:06,1688.1,-0.3
2019-11-28 17:16:43,1690.4,-1.5
2019-11-28 17:17:20,1688.4,-1.5
2019-11-28 17:18:00,1688.8,-1.6
2019-11-28 17:19:19,1688.3,-4.0
2019-11-28 17:19:56,1688.9,-2.4
2019-11-28 17:20:33,1689.1,-1.2
2019-11-28 17:21:11,1688.1,-2.9
2019-11-28 17:21:49,1689.0,-2.0
2019-11-28 17:22:29,1688.7,-1.65
2019-11-28 17:23:06,1689.1,-1.3
2019-11-28 17:23:43,1688.4,-0.7
2019-11-28 17:24:21,1688.1,-0.4
2019-11-28 17:25:00,1688.0,-2.8
2019-11-28 17:25:38,1687.9,-1.5
2019-11-28 17:26:15,1688.1,-0.7
2019-11-28 17:26:54,1688.2,-1.1
2019-11-28 17:27:31,1688.4,-2.5
2019-11-28 17:28:09,1688.8,-0.7
2019-11-28 17:28:48,1689.5,-0.5
2019-11-28 17:29:26,1688.9,-0.4
2019-11-28 17:30:04,1689.0,-1.5500000000000003
2019-11-28 17:30:41,1688.4,-2.7
2019-11-28 17:31:20,1688.4,-2.1
2019-11-28 17:31:58,1688.4,-1.8
2019-11-28 17:32:35,1688.3,-2.4
2019-11-28 17:33:13,1687.5,-2.0
2019-11-28 17:33:54,1687.6,-1.6
2019-11-28 17:34:31,1687.3,0.0
2019-11-28 17:35:10,1687.7,-0.8
2019-11-28 17:35:48,1687.3,-2.9
2019-11-28 17:36:26,1688.2,-0.5
2019-11-28 17:37:44,1687.0,-2.0
2019-11-28 17:38:21,1687.3,-2.3
2019-11-28 17:38:58,1687.9,-1.8
2019-11-28 17:39:35,1688.3,-1.4
2019-11-28 17:40:13,1688.2,-1.5
2019-11-28 17:40:50,1687.7,-2.4
2019-11-28 17:41:31,1688.1,-2.4
2019-11-28 17:42:11,1688.2,-1.9
2019-11-28 17:43:28,1688.6,-1.4
2019-11-28 17:44:05,1688.1,-3.2
2019-11-28 17:44:42,1688.1,-2.9
2019-11-28 17:45:19,1688.4,-2.8
2019-11-28 17:45:56,1688.5,-0.2
2019-11-28 17:46:36,1688.0,-1.9
2019-11-28 17:47:13,1688.1,-1.1
2019-11-28 17:47:49,1687.6,-1.2
2019-11-28 17:48:28,1687.6,-2.5
2019-11-28 17:49:06,1687.1,-1.5
2019-11-28 17:49:44,1687.3,-1.2
2019-11-28 17:50:22,1687.5,-1.8
2019-11-28 17:50:59,1687.6,-2.5
2019-11-28 17:51:36,1688.1,0.2
2019-11-28 17:52:13,1687.7,-2.0
2019-11-28 17:52:50,1688.0,-0.6
2019-11-28 17:53:27,1687.8,-0.9
2019-11-28 17:54:03,1689.0,-2.0
2019-11-28 17:54:40,1687.7,-0.5
2019-11-28 17:55:17,1687.5,-2.1
2019-11-28 17:55:54,1687.9,-2.0
2019-11-28 17:56:33,1687.5,-2.4
2019-11-28 17:57:10,1687.6,-2.4
2019-11-28 17:57:47,1687.6,-1.3
2019-11-28 17:59:03,1687.1,-3.1
2019-11-28 17:59:42,1687.7,-0.6
2019-11-28 18:00:21,1687.6,-2.3
2019-11-28 18:00:58,1687.9,-0.8
2019-11-28 18:01:35,1687.9,-0.4
2019-11-28 18:02:51,1687.9,-3.7
