Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 13:17:37,417.2,6.9
2019-11-28 13:19:19,685.5,8.25
2019-11-28 13:19:43,708.5,9.6
2019-11-28 13:21:00,736.2,4.4
2019-11-28 13:21:23,734.7,8.4
2019-11-28 13:21:46,734.7,15.1
2019-11-28 13:22:10,735.6,22.4
2019-11-28 13:22:35,734.0,27.1
2019-11-28 13:22:58,734.2,27.3
2019-11-28 13:23:23,736.1,29.200000000000003
2019-11-28 13:23:46,735.1,31.1
2019-11-28 13:24:09,733.7,33.6
2019-11-28 13:24:32,732.6,36.1
2019-11-28 13:24:58,732.0,34.35
2019-11-28 13:25:20,733.1,32.6
2019-11-28 13:25:42,734.2,32.9
2019-11-28 13:26:06,735.9,34.2
2019-11-28 13:26:30,735.1,35.5
2019-11-28 13:26:54,734.9,34.1
2019-11-28 13:27:19,734.4,33.65
2019-11-28 13:27:43,735.5,33.2
2019-11-28 13:28:05,738.0,32.75
2019-11-28 13:28:29,736.1,32.3
2019-11-28 13:28:53,736.2,33.0
2019-11-28 13:29:16,736.5,33.6
2019-11-28 13:29:39,736.7,33.8
2019-11-28 13:30:27,736.3,33.2
2019-11-28 13:30:48,735.9,32.6
2019-11-28 13:31:11,735.9,33.1
2019-11-28 13:31:34,736.4,30.6
2019-11-28 13:32:23,736.2,30.9
2019-11-28 13:32:47,736.6,30.6
2019-11-28 13:33:12,736.5,29.7
2019-11-28 13:33:36,735.7,30.5
2019-11-28 13:34:00,736.3,28.3
2019-11-28 13:34:25,736.3,28.4
2019-11-28 13:34:49,736.2,29.5
2019-11-28 13:35:38,736.1,29.5
2019-11-28 13:36:01,736.3,29.9
2019-11-28 13:36:25,737.1,30.2
2019-11-28 13:36:48,736.9,31.1
2019-11-28 13:37:11,736.2,29.5
2019-11-28 13:37:35,736.1,30.1
2019-11-28 13:37:59,736.5,29.4
2019-11-28 13:38:22,736.4,28.5
2019-11-28 13:38:46,736.0,29.2
2019-11-28 13:39:37,735.9,29.5
2019-11-28 13:39:59,736.6,29.8
2019-11-28 13:40:22,736.4,29.9
2019-11-28 13:40:45,736.3,29.6
2019-11-28 13:41:10,736.1,29.8
2019-11-28 13:41:33,735.6,30.0
2019-11-28 13:41:58,735.4,30.5
2019-11-28 13:42:22,735.9,30.1
2019-11-28 13:42:44,735.4,29.7
2019-11-28 13:43:11,735.7,30.1
2019-11-28 13:43:34,735.4,32.5
2019-11-28 13:43:58,735.2,29.4
2019-11-28 13:44:23,735.9,29.2
2019-11-28 13:44:47,735.6,28.8
2019-11-28 13:45:10,735.5,28.9
2019-11-28 13:46:00,736.5,30.4
2019-11-28 13:46:24,736.2,29.1
2019-11-28 13:46:47,736.2,30.3
2019-11-28 13:47:09,736.7,30.3
2019-11-28 13:47:59,735.8,30.9
2019-11-28 13:48:24,735.5,30.2
2019-11-28 13:48:48,735.5,30.7
2019-11-28 13:49:12,735.7,30.4
2019-11-28 13:49:34,735.8,30.1
2019-11-28 13:50:00,735.7,30.4
2019-11-28 13:50:22,735.7,30.7
2019-11-28 13:50:45,735.9,31.2
2019-11-28 13:51:09,735.9,30.1
2019-11-28 13:51:57,736.7,30.0
2019-11-28 13:52:21,737.9,29.2
2019-11-28 13:52:45,735.8,29.9
2019-11-28 13:53:58,736.5,30.6
2019-11-28 13:54:20,736.1,30.75
2019-11-28 13:54:42,735.6,30.9
2019-11-28 13:55:07,736.1,30.5
2019-11-28 13:55:31,736.3,30.7
2019-11-28 13:55:54,735.9,30.1
2019-11-28 13:56:19,736.0,30.1
2019-11-28 13:56:42,735.3,30.8
2019-11-28 13:57:07,735.6,30.85
2019-11-28 13:57:29,734.9,30.9
2019-11-28 13:57:52,735.7,31.1
2019-11-28 13:58:15,735.4,30.5
2019-11-28 13:58:39,735.7,29.8
2019-11-28 13:59:02,735.6,30.7
2019-11-28 13:59:27,735.4,29.3
2019-11-28 13:59:50,735.7,28.9
2019-11-28 14:00:13,735.8,29.1
2019-11-28 14:00:37,735.8,30.0
2019-11-28 14:01:02,735.9,28.2
2019-11-28 14:01:26,736.4,28.333333333333332
2019-11-28 14:01:48,736.3,28.46666666666667
2019-11-28 14:02:11,736.4,28.6
2019-11-28 14:02:36,736.0,28.3
2019-11-28 14:03:02,736.7,28.7
2019-11-28 14:03:28,735.9,29.4
2019-11-28 14:03:52,736.4,30.1
2019-11-28 14:04:15,736.9,28.4
2019-11-28 14:04:39,736.5,28.1
2019-11-28 14:05:02,735.6,29.0
2019-11-28 14:05:50,736.2,29.0
2019-11-28 14:06:14,736.5,30.0
2019-11-28 14:06:37,737.0,27.8
2019-11-28 14:07:02,737.4,27.4
2019-11-28 14:07:25,737.1,28.0
2019-11-28 14:07:49,737.4,27.8
2019-11-28 14:08:13,736.8,28.4
2019-11-28 14:09:30,736.9,27.6
2019-11-28 14:09:52,736.4,26.8
2019-11-28 14:10:39,736.7,27.7
2019-11-28 14:11:02,737.0,27.0
2019-11-28 14:11:26,736.6,28.6
2019-11-28 14:11:50,736.9,27.3
2019-11-28 14:12:12,736.6,27.7
2019-11-28 14:12:35,736.5,27.7
2019-11-28 14:12:58,737.0,27.3
2019-11-28 14:13:23,736.6,26.85
2019-11-28 14:14:38,736.3,26.4
2019-11-28 14:15:28,736.3,25.9
2019-11-28 14:15:51,739.1,25.4
2019-11-28 14:16:15,737.1,25.6
2019-11-28 14:16:34,737.4,25.8
2019-11-28 14:16:59,737.0,26.3
2019-11-28 14:17:25,736.8,26.8
2019-11-28 14:17:50,737.7,25.9
2019-11-28 14:18:12,736.5,26.2
2019-11-28 14:18:35,736.8,25.0
2019-11-28 14:19:00,737.1,25.3
2019-11-28 14:19:25,737.1,25.1
2019-11-28 14:19:51,737.2,25.6
2019-11-28 14:20:12,737.1,26.1
2019-11-28 14:20:35,737.0,26.5
2019-11-28 14:21:25,736.5,26.9
2019-11-28 14:21:48,737.1,26.5
2019-11-28 14:22:13,737.5,25.0
2019-11-28 14:22:35,738.0,24.2
2019-11-28 14:23:25,737.0,25.1
2019-11-28 14:23:50,736.5,25.7
2019-11-28 14:24:13,736.4,25.9
2019-11-28 14:24:39,736.5,25.1
2019-11-28 14:25:02,736.1,24.3
2019-11-28 14:25:25,736.4,25.4
2019-11-28 14:25:50,736.4,24.4
2019-11-28 14:26:12,736.2,23.4
2019-11-28 14:26:35,736.6,22.9
2019-11-28 14:26:58,736.2,23.1
2019-11-28 14:27:21,736.3,23.2
2019-11-28 14:27:46,736.4,24.7
2019-11-28 14:28:08,736.3,24.0
2019-11-28 14:28:31,736.6,23.8
2019-11-28 14:28:58,736.7,23.2
2019-11-28 14:29:20,740.6,21.6
2019-11-28 14:29:45,728.4,24.5
2019-11-28 14:31:26,617.8,22.2
2019-11-28 14:32:20,559.1,23.2
2019-11-28 14:32:45,535.1,23.0
2019-11-28 14:33:08,511.1,22.8
2019-11-28 14:33:59,458.9,21.9
2019-11-28 14:34:51,402.7,19.6
2019-11-28 14:35:16,375.9,21.05
2019-11-28 14:35:42,347.1,22.5
