Tiempo,Escalas(m),Datos1(°)
2019-11-28 03:55:34,1740.2,-2.4
2019-11-28 03:59:48,1740.1,-1.75
2019-11-28 04:01:35,1739.9,-1.1
2019-11-28 04:05:30,244.4,16.249999999999996
2019-11-28 04:11:33,198.8,33.599999999999994
2019-11-28 04:13:20,153.7,50.949999999999996
2019-11-28 04:17:37,1531.4,68.3
2019-11-28 04:21:34,1741.2,-1.1
2019-11-28 04:23:59,1740.2,-0.5
2019-11-28 04:28:33,1042.9,-0.73
2019-11-28 04:32:50,1740.9,-0.96
2019-11-28 04:38:53,1739.9,-1.19
2019-11-28 04:41:03,1740.3,-1.42
2019-11-28 04:45:36,1740.5,-1.65
2019-11-28 04:47:43,1740.6,-1.88
2019-11-28 04:49:51,1740.2,-2.11
2019-11-28 04:53:30,1740.2,-2.34
2019-11-28 04:56:54,1739.9,-2.57
2019-11-28 04:59:18,1740.2,-2.8
