Tiempo,Escalas(m),Datos1(m)
2019-11-28 06:29:52,1802.2,105.5
2019-11-28 06:30:40,1800.6,102.1
2019-11-28 06:31:47,1800.9,110.3
2019-11-28 06:32:11,1801.7,111.0
2019-11-28 06:32:38,1800.6,114.2
2019-11-28 06:33:00,1800.8,115.3
2019-11-28 06:33:44,796.3,114.35
2019-11-28 06:34:31,1800.9,113.4
2019-11-28 06:35:37,1801.3,116.9
2019-11-28 06:36:24,1802.3,114.0
2019-11-28 06:37:11,1285.7,112.8
2019-11-28 06:37:58,1837.9,111.60000000000001
2019-11-28 06:38:24,1801.4,110.4
2019-11-28 06:39:40,1801.0,105.4
2019-11-28 06:40:28,1050.1,108.60000000000001
2019-11-28 06:41:41,2357.7,111.80000000000001
2019-11-28 06:42:51,1480.6,115.0
