Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 09:10:24,734.2,34.4
2019-11-28 09:11:17,817.1,33.949999999999996
2019-11-28 09:12:55,818.8,33.5
2019-11-28 09:14:14,819.4,33.05
2019-11-28 09:16:50,734.7,32.6
2019-11-28 09:17:13,735.2,32.15
2019-11-28 09:18:52,734.7,31.7
2019-11-28 09:20:59,735.1,30.1
2019-11-28 09:22:14,737.9,29.166666666666668
2019-11-28 09:24:02,734.7,28.233333333333334
2019-11-28 09:27:08,736.9,27.3
2019-11-28 09:28:54,734.8,28.18
2019-11-28 09:29:17,734.3,29.06
2019-11-28 09:31:00,735.6,29.939999999999998
2019-11-28 09:31:23,735.2,30.82
2019-11-28 09:33:57,734.8,31.7
2019-11-28 09:34:21,734.8,31.099999999999998
2019-11-28 09:34:47,733.7,30.5
2019-11-28 09:37:14,734.0,29.9
2019-11-28 09:42:51,734.8,28.0
2019-11-28 09:43:40,734.4,26.6
2019-11-28 09:44:55,734.9,26.01666666666667
2019-11-28 09:45:18,737.2,25.433333333333334
2019-11-28 09:45:43,735.1,24.85
2019-11-28 09:47:24,734.6,24.26666666666667
2019-11-28 09:47:47,738.6,23.683333333333334
2019-11-28 09:48:11,737.3,23.1
2019-11-28 09:49:06,734.8,25.9
2019-11-28 09:49:29,735.5,24.4
2019-11-28 09:49:55,734.2,24.424999999999997
2019-11-28 09:50:46,735.0,24.45
2019-11-28 09:51:11,734.9,24.475
2019-11-28 09:51:34,734.9,24.5
2019-11-28 09:53:54,735.0,23.45
2019-11-28 09:56:05,737.1,22.4
2019-11-28 09:57:01,734.6,25.7
2019-11-28 09:57:27,739.9,25.442857142857143
2019-11-28 09:57:51,734.4,25.185714285714283
2019-11-28 09:58:13,734.8,24.928571428571427
2019-11-28 09:58:37,733.9,24.67142857142857
2019-11-28 09:59:25,735.0,24.414285714285715
2019-11-28 09:59:52,735.0,24.157142857142855
2019-11-28 10:00:15,741.9,23.9
2019-11-28 10:03:47,770.3,24.3
2019-11-28 10:05:04,775.8,24.116666666666667
2019-11-28 10:05:52,774.8,23.933333333333334
2019-11-28 10:07:10,770.9,23.75
2019-11-28 10:07:35,774.5,23.566666666666666
2019-11-28 10:07:57,773.6,23.383333333333333
2019-11-28 10:08:19,772.6,23.2
2019-11-28 10:08:43,771.1,23.5
2019-11-28 10:09:08,770.9,23.3
2019-11-28 10:10:00,770.8,23.4
2019-11-28 10:10:25,772.9,23.35
2019-11-28 10:10:49,771.0,23.3
2019-11-28 10:11:12,772.2,23.4
2019-11-28 10:11:36,771.1,24.1
2019-11-28 10:12:02,771.5,22.5
2019-11-28 10:12:26,771.0,23.7
2019-11-28 10:13:14,773.4,23.15
2019-11-28 10:13:38,770.6,22.6
2019-11-28 10:14:25,771.2,21.5
2019-11-28 10:14:48,770.8,20.4
2019-11-28 10:15:39,771.1,21.866666666666667
2019-11-28 10:17:46,774.7,23.333333333333332
2019-11-28 10:18:42,771.0,24.8
2019-11-28 10:20:28,773.4,24.080000000000002
2019-11-28 10:21:49,771.1,23.36
2019-11-28 10:23:38,775.7,22.64
2019-11-28 10:24:03,774.4,21.919999999999998
2019-11-28 10:24:50,774.0,21.2
2019-11-28 10:25:13,765.6,23.3
2019-11-28 10:26:02,699.2,22.2
2019-11-28 10:26:27,660.9,22.1
2019-11-28 10:26:52,627.1,22.4
2019-11-28 10:27:15,600.2,22.1
2019-11-28 10:27:40,571.3,22.4
2019-11-28 10:28:03,544.1,22.0
2019-11-28 10:28:27,515.9,22.1
2019-11-28 10:28:51,488.9,21.7
2019-11-28 10:29:14,461.8,21.3
2019-11-28 10:29:38,434.4,20.7
2019-11-28 10:30:01,408.1,19.8
