Tiempo,Escalas(m),Datos1(°)
2019-11-28 23:04:35,1692.4,-0.7
2019-11-28 23:08:33,1633.2,19.6
2019-11-28 23:12:10,1692.6,-0.9
2019-11-28 23:15:46,1692.5,-0.7
2019-11-28 23:17:53,1691.8,-0.7
2019-11-28 23:20:03,1691.5,-0.7
2019-11-28 23:22:29,1690.4,13.1
2019-11-28 23:24:55,1690.5,-0.1
2019-11-28 23:27:02,1690.4,-1.1
2019-11-28 23:28:50,1691.0,-2.1
2019-11-28 23:35:15,1691.3,-1.3
2019-11-28 23:37:22,1691.8,-0.7
2019-11-28 23:41:56,1690.9,0.6
2019-11-28 23:44:23,1749.3,85.0
2019-11-28 23:47:06,1462.9,169.4
2019-11-28 23:48:55,1506.8,60.5
2019-11-28 23:51:03,1691.6,2.7
2019-11-28 23:55:20,1691.4,-0.8
2019-11-28 23:57:45,1692.1,0.7
2019-11-28 01:00:28,2164.3,2.7250000000000005
2019-11-28 01:01:44,1738.2,4.750000000000001
2019-11-28 01:02:35,1737.5,6.775000000000001
2019-11-28 01:02:58,1739.4,8.8
2019-11-28 01:03:48,1736.2,9.350000000000001
2019-11-28 01:05:56,1733.8,9.9
2019-11-28 01:07:04,330.0,11.2
2019-11-28 01:07:47,776.0,12.5
