Tiempo,Escalas(m),Datos1(°)
2019-11-28 14:24:31,1699.4,10.742857142857144
2019-11-28 14:25:17,1699.2,10.5
2019-11-28 14:25:41,1699.2,10.1
2019-11-28 14:26:05,1699.1,24.75
2019-11-28 14:26:49,1604.9,39.4
2019-11-28 14:27:37,1699.3,21.9
2019-11-28 14:28:00,1698.6,4.4
2019-11-28 14:28:21,1697.8,10.2
2019-11-28 14:28:43,1696.1,16.0
2019-11-28 14:29:05,1695.8,12.7
2019-11-28 14:29:31,1694.9,10.7
2019-11-28 14:30:15,1695.1,8.7
2019-11-28 14:31:07,1043.0,7.533333333333333
2019-11-28 14:31:27,1025.0,6.366666666666666
