Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Estribor,06:08:26,---,---,---,---,---,---,
Estribor,06:08:53,---,---,---,---,---,---,
Estribor,06:09:19,703,4,18,8,---,---,
Estribor,06:09:48,---,---,---,---,---,---,
Estribor,06:10:11,699,6,---,---,---,---,
Estribor,06:10:34,699,9,---,---,---,---,
Estribor,06:10:57,699,9,24,8,---,---,
Estribor,06:11:22,699,6,---,---,---,---,
Estribor,06:11:52,---,---,---,---,---,---,
Estribor,06:12:20,---,---,---,---,---,---,
Estribor,06:12:47,701,9,---,---,---,---,
Estribor,06:13:12,699,3,31,4,---,---,
Estribor,06:13:36,702,0,29,3,---,---,
Estribor,06:14:04,699,1,32,0,---,---,
Estribor,06:14:29,698,7,32,0,---,---,
Estribor,06:14:57,---,---,---,---,---,---,
Estribor,06:15:21,699,2,33,7,---,---,
Estribor,06:15:49,699,2,---,---,---,---,
Estribor,06:16:15,---,---,---,---,---,---,
Estribor,06:16:39,699,9,---,---,---,---,
Estribor,06:17:04,699,5,29,4,---,---,
Estribor,06:17:29,700,1,---,---,---,---,
Estribor,06:17:52,699,2,29,6,---,---,
Estribor,06:18:17,699,6,29,9,---,---,
Estribor,06:18:47,---,---,---,---,---,---,
Estribor,06:19:09,699,4,30,2,---,---,
Estribor,06:19:39,---,---,---,---,---,---,
Estribor,06:20:04,699,4,30,8,---,---,
Estribor,06:20:35,---,---,---,---,---,---,
Estribor,06:21:03,---,---,---,---,---,---,
Estribor,06:21:28,699,7,---,---,---,---,
Estribor,06:21:52,700,2,28,0,---,---,
Estribor,06:22:21,---,---,---,---,---,---,
Estribor,06:22:47,---,---,---,---,---,---,
Estribor,06:23:14,---,---,---,---,---,---,
Estribor,06:23:42,---,---,---,---,---,---,
Estribor,06:24:08,---,---,---,---,---,---,
Estribor,06:24:33,---,---,---,---,---,---,
Estribor,06:24:59,701,1,26,1,---,---,
Estribor,06:25:24,699,6,27,7,---,---,
Estribor,06:25:48,699,5,28,1,---,---,
Estribor,06:26:16,699,3,---,---,---,---,
Estribor,06:26:42,---,---,---,---,---,---,
Estribor,06:27:06,699,8,---,---,---,---,
Estribor,06:27:30,699,5,29,3,---,---,
Estribor,06:27:55,699,5,---,---,---,---,
Estribor,06:28:18,700,7,---,---,---,---,
Estribor,06:28:44,---,---,---,---,---,---,
Estribor,06:29:10,699,5,---,---,---,---,
Estribor,06:29:37,---,---,---,---,---,---,
Estribor,06:30:03,---,---,---,---,---,---,
Estribor,06:30:28,700,1,27,4,---,---,
Estribor,06:30:54,700,1,27,6,---,---,
Estribor,06:31:21,700,6,26,9,---,---,
Estribor,06:31:50,---,---,---,---,---,---,
Estribor,06:32:17,---,---,---,---,---,---,
Estribor,06:32:44,---,---,---,---,---,---,
Estribor,06:33:10,699,8,---,---,---,---,
Estribor,06:33:32,701,8,25,8,---,---,
Estribor,06:34:02,---,---,---,---,---,---,
Estribor,06:34:26,701,6,---,---,---,---,
Estribor,06:34:50,699,9,27,2,---,---,
Estribor,06:35:17,699,0,---,---,---,---,
Estribor,06:35:44,---,---,---,---,---,---,
Estribor,06:36:08,703,4,25,9,---,---,
Estribor,06:36:33,699,3,27,3,---,---,
Estribor,06:36:59,700,0,27,7,---,---,
Estribor,06:37:27,---,---,---,---,---,---,
Estribor,06:37:55,---,---,---,---,---,---,
Estribor,06:38:21,---,---,---,---,---,---,
Estribor,06:38:49,---,---,---,---,---,---,
Estribor,06:39:17,---,---,---,---,---,---,
Estribor,06:39:45,---,---,---,---,---,---,
Estribor,06:40:10,700,5,---,---,---,---,
Estribor,06:40:38,---,---,---,---,---,---,
Estribor,06:41:06,---,---,---,---,---,---,
Estribor,06:41:31,---,---,---,---,---,---,
Estribor,06:41:57,706,0,---,---,---,---,
Estribor,06:42:25,---,---,---,---,---,---,
Estribor,06:42:51,---,---,---,---,---,---,
Estribor,06:43:16,---,---,---,---,---,---,
Estribor,06:43:43,701,3,---,---,---,---,
Estribor,06:44:08,699,7,25,9,---,---,
Estribor,06:44:32,700,2,25,1,---,---,
Estribor,06:45:00,---,---,---,---,---,---,
Estribor,06:45:26,699,2,---,---,---,---,
Estribor,06:45:50,700,0,25,8,---,---,
Estribor,06:46:20,---,---,---,---,---,---,
Estribor,06:46:46,---,---,---,---,---,---,
Estribor,06:47:14,---,---,---,---,---,---,
Estribor,06:47:41,---,---,---,---,---,---,
Estribor,06:48:06,---,---,---,---,---,---,
Estribor,06:48:34,---,---,---,---,---,---,
Estribor,06:49:00,700,4,25,2,---,---,
Estribor,06:49:25,705,1,---,---,---,---,
Estribor,06:49:54,---,---,---,---,---,---,
Estribor,06:50:22,---,---,---,---,---,---,
Estribor,06:50:50,---,---,---,---,---,---,
Estribor,06:51:19,---,---,---,---,---,---,
Estribor,06:51:47,---,---,---,---,---,---,
Estribor,06:52:15,---,---,---,---,---,---,
Estribor,06:52:42,---,---,---,---,---,---,
Estribor,06:53:06,702,1,25,6,---,---,
Estribor,06:53:38,---,---,---,---,---,---,
Estribor,06:54:03,700,6,---,---,---,---,
Estribor,06:54:28,700,4,27,0,---,---,
Estribor,06:54:58,---,---,---,---,---,---,
Estribor,06:55:26,---,---,---,---,---,---,
Estribor,06:55:53,---,---,---,---,---,---,
Estribor,06:56:20,---,---,---,---,---,---,
Estribor,06:56:49,---,---,---,---,---,---,
Estribor,06:57:17,---,---,---,---,---,---,
Estribor,06:57:44,---,---,---,---,---,---,
Estribor,06:58:11,---,---,---,---,---,---,
Estribor,06:58:39,---,---,---,---,---,---,
Estribor,06:59:07,---,---,---,---,---,---,
Estribor,06:59:32,712,0,27,4,---,---,
Estribor,07:00:00,718,3,30,4,---,---,
Estribor,07:00:28,---,---,---,---,---,---,
Estribor,07:00:56,---,---,---,---,---,---,
Estribor,07:01:22,---,---,---,---,---,---,
Estribor,07:01:45,727,3,28,5,---,---,
Estribor,07:02:11,726,9,28,4,---,---,
