Code,Tiempo,Escalas(m),Datos1(°C),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Starboard Temperature,14:47:51,1695,7,10,6,---,---,
Starboard Temperature,14:48:28,1695,8,10,6,---,---,
Starboard Temperature,14:49:05,1696,1,10,6,---,---,
Starboard Temperature,14:49:42,1696,3,10,6,---,---,
Starboard Temperature,14:50:20,1696,5,10,6,---,---,
Starboard Temperature,14:50:56,1696,2,10,6,---,---,
Starboard Temperature,14:51:34,1696,2,10,6,---,---,
Starboard Temperature,14:52:11,1696,2,10,6,---,---,
Starboard Temperature,14:52:49,1696,2,10,6,---,---,
Starboard Temperature,14:53:25,1696,2,10,6,---,---,
Starboard Temperature,14:54:02,1696,0,10,6,---,---,
Starboard Temperature,14:54:39,1696,6,10,6,---,---,
Starboard Temperature,14:55:16,1695,7,10,6,---,---,
Starboard Temperature,14:55:53,1695,7,10,6,---,---,
Starboard Temperature,14:56:30,1696,2,10,6,---,---,
Starboard Temperature,14:57:07,1695,2,10,6,---,---,
Starboard Temperature,14:57:44,1694,9,10,6,---,---,
Starboard Temperature,14:58:22,---,-1,6,---,---,---,
Starboard Temperature,14:59:03,---,---,---,---,---,---,
Starboard Temperature,14:59:39,1694,6,10,6,---,---,
Starboard Temperature,15:00:19,---,---,---,---,---,---,
Starboard Temperature,15:00:57,1694,6,10,6,---,---,
Starboard Temperature,15:01:34,1695,0,10,6,---,---,
Starboard Temperature,15:02:13,1695,5,10,6,---,---,
Starboard Temperature,15:02:52,1695,3,10,6,---,---,
Starboard Temperature,15:03:29,1695,7,10,6,---,---,
Starboard Temperature,15:04:06,1695,9,10,6,---,---,
Starboard Temperature,15:04:45,1682,0,---,---,---,---,
Starboard Temperature,15:05:26,---,---,---,---,---,---,
Starboard Temperature,16:22:30,698,7,20,6,---,---,
Starboard Temperature,16:23:07,---,20,1,---,---,---,
Starboard Temperature,16:23:46,1028,5,---,---,---,---,
Starboard Temperature,16:24:27,---,---,---,---,---,---,
Starboard Temperature,16:25:05,---,18,5,---,---,---,
Starboard Temperature,16:25:42,1555,2,18,1,---,---,
Starboard Temperature,16:26:24,---,17,5,---,---,---,
Starboard Temperature,16:27:06,---,---,---,---,---,---,
Starboard Temperature,16:27:47,1729,5,---,---,---,---,
Starboard Temperature,16:28:30,---,---,---,---,---,---,
Starboard Temperature,16:29:11,1736,1,---,---,---,---,
Starboard Temperature,16:29:52,---,---,---,---,---,---,
Starboard Temperature,16:30:35,---,---,---,---,---,---,
Starboard Temperature,16:31:17,1737,7,---,---,---,---,
Starboard Temperature,16:32:01,---,---,---,---,---,---,
Starboard Temperature,16:32:42,---,---,---,---,---,---,
Starboard Temperature,16:33:25,---,---,---,---,---,---,
Starboard Temperature,16:34:05,---,---,---,---,---,---,
Starboard Temperature,16:34:45,---,---,---,---,---,---,
Starboard Temperature,16:35:26,---,---,---,---,---,---,
Starboard Temperature,16:36:06,1736,1,13,8,---,---,
Starboard Temperature,16:36:48,---,---,---,---,---,---,
Starboard Temperature,16:37:29,1735,9,13,6,---,---,
Starboard Temperature,16:38:10,---,---,---,---,---,---,
Starboard Temperature,16:38:53,---,---,---,---,---,---,
Starboard Temperature,16:39:37,---,---,---,---,---,---,
Starboard Temperature,16:40:18,1732,2,12,8,---,---,
Starboard Temperature,16:41:01,---,---,---,---,---,---,
Starboard Temperature,16:41:45,---,---,---,---,---,---,
Starboard Temperature,16:42:26,---,---,---,---,---,---,
Starboard Temperature,16:43:08,1736,4,12,4,---,---,
Starboard Temperature,16:43:50,1737,5,12,4,---,---,
Starboard Temperature,16:44:28,1738,1,12,4,---,---,
Starboard Temperature,16:45:05,1738,8,12,3,---,---,
Starboard Temperature,16:45:44,1739,0,12,3,---,---,
Starboard Temperature,16:46:21,1739,5,12,1,---,---,
Starboard Temperature,16:47:00,1740,1,12,1,---,---,
Starboard Temperature,16:47:36,1739,7,12,1,---,---,
Starboard Temperature,16:48:17,---,---,---,---,---,---,
Starboard Temperature,16:48:53,1740,2,12,0,---,---,
Starboard Temperature,16:49:30,1740,9,11,9,---,---,
Starboard Temperature,16:50:09,1740,5,11,9,---,---,
Starboard Temperature,16:50:49,---,---,---,---,---,---,
Starboard Temperature,16:51:27,---,---,---,---,---,---,
Starboard Temperature,16:52:04,1740,7,11,7,---,---,
Starboard Temperature,16:52:43,---,---,---,---,---,---,
Starboard Temperature,16:53:21,1740,2,11,6,---,---,
Starboard Temperature,16:54:01,---,---,---,---,---,---,
Starboard Temperature,16:54:37,1739,5,11,6,---,---,
Starboard Temperature,16:55:16,1739,7,11,6,---,---,
Starboard Temperature,16:55:54,1739,3,11,5,---,---,
Starboard Temperature,16:56:34,1739,3,11,5,---,---,
Starboard Temperature,16:57:13,---,---,---,---,---,---,
Starboard Temperature,16:57:53,1739,6,11,4,---,---,
Starboard Temperature,16:58:31,1739,3,11,4,---,---,
Starboard Temperature,16:59:08,1739,4,11,4,---,---,
Starboard Temperature,16:59:46,1739,6,11,3,---,---,
Starboard Temperature,17:00:23,1739,7,11,3,---,---,
Starboard Temperature,17:01:02,---,---,---,---,---,---,
Starboard Temperature,17:01:39,1740,4,11,3,---,---,
Starboard Temperature,17:02:17,1740,2,11,3,---,---,
Starboard Temperature,17:02:54,1740,5,11,3,---,---,
Starboard Temperature,17:03:32,1740,5,11,3,---,---,
Starboard Temperature,17:04:09,1740,3,11,2,---,---,
Starboard Temperature,17:04:46,1740,1,11,2,---,---,
Starboard Temperature,17:05:23,1739,9,11,2,---,---,
Starboard Temperature,17:06:00,1740,1,11,1,---,---,
Starboard Temperature,17:06:37,1740,4,11,1,---,---,
Starboard Temperature,17:07:14,1739,9,11,1,---,---,
Starboard Temperature,17:07:51,1739,8,11,1,---,---,
Starboard Temperature,17:08:28,1739,6,11,1,---,---,
Starboard Temperature,17:09:05,1739,7,11,1,---,---,
Starboard Temperature,17:09:42,1739,7,11,1,---,---,
Starboard Temperature,17:10:19,1739,4,11,1,---,---,
Starboard Temperature,17:10:57,1739,5,11,0,---,---,
Starboard Temperature,17:11:36,1739,9,11,0,---,---,
Starboard Temperature,17:12:14,1739,5,10,9,---,---,
Starboard Temperature,17:12:51,1739,7,11,0,---,---,
Starboard Temperature,17:13:28,1739,4,10,9,---,---,
Starboard Temperature,17:14:05,1739,3,11,0,---,---,
Starboard Temperature,17:14:42,1739,0,10,9,---,---,
Starboard Temperature,17:15:19,1739,0,10,9,---,---,
Starboard Temperature,17:15:56,1738,9,10,9,---,---,
Starboard Temperature,17:16:33,1738,7,10,9,---,---,
Starboard Temperature,17:17:10,1738,8,14,2,---,---,
Starboard Temperature,17:17:47,1739,2,10,9,---,---,
Starboard Temperature,17:18:24,1739,2,10,8,---,---,
Starboard Temperature,17:19:00,1739,5,10,8,---,---,
Starboard Temperature,17:19:39,1739,8,10,8,---,---,
Starboard Temperature,17:20:17,1740,1,10,8,---,---,
Starboard Temperature,17:20:54,1740,1,10,8,---,---,
Starboard Temperature,17:21:32,1740,4,10,8,---,---,
Starboard Temperature,17:22:10,1740,5,10,8,---,---,
Starboard Temperature,17:22:48,1740,7,10,7,---,---,
Starboard Temperature,17:23:26,1740,9,10,8,---,---,
Starboard Temperature,17:24:03,1741,2,10,7,---,---,
Starboard Temperature,17:24:41,1741,3,10,7,---,---,
Starboard Temperature,17:25:19,1741,7,10,7,---,---,
Starboard Temperature,17:25:56,1741,4,10,7,---,---,
Starboard Temperature,17:26:34,1741,2,10,6,---,---,
Starboard Temperature,17:27:12,1741,5,10,6,---,---,
Starboard Temperature,17:27:49,1741,1,10,7,---,---,
Starboard Temperature,17:28:27,1742,1,10,6,---,---,
Starboard Temperature,17:29:05,1741,5,10,6,---,---,
Starboard Temperature,17:29:43,1741,4,10,6,---,---,
Starboard Temperature,17:30:22,1742,1,10,6,---,---,
Starboard Temperature,17:31:00,1741,4,10,6,---,---,
Starboard Temperature,17:31:37,1741,6,10,6,---,---,
Starboard Temperature,17:32:15,1741,6,10,6,---,---,
Starboard Temperature,17:32:53,1741,8,10,6,---,---,
Starboard Temperature,17:33:30,1741,7,10,6,---,---,
Starboard Temperature,17:34:08,1741,3,10,6,---,---,
Starboard Temperature,17:34:45,1741,1,10,5,---,---,
Starboard Temperature,17:35:22,1740,7,10,5,---,---,
Starboard Temperature,17:36:03,1740,7,10,5,---,---,
Starboard Temperature,17:36:43,---,---,---,---,---,---,
Starboard Temperature,17:37:24,---,---,---,---,---,---,
Starboard Temperature,17:38:05,1740,0,10,4,---,---,
Starboard Temperature,17:38:46,1740,2,10,4,---,---,
Starboard Temperature,17:39:25,---,---,---,---,---,---,
Starboard Temperature,17:40:04,1739,4,10,4,---,---,
Starboard Temperature,17:40:42,1739,2,10,4,---,---,
Starboard Temperature,17:41:20,1739,6,10,4,---,---,
Starboard Temperature,17:41:59,1739,1,10,4,---,---,
Starboard Temperature,17:42:39,1739,1,10,4,---,---,
Starboard Temperature,17:43:16,1739,3,10,4,---,---,
Starboard Temperature,17:43:57,---,---,---,---,---,---,
Starboard Temperature,17:44:33,1740,0,10,4,---,---,
Starboard Temperature,17:45:10,1740,1,10,4,---,---,
Starboard Temperature,17:45:47,1740,6,10,5,---,---,
Starboard Temperature,17:46:24,1740,1,10,4,---,---,
Starboard Temperature,17:47:04,1740,2,10,5,---,---,
Starboard Temperature,17:47:43,---,---,---,---,---,---,
Starboard Temperature,17:48:21,1740,9,10,4,---,---,
Starboard Temperature,17:48:59,1739,9,10,4,---,---,
Starboard Temperature,17:49:36,1740,5,10,4,---,---,
Starboard Temperature,17:50:13,1739,5,10,5,---,---,
Starboard Temperature,17:50:51,1739,1,10,4,---,---,
Starboard Temperature,17:51:30,1739,5,10,4,---,---,
Starboard Temperature,17:52:09,1739,1,10,5,---,---,
Starboard Temperature,17:52:48,1739,1,10,4,---,---,
Starboard Temperature,17:53:29,1738,6,10,5,---,---,
Starboard Temperature,17:54:09,1738,2,10,5,---,---,
Starboard Temperature,17:54:47,1738,4,10,4,---,---,
Starboard Temperature,17:55:26,1738,3,10,4,---,---,
Starboard Temperature,17:56:06,---,---,---,---,---,---,
Starboard Temperature,17:56:46,1738,1,10,4,---,---,
Starboard Temperature,17:57:27,1738,2,10,4,---,---,
Starboard Temperature,17:58:09,1738,2,10,4,---,---,
Starboard Temperature,17:58:51,1738,8,10,4,---,---,
Starboard Temperature,17:59:29,1738,3,10,5,---,---,
Starboard Temperature,18:00:14,---,---,---,---,---,---,
Starboard Temperature,18:00:57,---,---,---,---,---,---,
Starboard Temperature,18:01:41,---,---,---,---,---,---,
Starboard Temperature,18:02:24,---,---,---,---,---,---,
Starboard Temperature,18:03:08,---,---,---,---,---,---,
Starboard Temperature,18:03:50,---,---,---,---,---,---,
Starboard Temperature,18:04:33,---,---,---,---,---,---,
Starboard Temperature,18:05:10,1738,7,10,4,---,---,
Starboard Temperature,18:05:48,1739,0,10,6,---,---,
Starboard Temperature,18:06:27,1738,1,10,7,---,---,
Starboard Temperature,18:07:09,---,---,---,---,---,---,
Starboard Temperature,18:07:49,---,---,---,---,---,---,
Starboard Temperature,18:08:26,1738,7,10,5,---,---,
Starboard Temperature,18:09:07,---,---,---,---,---,---,
Starboard Temperature,18:09:49,1738,0,10,5,---,---,
Starboard Temperature,18:10:29,1738,4,10,5,---,---,
Starboard Temperature,18:11:09,1737,5,10,5,---,---,
Starboard Temperature,18:11:50,---,---,---,---,---,---,
Starboard Temperature,18:12:28,1737,5,10,5,---,---,
Starboard Temperature,18:13:08,1736,7,10,5,---,---,
Starboard Temperature,18:13:45,1738,0,10,5,---,---,
Starboard Temperature,18:14:25,1737,9,10,4,---,---,
Starboard Temperature,18:15:06,1738,4,10,4,---,---,
Starboard Temperature,18:15:44,1738,3,10,4,---,---,
Starboard Temperature,18:16:22,1737,9,10,4,---,---,
Starboard Temperature,18:17:00,1737,9,10,4,---,---,
Starboard Temperature,18:17:37,1738,3,10,4,---,---,
Starboard Temperature,18:18:14,1738,6,10,4,---,---,
Starboard Temperature,18:18:51,1738,5,10,4,---,---,
Starboard Temperature,18:19:28,1738,9,10,4,---,---,
Starboard Temperature,18:20:05,1739,0,10,6,---,---,
Starboard Temperature,18:20:42,1738,7,10,4,---,---,
Starboard Temperature,18:21:19,1738,9,10,4,---,---,
Starboard Temperature,18:21:56,1739,4,10,4,---,---,
Starboard Temperature,18:22:33,1739,4,10,5,---,---,
Starboard Temperature,18:23:09,1739,3,10,5,---,---,
Starboard Temperature,18:23:46,1739,6,10,5,---,---,
Starboard Temperature,18:24:23,1739,7,10,4,---,---,
Starboard Temperature,18:25:00,1740,3,10,5,---,---,
Starboard Temperature,18:25:37,1739,8,10,4,---,---,
Starboard Temperature,18:26:14,1739,9,10,5,---,---,
Starboard Temperature,18:26:51,1740,4,10,5,---,---,
Starboard Temperature,18:27:28,1740,1,10,5,---,---,
Starboard Temperature,18:28:05,1740,0,10,4,---,---,
Starboard Temperature,18:28:43,1740,0,10,5,---,---,
Starboard Temperature,18:29:20,1740,6,10,5,---,---,
Starboard Temperature,18:29:57,1740,2,10,5,---,---,
Starboard Temperature,18:30:34,1739,9,10,5,---,---,
Starboard Temperature,18:31:11,1739,8,10,5,---,---,
Starboard Temperature,18:34:00,---,---,---,---,---,---,
Starboard Temperature,18:37:28,1739,6,10,5,---,---,
Starboard Temperature,18:41:16,1739,7,10,4,---,---,
Starboard Temperature,18:45:03,1739,5,10,5,---,---,
Starboard Temperature,18:48:17,---,---,---,---,---,---,
Starboard Temperature,18:51:27,1739,0,10,5,---,---,
Starboard Temperature,18:55:15,1739,8,10,4,---,---,
Starboard Temperature,18:58:47,---,---,---,---,---,---,
Starboard Temperature,19:01:39,1738,4,10,5,---,---,
Starboard Temperature,19:04:35,---,---,---,---,---,---,
Starboard Temperature,19:07:45,1738,7,10,5,---,---,
Starboard Temperature,19:11:33,1738,6,10,4,---,---,
Starboard Temperature,19:15:20,1738,6,10,5,---,---,
Starboard Temperature,19:19:08,1738,4,10,5,---,---,
Starboard Temperature,19:22:56,1738,9,10,5,---,---,
Starboard Temperature,19:26:44,1739,8,10,5,---,---,
Starboard Temperature,19:30:31,1740,4,10,4,---,---,
Starboard Temperature,19:34:19,1740,2,10,4,---,---,
Starboard Temperature,19:38:06,1740,5,10,4,---,---,
Starboard Temperature,19:41:54,1740,6,10,4,---,---,
Starboard Temperature,19:45:42,1739,6,10,4,---,---,
Starboard Temperature,19:49:31,---,---,---,---,---,---,
Starboard Temperature,19:52:59,1739,6,10,4,---,---,
Starboard Temperature,19:56:47,1740,2,10,3,---,---,
Starboard Temperature,20:00:34,1741,1,10,4,---,---,
Starboard Temperature,20:04:22,1740,7,10,3,---,---,
Starboard Temperature,20:08:10,1740,9,10,3,---,---,
Starboard Temperature,20:11:42,---,---,---,---,---,---,
Starboard Temperature,20:14:53,---,---,---,---,---,---,
Starboard Temperature,20:17:46,1740,0,10,4,---,---,
Starboard Temperature,20:20:58,1740,2,10,3,---,---,
Starboard Temperature,20:24:27,1740,4,10,3,---,---,
Starboard Temperature,20:27:22,1740,4,10,3,---,---,
Starboard Temperature,20:30:16,1741,8,10,2,---,---,
Starboard Temperature,20:34:04,1741,1,10,2,---,---,
Starboard Temperature,20:37:33,1740,9,10,3,---,---,
Starboard Temperature,20:41:21,1741,0,10,3,---,---,
Starboard Temperature,20:45:09,1740,9,10,3,---,---,
Starboard Temperature,20:48:56,1741,0,10,2,---,---,
Starboard Temperature,20:52:44,1741,2,10,3,---,---,
Starboard Temperature,20:56:32,1741,0,10,3,---,---,
Starboard Temperature,21:00:20,1741,1,10,2,---,---,
Starboard Temperature,21:04:07,1741,5,10,2,---,---,
Starboard Temperature,21:07:55,1741,3,10,3,---,---,
Starboard Temperature,21:11:43,1741,1,10,3,---,---,
Starboard Temperature,21:15:30,1740,9,10,3,---,---,
Starboard Temperature,21:19:18,1741,0,10,3,---,---,
Starboard Temperature,21:23:06,1740,7,10,2,---,---,
Starboard Temperature,21:26:53,1740,7,10,2,---,---,
Starboard Temperature,21:30:41,1740,8,10,3,---,---,
Starboard Temperature,21:34:29,1741,1,10,2,---,---,
Starboard Temperature,21:38:16,1740,9,10,2,---,---,
Starboard Temperature,21:42:04,1741,1,10,3,---,---,
Starboard Temperature,21:45:52,1741,2,10,3,---,---,
Starboard Temperature,21:49:39,1741,4,10,2,---,---,
Starboard Temperature,21:53:27,1741,2,10,3,---,---,
Starboard Temperature,21:57:15,1740,6,10,3,---,---,
Starboard Temperature,22:01:02,1740,6,10,3,---,---,
Starboard Temperature,22:04:50,1741,3,10,3,---,---,
Starboard Temperature,22:08:38,1741,4,10,3,---,---,
Starboard Temperature,22:12:26,1740,4,10,3,---,---,
Starboard Temperature,22:16:13,1740,1,10,4,---,---,
Starboard Temperature,22:20:01,1739,9,10,4,---,---,
Starboard Temperature,22:23:49,1740,2,10,7,---,---,
Starboard Temperature,22:27:36,1740,4,10,4,---,---,
Starboard Temperature,22:31:24,1740,3,10,4,---,---,
Starboard Temperature,22:34:54,1740,4,10,5,---,---,
Starboard Temperature,22:38:42,1740,1,10,4,---,---,
Starboard Temperature,22:42:29,1740,6,10,4,---,---,
Starboard Temperature,22:46:17,1740,8,10,4,---,---,
Starboard Temperature,22:50:05,1741,1,10,4,---,---,
Starboard Temperature,22:53:52,1741,1,10,4,---,---,
Starboard Temperature,22:57:22,1740,7,10,4,---,---,
Starboard Temperature,23:01:10,1740,6,10,4,---,---,
Starboard Temperature,23:04:57,1740,2,10,4,---,---,
Starboard Temperature,23:08:45,1740,2,10,3,---,---,
Starboard Temperature,23:12:33,1740,2,10,3,---,---,
Starboard Temperature,23:16:20,1740,5,10,3,---,---,
Starboard Temperature,23:20:08,1741,5,10,3,---,---,
Starboard Temperature,23:23:56,1741,6,10,3,---,---,
Starboard Temperature,23:27:44,1741,3,10,3,---,---,
Starboard Temperature,23:31:31,1740,9,10,3,---,---,
Starboard Temperature,23:35:19,1741,1,10,3,---,---,
Starboard Temperature,23:39:09,---,---,---,---,---,---,
Starboard Temperature,23:42:37,1740,8,10,3,---,---,
Starboard Temperature,23:46:24,1740,9,10,3,---,---,
Starboard Temperature,23:49:56,---,---,---,---,---,---,
Starboard Temperature,23:53:24,1740,8,10,3,---,---,
Starboard Temperature,23:57:12,1741,1,10,3,---,---,
Starboard Temperature,00:00:59,1740,6,10,3,---,---,
Starboard Temperature,00:04:47,1740,3,10,2,---,---,
Starboard Temperature,00:08:35,1740,7,10,3,---,---,
Starboard Temperature,00:12:22,1740,6,10,2,---,---,
Starboard Temperature,00:16:11,1740,0,---,---,---,---,
Starboard Temperature,00:19:40,1739,6,10,3,---,---,
Starboard Temperature,00:23:28,1739,4,10,3,---,---,
Starboard Temperature,00:27:15,1740,2,10,3,---,---,
Starboard Temperature,00:31:03,1740,6,10,3,---,---,
Starboard Temperature,00:34:51,1740,7,10,3,---,---,
Starboard Temperature,00:38:38,1739,8,10,3,---,---,
Starboard Temperature,00:42:26,1739,8,10,3,---,---,
Starboard Temperature,00:46:14,1740,1,10,3,---,---,
Starboard Temperature,00:50:02,1739,5,10,3,---,---,
Starboard Temperature,00:53:49,1739,9,10,3,---,---,
Starboard Temperature,00:57:37,1740,4,10,3,---,---,
Starboard Temperature,01:01:25,1740,3,10,3,---,---,
Starboard Temperature,01:05:12,1740,1,10,3,---,---,
Starboard Temperature,01:09:00,1740,4,10,3,---,---,
Starboard Temperature,01:12:48,1740,1,10,4,---,---,
Starboard Temperature,01:16:35,1739,9,10,4,---,---,
Starboard Temperature,01:20:23,1739,8,10,4,---,---,
Starboard Temperature,01:24:11,1740,1,10,4,---,---,
Starboard Temperature,01:27:58,1740,3,10,4,---,---,
Starboard Temperature,01:31:46,1740,9,10,4,---,---,
Starboard Temperature,01:35:34,1740,7,10,4,---,---,
Starboard Temperature,01:39:21,1740,5,10,4,---,---,
