Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,14:15:19,---,---,---,---,---,---,
Capturas 1,14:15:46,---,---,---,---,---,---,
Capturas 1,14:16:07,945,9,---,---,---,---,
Capturas 1,14:16:32,945,1,---,---,---,---,
Capturas 1,14:16:59,---,---,---,---,---,---,
Capturas 1,14:17:18,960,3,Off,---,---,---,
Capturas 1,14:17:48,966,2,---,---,---,---,
Capturas 1,14:18:14,975,6,Off,---,---,---,
Capturas 1,14:18:43,983,0,---,---,---,---,
Capturas 1,14:19:06,---,---,---,---,---,---,
Capturas 1,14:19:31,983,3,---,---,---,---,
Capturas 1,14:19:58,---,---,---,---,---,---,
Capturas 1,14:20:21,---,---,---,---,---,---,
Capturas 1,14:20:46,---,---,---,---,---,---,
Capturas 1,14:21:09,---,---,---,---,---,---,
Capturas 1,14:21:37,---,---,---,---,---,---,
Capturas 1,14:22:01,---,---,---,---,---,---,
Capturas 1,14:22:22,984,2,---,---,---,---,
Capturas 1,14:22:47,---,---,---,---,---,---,
Capturas 1,14:23:10,981,8,---,---,---,---,
Capturas 1,14:23:36,---,---,---,---,---,---,
Capturas 1,14:23:57,983,8,---,---,---,---,
Capturas 1,14:24:19,982,6,Off,---,---,---,
Capturas 1,14:24:48,---,---,---,---,---,---,
Capturas 1,14:25:14,---,---,---,---,---,---,
Capturas 1,14:25:39,---,---,---,---,---,---,
Capturas 1,14:26:00,981,8,Off,---,---,---,
Capturas 1,14:26:28,---,---,---,---,---,---,
Capturas 1,14:26:54,983,6,Off,---,---,---,
Capturas 1,14:27:22,---,---,---,---,---,---,
Capturas 1,14:27:50,---,---,---,---,---,---,
Capturas 1,14:28:13,986,2,---,---,---,---,
Capturas 1,14:28:39,---,---,---,---,---,---,
Capturas 1,14:29:06,---,---,---,---,---,---,
Capturas 1,14:29:27,982,2,---,---,---,---,
Capturas 1,14:29:50,---,---,---,---,---,---,
Capturas 1,14:30:11,982,1,Off,---,---,---,
Capturas 1,14:30:39,---,---,---,---,---,---,
Capturas 1,14:30:59,984,6,---,---,---,---,
Capturas 1,14:31:25,---,---,---,---,---,---,
Capturas 1,14:31:48,---,---,---,---,---,---,
Capturas 1,14:32:14,---,---,---,---,---,---,
Capturas 1,14:32:40,---,---,---,---,---,---,
Capturas 1,14:33:05,981,2,---,---,---,---,
Capturas 1,14:33:28,---,---,---,---,---,---,
Capturas 1,14:33:54,---,---,---,---,---,---,
Capturas 1,14:34:15,982,9,Off,---,---,---,
Capturas 1,14:34:45,---,---,---,---,---,---,
Capturas 1,14:35:09,---,---,---,---,---,---,
Capturas 1,14:35:29,982,8,Off,---,---,---,
Capturas 1,14:35:52,981,9,Off,---,---,---,
Capturas 1,14:36:18,---,---,---,---,---,---,
Capturas 1,14:36:42,---,---,---,---,---,---,
Capturas 1,14:37:04,981,6,Off,---,---,---,
Capturas 1,14:37:30,---,---,---,---,---,---,
Capturas 1,14:37:53,978,8,---,---,---,---,
Capturas 1,14:38:16,983,7,---,---,---,---,
Capturas 1,14:38:37,982,1,Off,---,---,---,
Capturas 1,14:39:02,980,3,Off,---,---,---,
Capturas 1,14:39:26,980,4,---,---,---,---,
Capturas 1,14:39:49,979,9,Off,---,---,---,
Capturas 1,14:40:13,981,1,Off,---,---,---,
Capturas 1,14:40:37,980,7,---,---,---,---,
Capturas 1,14:41:00,981,1,---,---,---,---,
Capturas 1,14:41:22,980,1,Off,---,---,---,
Capturas 1,14:41:48,979,7,---,---,---,---,
Capturas 1,14:42:12,978,5,Off,---,---,---,
Capturas 1,14:42:37,979,4,---,---,---,---,
Capturas 1,14:43:03,---,---,---,---,---,---,
Capturas 1,14:43:25,974,9,Off,---,---,---,
Capturas 1,14:43:51,---,---,---,---,---,---,
Capturas 1,14:44:14,975,0,---,---,---,---,
Capturas 1,14:44:38,974,3,Off,---,---,---,
Capturas 1,14:45:01,974,8,---,---,---,---,
