,Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Starboard Door Heel,Datos1(°)Starboard Door Heel,Escalas(m)Estribor,Datos1(Fa)Estribor,Escalas(m)Capturas 1,Datos1()Capturas 1
0,2019-11-14 08:44:00,760.7166666666667,49.1611111111111,768.7,39.69,762.3666666666667,9.429365079365075,899.6125000000003,0.0
1,2019-11-14 08:48:00,771.8000000000002,53.24814814814815,771.3000000000002,52.29375,773.3888888888888,32.292857142857144,910.125,0.0
2,2019-11-14 08:52:00,772.4499999999998,55.8375,770.9749999999998,47.28125,772.0749999999998,34.724999999999994,910.1714285714287,0.0
3,2019-11-14 08:56:00,771.2999999999997,56.20625,770.6166666666667,47.46666666666667,771.3499999999998,33.224999999999994,910.425,0.0
4,2019-11-14 09:00:00,772.0875,53.36822916666666,771.0500000000002,48.20625,772.4285714285713,32.42857142857143,913.0,0.0
5,2019-11-14 09:04:00,772.6222222222221,50.72962962962964,772.4428571428571,53.78571428571429,772.78,32.37333333333333,912.6222222222225,0.0
6,2019-11-14 09:08:00,772.6333333333333,52.4,771.5571428571428,46.39642857142857,773.375,31.14583333333333,912.342857142857,0.0
7,2019-11-14 09:12:00,772.0166666666668,53.25833333333333,771.46,51.24166666666667,772.7857142857144,32.65,911.22,0.0
8,2019-11-14 09:16:00,772.24,52.33333333333334,771.2888888888887,49.690740740740736,772.4222222222221,32.550000000000004,911.2875,0.0
9,2019-11-14 09:20:00,772.0500000000002,50.97222222222222,771.3000000000002,49.3,772.8555555555556,32.42222222222223,911.1124999999997,0.0
10,2019-11-14 09:24:00,772.9599999999998,55.2,771.3166666666667,49.65,772.8,32.515,912.511111111111,0.0
11,2019-11-14 09:28:00,773.3125,52.18281249999999,771.5,46.95833333333334,772.9333333333333,32.225,912.725,0.0
12,2019-11-14 09:32:00,772.2,54.17613636363637,771.6375,44.36874999999999,773.18,31.03,911.6222222222225,0.0
13,2019-11-14 09:36:00,772.5333333333333,51.57166666666666,771.975,44.0875,773.8333333333335,30.649999999999995,911.93,0.0
14,2019-11-14 09:40:00,773.0833333333335,53.61333333333334,772.0777777777779,45.32222222222222,773.257142857143,30.271428571428572,913.4,0.0
15,2019-11-14 09:44:00,772.8857142857142,56.82,772.5600000000002,45.26000000000001,773.6555555555556,30.055555555555557,914.26,0.0
16,2019-11-14 09:48:00,773.5111111111113,56.1,771.825,48.7625,773.8444444444444,29.488888888888887,913.311111111111,0.0
17,2019-11-14 09:52:00,772.58,52.19,771.6999999999998,46.69166666666667,773.075,30.375,912.6,0.0
18,2019-11-14 09:56:00,772.86,50.1,771.8666666666667,46.37777777777778,772.9142857142857,29.9,912.75,0.0
19,2019-11-14 10:00:00,772.411111111111,52.55,771.757142857143,50.99714285714286,773.8666666666666,29.240740740740748,912.4833333333332,0.0
20,2019-11-14 10:04:00,772.9200000000002,54.55,772.2,43.64625,774.0799999999998,26.826666666666664,913.1285714285713,0.0
21,2019-11-14 10:08:00,773.0285714285714,55.468367346938784,772.0,46.72000000000001,772.8,31.283333333333324,913.26,0.0
22,2019-11-14 10:12:00,772.275,56.75,772.0714285714287,47.07142857142857,772.7624999999998,30.54583333333333,913.575,0.0
23,2019-11-14 10:16:00,772.9857142857144,54.26994434137291,772.8857142857142,45.64285714285714,774.7750000000002,28.025,914.58,0.0
24,2019-11-14 10:20:00,677.2428571428571,47.09090909090909,701.2666666666668,41.47581699346404,687.9499999999998,27.0375,843.8888888888887,0.0
