Code,Tiempo,Escalas(m),Datos1(°),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Starboard Door Heel,06:33:22,---,---,---,---,---,---,
Starboard Door Heel,06:33:46,797,8,49,0,---,---,
Starboard Door Heel,06:34:13,---,---,---,---,---,---,
Starboard Door Heel,06:34:38,---,---,---,---,---,---,
Starboard Door Heel,06:35:04,---,---,---,---,---,---,
Starboard Door Heel,06:35:32,---,---,---,---,---,---,
Starboard Door Heel,06:35:56,797,8,53,1,---,---,
Starboard Door Heel,06:36:22,795,1,52,5,---,---,
Starboard Door Heel,06:36:49,---,---,---,---,---,---,
Starboard Door Heel,06:37:17,---,---,---,---,---,---,
Starboard Door Heel,06:37:41,794,4,---,---,---,---,
Starboard Door Heel,06:38:03,795,4,47,9,---,---,
Starboard Door Heel,06:38:33,---,---,---,---,---,---,
Starboard Door Heel,06:38:56,795,4,50,0,---,---,
Starboard Door Heel,06:39:27,---,---,---,---,---,---,
Starboard Door Heel,06:39:54,---,---,---,---,---,---,
Starboard Door Heel,06:40:19,796,0,---,---,---,---,
Starboard Door Heel,06:40:43,795,9,42,1,---,---,
Starboard Door Heel,06:41:08,799,5,40,7,---,---,
Starboard Door Heel,06:41:34,796,5,---,---,---,---,
Starboard Door Heel,06:42:02,---,---,---,---,---,---,
Starboard Door Heel,06:42:27,---,---,---,---,---,---,
Starboard Door Heel,06:42:52,---,---,---,---,---,---,
Starboard Door Heel,06:43:19,---,---,---,---,---,---,
Starboard Door Heel,06:43:43,795,4,---,---,---,---,
Starboard Door Heel,06:44:08,795,4,43,6,---,---,
Starboard Door Heel,06:44:35,796,0,42,4,---,---,
Starboard Door Heel,06:44:59,797,8,---,---,---,---,
Starboard Door Heel,06:45:24,796,3,39,2,---,---,
Starboard Door Heel,06:45:49,796,4,44,7,---,---,
Starboard Door Heel,06:46:15,796,2,45,3,---,---,
Starboard Door Heel,06:46:41,795,8,46,9,---,---,
Starboard Door Heel,06:47:05,796,3,---,---,---,---,
Starboard Door Heel,06:47:30,795,9,41,8,---,---,
Starboard Door Heel,06:47:55,795,6,---,---,---,---,
Starboard Door Heel,06:48:23,---,---,---,---,---,---,
Starboard Door Heel,06:48:47,796,7,---,---,---,---,
Starboard Door Heel,06:49:15,---,---,---,---,---,---,
Starboard Door Heel,06:49:42,796,3,---,---,---,---,
Starboard Door Heel,06:50:05,796,2,---,---,---,---,
Starboard Door Heel,06:50:31,---,---,---,---,---,---,
Starboard Door Heel,06:50:53,796,4,42,5,---,---,
Starboard Door Heel,06:51:20,795,8,---,---,---,---,
Starboard Door Heel,06:51:45,---,---,---,---,---,---,
Starboard Door Heel,06:52:08,797,8,---,---,---,---,
Starboard Door Heel,06:52:32,795,9,44,5,---,---,
