Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Estribor,06:33:00,---,---,---,---,---,---,
Estribor,06:33:29,---,---,---,---,---,---,
Estribor,06:33:52,798,2,32,5,---,---,
Estribor,06:34:18,796,7,---,---,---,---,
Estribor,06:34:42,800,4,31,1,---,---,
Estribor,06:35:11,---,---,---,---,---,---,
Estribor,06:35:39,---,---,---,---,---,---,
Estribor,06:36:05,---,---,---,---,---,---,
Estribor,06:36:29,796,1,---,---,---,---,
Estribor,06:36:56,---,---,---,---,---,---,
Estribor,06:37:21,797,3,31,0,---,---,
Estribor,06:37:45,796,6,31,0,---,---,
Estribor,06:38:09,798,7,30,7,---,---,
Estribor,06:38:37,797,1,31,4,---,---,
Estribor,06:39:05,---,---,---,---,---,---,
Estribor,06:39:34,---,---,---,---,---,---,
Estribor,06:40:01,---,---,---,---,---,---,
Estribor,06:40:23,796,5,29,9,---,---,
Estribor,06:40:49,797,0,28,4,---,---,
Estribor,06:41:17,---,---,---,---,---,---,
Estribor,06:41:42,---,---,---,---,---,---,
Estribor,06:42:07,800,2,---,---,---,---,
Estribor,06:42:31,800,0,---,---,---,---,
Estribor,06:42:59,---,---,---,---,---,---,
Estribor,06:43:26,---,---,---,---,---,---,
Estribor,06:43:51,---,---,---,---,---,---,
Estribor,06:44:17,---,---,---,---,---,---,
Estribor,06:44:41,797,0,---,---,---,---,
Estribor,06:45:07,---,---,---,---,---,---,
Estribor,06:45:33,---,---,---,---,---,---,
Estribor,06:45:59,---,---,---,---,---,---,
Estribor,06:46:24,---,---,---,---,---,---,
Estribor,06:46:48,797,1,---,---,---,---,
Estribor,06:47:13,---,---,---,---,---,---,
Estribor,06:47:37,796,2,---,---,---,---,
Estribor,06:48:00,800,1,---,---,---,---,
Estribor,06:48:30,---,---,---,---,---,---,
Estribor,06:48:52,797,4,27,0,---,---,
Estribor,06:49:23,---,---,---,---,---,---,
Estribor,06:49:48,796,3,---,---,---,---,
Estribor,06:50:10,797,4,---,---,---,---,
Estribor,06:50:36,797,2,---,---,---,---,
Estribor,06:50:59,798,3,29,3,---,---,
Estribor,06:51:25,797,9,---,---,---,---,
Estribor,06:51:49,797,3,28,3,---,---,
Estribor,06:52:16,---,---,---,---,---,---,
Estribor,06:52:42,---,---,---,---,---,---,
Estribor,06:53:10,---,---,---,---,---,---,
Estribor,06:53:34,808,9,28,0,---,---,
Estribor,06:54:03,---,---,---,---,---,---,
Estribor,06:54:31,---,---,---,---,---,---,
Estribor,06:54:58,---,---,---,---,---,---,
Estribor,06:55:26,---,---,---,---,---,---,
Estribor,06:55:51,---,---,---,---,---,---,
Estribor,06:56:16,---,---,---,---,---,---,
Estribor,06:56:39,---,---,---,---,---,---,
Estribor,06:57:02,842,4,30,1,---,---,
Estribor,06:57:31,---,---,---,---,---,---,
Estribor,06:57:57,841,7,26,2,---,---,
