Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,10:38:08,---,---,---,---,---,---,
Capturas 1,10:38:28,968,4,Off,---,---,---,
Capturas 1,10:38:52,970,2,---,---,---,---,
Capturas 1,10:39:16,971,2,Off,---,---,---,
Capturas 1,10:39:41,974,7,---,---,---,---,
Capturas 1,10:40:04,976,7,---,---,---,---,
Capturas 1,10:40:24,978,6,Off,---,---,---,
Capturas 1,10:40:46,979,5,Off,---,---,---,
Capturas 1,10:41:11,981,8,---,---,---,---,
Capturas 1,10:41:34,980,0,Off,---,---,---,
Capturas 1,10:41:59,980,3,Off,---,---,---,
Capturas 1,10:42:24,981,1,---,---,---,---,
Capturas 1,10:42:47,981,9,Off,---,---,---,
Capturas 1,10:43:10,979,2,Off,---,---,---,
Capturas 1,10:43:35,978,8,Off,---,---,---,
Capturas 1,10:44:01,978,6,---,---,---,---,
Capturas 1,10:44:25,---,---,---,---,---,---,
Capturas 1,10:44:51,---,---,---,---,---,---,
Capturas 1,10:45:15,---,---,---,---,---,---,
Capturas 1,10:45:38,978,7,---,---,---,---,
Capturas 1,10:46:00,979,5,---,---,---,---,
Capturas 1,10:46:20,979,2,Off,---,---,---,
Capturas 1,10:46:46,979,7,---,---,---,---,
Capturas 1,10:47:08,980,7,Off,---,---,---,
Capturas 1,10:47:31,979,7,Off,---,---,---,
Capturas 1,10:47:56,979,5,Off,---,---,---,
Capturas 1,10:48:22,979,6,Off,---,---,---,
Capturas 1,10:48:44,983,9,Off,---,---,---,
Capturas 1,10:49:11,980,2,---,---,---,---,
Capturas 1,10:49:33,979,6,Off,---,---,---,
Capturas 1,10:49:59,979,6,Off,---,---,---,
Capturas 1,10:50:22,980,0,Off,---,---,---,
Capturas 1,10:50:50,---,---,---,---,---,---,
Capturas 1,10:51:13,980,8,---,---,---,---,
Capturas 1,10:51:38,981,6,---,---,---,---,
Capturas 1,10:52:04,---,---,---,---,---,---,
Capturas 1,10:52:29,982,1,---,---,---,---,
Capturas 1,10:52:53,981,5,Off,---,---,---,
Capturas 1,10:53:18,981,6,---,---,---,---,
Capturas 1,10:53:45,---,---,---,---,---,---,
Capturas 1,10:54:13,---,---,---,---,---,---,
Capturas 1,10:54:36,---,---,---,---,---,---,
Capturas 1,10:55:03,---,---,---,---,---,---,
Capturas 1,10:55:32,---,---,---,---,---,---,
Capturas 1,10:56:00,---,---,---,---,---,---,
Capturas 1,10:56:28,---,---,---,---,---,---,
Capturas 1,10:56:55,---,---,---,---,---,---,
Capturas 1,10:57:23,---,---,---,---,---,---,
Capturas 1,10:57:52,---,---,---,---,---,---,
Capturas 1,10:58:17,---,---,---,---,---,---,
Capturas 1,10:58:44,---,---,---,---,---,---,
Capturas 1,10:59:10,---,---,---,---,---,---,
Capturas 1,10:59:36,---,---,---,---,---,---,
Capturas 1,10:59:58,983,6,Off,---,---,---,
Capturas 1,11:00:24,983,7,Off,---,---,---,
Capturas 1,11:00:46,984,1,Off,---,---,---,
Capturas 1,11:01:11,984,5,Off,---,---,---,
Capturas 1,11:01:36,984,0,Off,---,---,---,
Capturas 1,11:02:05,---,---,---,---,---,---,
Capturas 1,11:02:28,---,---,---,---,---,---,
Capturas 1,11:02:55,---,---,---,---,---,---,
Capturas 1,11:03:18,984,8,---,---,---,---,
Capturas 1,11:03:40,983,2,Off,---,---,---,
Capturas 1,11:04:07,---,---,---,---,---,---,
Capturas 1,11:04:31,984,1,---,---,---,---,
Capturas 1,11:04:56,---,---,---,---,---,---,
Capturas 1,11:05:21,---,---,---,---,---,---,
Capturas 1,11:05:49,---,---,---,---,---,---,
Capturas 1,11:06:14,986,7,---,---,---,---,
Capturas 1,11:06:40,987,7,Off,---,---,---,
Capturas 1,11:07:07,---,---,---,---,---,---,
Capturas 1,11:07:29,984,5,---,---,---,---,
Capturas 1,11:07:57,---,---,---,---,---,---,
Capturas 1,11:08:24,---,---,---,---,---,---,
Capturas 1,11:08:50,---,---,---,---,---,---,
Capturas 1,11:09:18,---,---,---,---,---,---,
Capturas 1,11:09:43,986,0,---,---,---,---,
Capturas 1,11:10:09,---,---,---,---,---,---,
Capturas 1,11:10:34,---,---,---,---,---,---,
Capturas 1,11:10:56,985,2,---,---,---,---,
Capturas 1,11:11:19,986,4,---,---,---,---,
Capturas 1,11:11:42,986,0,---,---,---,---,
Capturas 1,11:12:06,986,7,---,---,---,---,
Capturas 1,11:12:29,985,3,---,---,---,---,
Capturas 1,11:12:56,---,---,---,---,---,---,
Capturas 1,11:13:23,---,---,---,---,---,---,
Capturas 1,11:13:50,---,---,---,---,---,---,
Capturas 1,11:14:11,984,6,---,---,---,---,
Capturas 1,11:14:35,---,---,---,---,---,---,
Capturas 1,11:15:02,---,---,---,---,---,---,
Capturas 1,11:15:30,---,---,---,---,---,---,
Capturas 1,11:15:53,---,---,---,---,---,---,
Capturas 1,11:16:20,---,---,---,---,---,---,
Capturas 1,11:16:45,---,---,---,---,---,---,
Capturas 1,11:17:10,984,7,---,---,---,---,
Capturas 1,11:17:36,983,8,---,---,---,---,
Capturas 1,11:17:57,989,3,---,---,---,---,
Capturas 1,11:18:17,986,1,Off,---,---,---,
Capturas 1,11:18:46,---,---,---,---,---,---,
Capturas 1,11:19:11,984,8,---,---,---,---,
Capturas 1,11:19:37,985,5,---,---,---,---,
Capturas 1,11:20:02,---,---,---,---,---,---,
Capturas 1,11:20:28,984,0,---,---,---,---,
Capturas 1,11:20:53,---,---,---,---,---,---,
Capturas 1,11:21:18,989,1,---,---,---,---,
Capturas 1,11:21:41,988,4,---,---,---,---,
Capturas 1,11:22:11,---,---,---,---,---,---,
Capturas 1,11:22:37,---,---,---,---,---,---,
Capturas 1,11:23:01,---,---,---,---,---,---,
Capturas 1,11:23:26,1020,9,---,---,---,---,
Capturas 1,11:23:52,---,---,---,---,---,---,
Capturas 1,11:24:20,---,---,---,---,---,---,
Capturas 1,11:24:45,1023,4,---,---,---,---,
Capturas 1,11:25:12,---,---,---,---,---,---,
Capturas 1,11:25:37,---,---,---,---,---,---,
Capturas 1,11:26:03,---,---,---,---,---,---,
Capturas 1,11:26:32,---,---,---,---,---,---,
Capturas 1,11:26:57,---,---,---,---,---,---,
Capturas 1,11:27:22,---,---,---,---,---,---,
Capturas 1,11:27:45,1020,8,---,---,---,---,
Capturas 1,11:28:10,1020,7,---,---,---,---,
Capturas 1,11:28:31,1023,5,---,---,---,---,
Capturas 1,11:28:53,1024,5,Off,---,---,---,
Capturas 1,11:29:18,1022,8,---,---,---,---,
Capturas 1,11:29:44,---,---,---,---,---,---,
Capturas 1,11:30:07,1020,1,---,---,---,---,
Capturas 1,11:30:29,1026,0,Off,---,---,---,
Capturas 1,11:30:52,1019,5,---,---,---,---,
Capturas 1,11:31:17,---,---,---,---,---,---,
Capturas 1,11:31:40,1019,9,---,---,---,---,
Capturas 1,11:32:07,---,---,---,---,---,---,
Capturas 1,11:32:30,1030,7,---,---,---,---,
Capturas 1,11:32:55,1043,5,---,---,---,---,
Capturas 1,11:33:23,---,---,---,---,---,---,
Capturas 1,11:33:47,---,---,---,---,---,---,
Capturas 1,11:34:12,---,---,---,---,---,---,
Capturas 1,11:34:39,---,---,---,---,---,---,
Capturas 1,11:35:06,---,---,---,---,---,---,
Capturas 1,11:35:31,1058,5,---,---,---,---,
Capturas 1,11:35:59,---,---,---,---,---,---,
Capturas 1,11:36:24,1057,4,---,---,---,---,
Capturas 1,11:36:49,---,---,---,---,---,---,
Capturas 1,11:37:14,1058,6,---,---,---,---,
Capturas 1,11:37:37,1059,2,---,---,---,---,
Capturas 1,11:37:59,1061,3,---,---,---,---,
Capturas 1,11:38:23,1061,5,---,---,---,---,
Capturas 1,11:38:49,---,---,---,---,---,---,
Capturas 1,11:39:10,1057,5,---,---,---,---,
Capturas 1,11:39:36,---,---,---,---,---,---,
Capturas 1,11:39:59,---,---,---,---,---,---,
Capturas 1,11:40:24,---,---,---,---,---,---,
Capturas 1,11:40:51,---,---,---,---,---,---,
Capturas 1,11:41:16,---,---,---,---,---,---,
Capturas 1,11:41:42,---,---,---,---,---,---,
Capturas 1,11:42:06,---,---,---,---,---,---,
Capturas 1,11:42:32,---,---,---,---,---,---,
Capturas 1,11:42:57,1059,6,---,---,---,---,
Capturas 1,11:43:21,1063,2,Off,---,---,---,
Capturas 1,11:43:50,---,---,---,---,---,---,
Capturas 1,11:44:18,---,---,---,---,---,---,
Capturas 1,11:44:45,---,---,---,---,---,---,
Capturas 1,11:45:13,---,---,---,---,---,---,
Capturas 1,11:45:40,---,---,---,---,---,---,
Capturas 1,11:46:07,---,---,---,---,---,---,
Capturas 1,11:46:34,---,---,---,---,---,---,
Capturas 1,11:47:00,1059,0,Off,---,---,---,
Capturas 1,11:47:29,---,---,---,---,---,---,
Capturas 1,11:47:57,1060,2,---,---,---,---,
Capturas 1,11:48:24,---,---,---,---,---,---,
Capturas 1,11:48:49,---,---,---,---,---,---,
Capturas 1,11:49:16,1060,8,---,---,---,---,
Capturas 1,11:49:42,---,---,---,---,---,---,
Capturas 1,11:50:07,---,---,---,---,---,---,
Capturas 1,11:50:34,---,---,---,---,---,---,
Capturas 1,11:51:04,---,---,---,---,---,---,
Capturas 1,11:51:30,1059,8,Off,---,---,---,
Capturas 1,11:51:57,---,---,---,---,---,---,
Capturas 1,11:52:20,---,---,---,---,---,---,
Capturas 1,11:52:48,---,---,---,---,---,---,
Capturas 1,11:53:15,---,---,---,---,---,---,
Capturas 1,11:53:42,---,---,---,---,---,---,
Capturas 1,11:54:12,---,---,---,---,---,---,
Capturas 1,11:54:37,1058,1,---,---,---,---,
Capturas 1,11:55:02,1061,6,---,---,---,---,
Capturas 1,11:55:29,---,---,---,---,---,---,
Capturas 1,11:55:57,---,---,---,---,---,---,
Capturas 1,11:56:26,---,---,---,---,---,---,
Capturas 1,11:56:53,---,---,---,---,---,---,
Capturas 1,11:57:16,1059,5,---,---,---,---,
Capturas 1,11:57:43,---,---,---,---,---,---,
Capturas 1,11:58:11,---,---,---,---,---,---,
Capturas 1,11:58:38,---,---,---,---,---,---,
