,Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Starboard Door Heel,Datos1(°)Starboard Door Heel,Escalas(m)Estribor,Datos1(Fa)Estribor,Escalas(m)Capturas 1,Datos1()Capturas 1
0,2019-11-14 11:08:00,680.8,45.79,682.0428571428573,43.15714285714286,676.7142857142858,11.042857142857144,869.4000000000002,0.0
1,2019-11-14 11:12:00,735.5222222222221,50.761111111111106,751.0600000000002,47.17999999999999,736.0799999999998,33.55,873.8571428571429,0.0
2,2019-11-14 11:16:00,735.2222222222223,47.53888888888889,735.1875,48.625,736.6571428571428,36.04285714285713,873.1428571428571,0.0
3,2019-11-14 11:20:00,736.11,48.82333333333334,735.03,45.73499999999999,735.9,35.31428571428572,873.76,0.0
4,2019-11-14 11:24:00,736.1,50.93666666666667,735.0666666666667,44.12777777777778,736.0333333333333,34.90000000000001,874.2777777777777,0.0
5,2019-11-14 11:28:00,735.5699999999998,49.40750000000001,734.9375,44.4875,736.1285714285713,33.557142857142864,874.24,0.0
6,2019-11-14 11:32:00,736.0699999999998,48.00250000000001,735.5666666666666,46.4962962962963,736.3299999999997,31.45999999999999,874.8,0.0
7,2019-11-14 11:36:00,735.7666666666668,49.0,734.9777777777778,44.79259259259261,736.23,31.04333333333333,875.3874999999998,0.0
8,2019-11-14 11:40:00,735.3363636363637,44.51363636363636,735.1444444444444,42.57777777777777,736.411111111111,31.790740740740738,876.0199999999999,0.0
9,2019-11-14 11:44:00,735.7700000000002,45.81999999999999,735.1625,45.03750000000001,736.1699999999997,31.45,875.5777777777777,0.0
10,2019-11-14 11:48:00,735.6999999999998,49.67999999999999,735.1299999999999,46.08000000000001,736.3300000000003,31.14,875.0625000000001,0.0
11,2019-11-14 11:52:00,741.1000000000001,44.61,740.3090909090911,45.24545454545454,740.4555555555555,31.777777777777782,881.911111111111,0.0
12,2019-11-14 11:56:00,771.1249999999999,48.8375,770.8500000000001,47.35,771.53,32.61,911.4666666666667,0.0
13,2019-11-14 12:00:00,771.3,48.48333333333333,770.5500000000002,47.41,771.888888888889,32.85555555555555,911.475,0.0
14,2019-11-14 12:04:00,770.42,47.15,771.1124999999997,54.48125,772.3777777777779,32.14444444444445,910.2888888888887,0.0
15,2019-11-14 12:08:00,771.6899999999997,48.790000000000006,770.5888888888887,44.37777777777778,772.2299999999998,31.8,910.8833333333333,0.0
16,2019-11-14 12:12:00,772.1999999999998,48.84583333333334,770.5900000000001,44.735,771.9199999999997,32.46499999999999,910.14,0.0
17,2019-11-14 12:16:00,771.2090909090907,47.37575757575758,770.8100000000002,44.67,772.4100000000002,32.16,910.2125,0.0
18,2019-11-14 12:20:00,771.5222222222221,46.51919191919193,770.19,43.09333333333333,770.6777777777777,30.577777777777772,910.0444444444445,0.0
19,2019-11-14 12:24:00,578.1285714285715,38.46363636363636,561.0,51.4,612.7,28.15,662.1722222222221,0.0
