Code,Tiempo,Escalas(m),Datos1(°C),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Starboard Temperature,09:38:44,1549,4,11,3,---,---,
Starboard Temperature,09:39:21,1549,1,11,3,---,---,
Starboard Temperature,09:39:58,1549,2,11,3,---,---,
Starboard Temperature,09:40:35,1549,2,11,3,---,---,
Starboard Temperature,09:41:13,1549,2,11,3,---,---,
Starboard Temperature,09:41:50,1549,6,11,4,---,---,
Starboard Temperature,09:42:27,1549,3,11,3,---,---,
Starboard Temperature,09:43:05,1549,3,11,4,---,---,
Starboard Temperature,09:43:43,1549,3,11,3,---,---,
Starboard Temperature,09:44:20,1549,7,11,4,---,---,
Starboard Temperature,09:44:57,1549,1,11,3,---,---,
Starboard Temperature,09:45:34,1549,9,11,4,---,---,
Starboard Temperature,09:46:11,1549,4,11,4,---,---,
Starboard Temperature,09:46:48,1549,3,11,4,---,---,
Starboard Temperature,09:47:25,1549,4,11,4,---,---,
Starboard Temperature,09:48:03,1549,8,11,3,---,---,
Starboard Temperature,09:48:40,1549,3,11,4,---,---,
Starboard Temperature,09:49:17,1549,7,11,4,---,---,
Starboard Temperature,09:49:54,1549,8,11,4,---,---,
Starboard Temperature,09:50:31,1549,5,11,4,---,---,
Starboard Temperature,09:51:08,1549,0,11,4,---,---,
Starboard Temperature,09:51:45,1549,2,11,4,---,---,
Starboard Temperature,09:52:23,1549,1,11,4,---,---,
Starboard Temperature,09:53:00,1549,1,11,4,---,---,
Starboard Temperature,09:53:37,1548,9,11,4,---,---,
Starboard Temperature,09:54:14,1549,0,11,3,---,---,
Starboard Temperature,09:54:51,1548,9,11,4,---,---,
Starboard Temperature,09:55:28,1549,0,11,4,---,---,
Starboard Temperature,09:56:05,1549,0,11,4,---,---,
Starboard Temperature,09:56:42,1549,2,11,4,---,---,
Starboard Temperature,09:57:20,1549,3,11,4,---,---,
Starboard Temperature,09:57:56,1549,1,11,4,---,---,
Starboard Temperature,09:58:33,1549,0,11,4,---,---,
Starboard Temperature,09:59:11,1549,1,11,3,---,---,
Starboard Temperature,09:59:47,1549,1,11,4,---,---,
Starboard Temperature,10:00:25,1549,1,11,4,---,---,
Starboard Temperature,10:01:02,1548,9,11,4,---,---,
Starboard Temperature,10:01:39,1548,9,11,4,---,---,
Starboard Temperature,10:02:16,1549,1,11,4,---,---,
Starboard Temperature,10:02:53,1549,0,11,3,---,---,
Starboard Temperature,10:03:30,1549,0,11,4,---,---,
Starboard Temperature,10:04:07,1549,1,11,4,---,---,
Starboard Temperature,10:04:44,1548,7,11,4,---,---,
Starboard Temperature,10:05:21,1548,7,11,4,---,---,
Starboard Temperature,10:05:58,1549,1,11,4,---,---,
Starboard Temperature,10:06:36,1549,1,11,4,---,---,
Starboard Temperature,10:07:13,1548,7,11,4,---,---,
Starboard Temperature,10:07:50,1548,9,11,4,---,---,
Starboard Temperature,10:08:27,1549,1,11,4,---,---,
Starboard Temperature,10:09:04,1549,0,11,4,---,---,
Starboard Temperature,10:09:41,1549,2,11,4,---,---,
Starboard Temperature,10:10:19,1549,3,11,4,---,---,
Starboard Temperature,10:10:56,1548,8,11,4,---,---,
Starboard Temperature,10:11:33,1549,3,11,4,---,---,
Starboard Temperature,10:12:10,1549,2,11,4,---,---,
Starboard Temperature,10:12:47,1548,7,11,4,---,---,
Starboard Temperature,10:13:24,1549,0,11,4,---,---,
Starboard Temperature,10:14:01,1549,2,11,4,---,---,
Starboard Temperature,10:14:38,1549,1,11,3,---,---,
Starboard Temperature,10:15:15,1549,1,11,4,---,---,
Starboard Temperature,10:15:53,1548,9,11,4,---,---,
Starboard Temperature,10:16:29,1549,1,11,4,---,---,
Starboard Temperature,10:17:07,1549,0,11,4,---,---,
Starboard Temperature,10:17:44,1548,9,11,4,---,---,
Starboard Temperature,10:18:21,1548,7,11,4,---,---,
Starboard Temperature,10:18:58,1549,3,11,4,---,---,
Starboard Temperature,10:19:35,1548,7,11,4,---,---,
Starboard Temperature,10:20:12,1549,1,11,4,---,---,
Starboard Temperature,10:20:49,1548,5,11,4,---,---,
Starboard Temperature,10:21:26,1549,2,11,4,---,---,
Starboard Temperature,10:22:03,1548,7,11,4,---,---,
Starboard Temperature,10:22:41,1548,9,11,4,---,---,
Starboard Temperature,10:23:18,1548,9,11,4,---,---,
Starboard Temperature,10:23:55,1548,6,11,4,---,---,
Starboard Temperature,10:24:32,1548,9,11,4,---,---,
Starboard Temperature,10:25:09,1548,9,11,4,---,---,
Starboard Temperature,10:25:46,1548,9,11,4,---,---,
Starboard Temperature,10:26:23,1549,0,11,4,---,---,
Starboard Temperature,10:27:00,1548,8,11,4,---,---,
Starboard Temperature,10:27:38,1549,0,11,4,---,---,
Starboard Temperature,10:28:15,1549,1,11,4,---,---,
Starboard Temperature,10:28:52,1549,3,11,4,---,---,
Starboard Temperature,10:29:29,1549,3,11,4,---,---,
Starboard Temperature,10:30:06,1549,4,11,4,---,---,
Starboard Temperature,10:30:43,1549,4,11,4,---,---,
Starboard Temperature,10:31:20,1549,3,11,4,---,---,
Starboard Temperature,10:31:58,1549,1,11,4,---,---,
Starboard Temperature,10:32:34,1549,1,11,4,---,---,
Starboard Temperature,10:33:12,1549,1,11,5,---,---,
Starboard Temperature,10:33:49,1549,8,11,4,---,---,
Starboard Temperature,10:34:26,1549,3,11,5,---,---,
Starboard Temperature,10:35:03,1549,1,11,4,---,---,
Starboard Temperature,10:35:40,1549,3,11,4,---,---,
Starboard Temperature,10:36:17,1554,4,11,1,---,---,
Starboard Temperature,10:36:54,1549,2,11,5,---,---,
Starboard Temperature,10:37:31,1549,1,11,4,---,---,
Starboard Temperature,10:38:09,1549,3,11,5,---,---,
Starboard Temperature,10:38:46,1549,1,11,5,---,---,
Starboard Temperature,10:39:23,1549,4,11,4,---,---,
Starboard Temperature,10:40:00,1549,0,11,5,---,---,
Starboard Temperature,10:40:37,1549,0,11,5,---,---,
Starboard Temperature,10:41:14,1549,1,11,4,---,---,
Starboard Temperature,10:41:52,1549,3,11,5,---,---,
Starboard Temperature,10:42:29,1549,0,11,5,---,---,
Starboard Temperature,10:43:06,1549,0,11,5,---,---,
Starboard Temperature,10:43:43,1548,7,11,5,---,---,
Starboard Temperature,10:44:20,1549,2,11,4,---,---,
Starboard Temperature,10:44:58,1549,1,11,4,---,---,
Starboard Temperature,10:45:34,1548,9,11,5,---,---,
Starboard Temperature,10:46:12,1548,9,11,5,---,---,
Starboard Temperature,10:46:49,1548,9,11,4,---,---,
Starboard Temperature,10:47:26,1548,9,11,5,---,---,
Starboard Temperature,10:48:03,1548,7,11,4,---,---,
Starboard Temperature,10:48:40,1549,4,11,4,---,---,
Starboard Temperature,10:49:17,1548,9,11,4,---,---,
Starboard Temperature,10:49:54,1548,7,11,4,---,---,
Starboard Temperature,10:50:32,1548,9,11,5,---,---,
Starboard Temperature,10:51:09,1548,7,11,4,---,---,
Starboard Temperature,10:51:46,1549,4,11,4,---,---,
Starboard Temperature,10:52:23,1549,0,11,4,---,---,
Starboard Temperature,10:53:00,1548,9,11,4,---,---,
Starboard Temperature,10:53:37,1548,9,11,5,---,---,
Starboard Temperature,10:54:15,1548,9,11,4,---,---,
Starboard Temperature,10:54:52,1549,1,11,4,---,---,
Starboard Temperature,10:55:29,1549,2,11,4,---,---,
Starboard Temperature,10:56:06,1549,2,11,4,---,---,
Starboard Temperature,10:56:43,1549,0,11,4,---,---,
Starboard Temperature,10:57:20,1548,9,11,5,---,---,
Starboard Temperature,10:57:57,1549,1,11,4,---,---,
Starboard Temperature,10:58:35,1549,2,11,5,---,---,
Starboard Temperature,10:59:12,1549,2,11,5,---,---,
Starboard Temperature,10:59:49,1549,0,11,5,---,---,
Starboard Temperature,11:00:26,1549,1,11,5,---,---,
Starboard Temperature,11:01:03,1549,1,11,5,---,---,
Starboard Temperature,11:01:40,1549,2,11,5,---,---,
Starboard Temperature,11:02:17,1549,4,11,5,---,---,
Starboard Temperature,11:02:54,1549,2,11,5,---,---,
Starboard Temperature,11:03:31,1549,2,11,5,---,---,
Starboard Temperature,11:04:08,1549,1,11,5,---,---,
Starboard Temperature,11:04:46,1548,5,11,5,---,---,
Starboard Temperature,11:05:23,1548,7,11,5,---,---,
Starboard Temperature,11:06:00,1549,0,11,5,---,---,
Starboard Temperature,11:06:37,1549,2,11,5,---,---,
Starboard Temperature,11:07:14,1549,3,11,5,---,---,
Starboard Temperature,11:07:51,1549,1,11,5,---,---,
Starboard Temperature,11:08:28,1549,4,11,5,---,---,
Starboard Temperature,11:09:06,1545,5,11,5,---,---,
Starboard Temperature,11:09:44,---,---,---,---,---,---,
Starboard Temperature,11:10:26,---,---,---,---,---,---,
Starboard Temperature,11:11:10,---,---,---,---,---,---,
Starboard Temperature,11:11:54,---,---,---,---,---,---,
Starboard Temperature,11:12:38,---,---,---,---,---,---,
Starboard Temperature,11:13:22,---,---,---,---,---,---,
Starboard Temperature,11:14:06,---,---,---,---,---,---,
Starboard Temperature,11:14:50,---,---,---,---,---,---,
Starboard Temperature,11:15:34,---,---,---,---,---,---,
Starboard Temperature,11:16:18,---,---,---,---,---,---,
Starboard Temperature,11:17:03,---,---,---,---,---,---,
Starboard Temperature,11:17:47,---,---,---,---,---,---,
Starboard Temperature,11:18:31,---,---,---,---,---,---,
Starboard Temperature,11:19:15,---,---,---,---,---,---,
Starboard Temperature,11:19:59,---,---,---,---,---,---,
Starboard Temperature,11:20:43,---,---,---,---,---,---,
Starboard Temperature,11:21:27,---,---,---,---,---,---,
Starboard Temperature,11:22:11,---,---,---,---,---,---,
Starboard Temperature,11:22:55,---,---,---,---,---,---,
Starboard Temperature,11:23:37,1360,5,11,5,---,---,
Starboard Temperature,11:24:16,1414,6,11,6,---,---,
Starboard Temperature,11:24:59,---,---,---,---,---,---,
Starboard Temperature,11:25:39,1494,6,11,4,---,---,
Starboard Temperature,11:26:23,---,---,---,---,---,---,
Starboard Temperature,11:27:04,1526,5,---,---,---,---,
Starboard Temperature,11:27:46,---,---,---,---,---,---,
Starboard Temperature,11:28:29,---,---,---,---,---,---,
Starboard Temperature,11:29:12,---,---,---,---,---,---,
Starboard Temperature,11:29:54,---,---,---,---,---,---,
Starboard Temperature,11:30:35,1544,0,11,4,---,---,
Starboard Temperature,11:31:15,---,---,---,---,---,---,
Starboard Temperature,11:31:57,---,---,---,---,---,---,
Starboard Temperature,11:32:39,---,---,---,---,---,---,
Starboard Temperature,11:33:19,---,---,---,---,---,---,
Starboard Temperature,11:34:00,---,---,---,---,---,---,
Starboard Temperature,11:34:41,---,---,---,---,---,---,
Starboard Temperature,11:35:22,---,---,---,---,---,---,
Starboard Temperature,11:35:59,1548,2,11,3,---,---,
Starboard Temperature,11:36:36,1548,6,11,4,---,---,
Starboard Temperature,11:37:13,1548,5,11,3,---,---,
Starboard Temperature,11:37:54,---,---,---,---,---,---,
Starboard Temperature,11:38:30,1548,7,11,3,---,---,
Starboard Temperature,11:39:10,1548,8,11,3,---,---,
Starboard Temperature,11:39:48,1549,3,11,4,---,---,
Starboard Temperature,11:40:26,1549,2,11,3,---,---,
Starboard Temperature,11:41:07,1549,0,11,3,---,---,
Starboard Temperature,11:41:45,1548,7,11,3,---,---,
Starboard Temperature,11:42:22,1548,9,11,3,---,---,
Starboard Temperature,11:43:02,1549,0,11,3,---,---,
Starboard Temperature,11:43:39,1549,2,11,3,---,---,
Starboard Temperature,11:44:15,1549,1,11,3,---,---,
Starboard Temperature,11:44:54,---,---,---,---,---,---,
Starboard Temperature,11:45:31,1548,7,---,---,---,---,
Starboard Temperature,11:46:07,1548,2,---,---,---,---,
Starboard Temperature,11:46:44,1548,9,---,---,---,---,
Starboard Temperature,11:47:22,1548,3,---,---,---,---,
Starboard Temperature,11:47:59,1548,7,---,---,---,---,
Starboard Temperature,11:48:37,1548,6,---,---,---,---,
Starboard Temperature,11:49:14,1548,4,---,---,---,---,
Starboard Temperature,11:49:50,1548,3,11,3,---,---,
Starboard Temperature,11:50:27,1548,8,---,---,---,---,
Starboard Temperature,11:51:03,1549,1,11,4,---,---,
Starboard Temperature,11:51:42,---,---,---,---,---,---,
Starboard Temperature,11:52:20,---,---,---,---,---,---,
Starboard Temperature,11:52:56,1549,2,11,4,---,---,
Starboard Temperature,11:53:32,1549,1,11,3,---,---,
Starboard Temperature,11:54:10,1549,3,---,---,---,---,
Starboard Temperature,11:54:46,1549,0,11,2,---,---,
Starboard Temperature,11:55:25,1549,1,---,---,---,---,
Starboard Temperature,11:56:03,1549,3,---,---,---,---,
Starboard Temperature,11:56:39,1549,0,11,4,---,---,
Starboard Temperature,11:57:16,1549,2,11,3,---,---,
Starboard Temperature,11:57:55,1549,4,---,---,---,---,
Starboard Temperature,11:58:32,1549,4,---,---,---,---,
Starboard Temperature,11:59:09,1549,2,---,---,---,---,
Starboard Temperature,11:59:46,1549,2,11,3,---,---,
Starboard Temperature,12:00:23,1548,8,11,3,---,---,
Starboard Temperature,12:01:03,---,---,---,---,---,---,
Starboard Temperature,12:01:39,1548,4,---,---,---,---,
Starboard Temperature,12:02:16,1548,4,---,---,---,---,
Starboard Temperature,12:02:53,1548,3,11,3,---,---,
Starboard Temperature,12:03:32,---,---,---,---,---,---,
Starboard Temperature,12:04:09,1548,4,11,4,---,---,
Starboard Temperature,12:04:46,1548,3,---,---,---,---,
Starboard Temperature,12:05:22,1548,2,11,4,---,---,
Starboard Temperature,12:06:00,1548,3,---,---,---,---,
Starboard Temperature,12:06:37,1548,5,---,---,---,---,
Starboard Temperature,12:07:14,1548,4,11,4,---,---,
Starboard Temperature,12:07:51,1548,1,11,3,---,---,
Starboard Temperature,12:08:29,1548,3,---,---,---,---,
Starboard Temperature,12:09:06,1549,3,---,---,---,---,
Starboard Temperature,12:09:42,1548,7,---,---,---,---,
Starboard Temperature,12:10:19,1548,8,---,---,---,---,
Starboard Temperature,12:10:55,1548,8,11,2,---,---,
Starboard Temperature,12:11:33,1549,2,---,---,---,---,
Starboard Temperature,12:12:09,1549,0,---,---,---,---,
Starboard Temperature,12:12:45,1549,4,11,3,---,---,
Starboard Temperature,12:13:21,1549,2,11,5,---,---,
Starboard Temperature,12:14:00,1549,1,---,---,---,---,
Starboard Temperature,12:14:36,1549,4,11,2,---,---,
Starboard Temperature,12:15:13,1549,1,---,---,---,---,
Starboard Temperature,12:15:49,1549,0,11,2,---,---,
Starboard Temperature,12:16:27,1549,0,---,---,---,---,
Starboard Temperature,12:17:04,1549,2,---,---,---,---,
Starboard Temperature,12:17:40,1549,3,11,1,---,---,
Starboard Temperature,12:18:17,1549,3,11,1,---,---,
Starboard Temperature,12:18:54,1549,3,11,1,---,---,
Starboard Temperature,12:19:30,1549,2,11,1,---,---,
Starboard Temperature,12:20:08,1548,9,---,---,---,---,
Starboard Temperature,12:20:44,1549,1,11,1,---,---,
Starboard Temperature,12:21:22,1549,2,---,---,---,---,
Starboard Temperature,12:22:00,1549,2,---,---,---,---,
Starboard Temperature,12:22:37,1549,8,---,---,---,---,
Starboard Temperature,12:23:13,1549,1,11,1,---,---,
Starboard Temperature,12:23:50,1549,1,11,1,---,---,
Starboard Temperature,12:24:27,1549,2,11,1,---,---,
Starboard Temperature,12:25:03,1548,9,11,1,---,---,
Starboard Temperature,12:25:43,---,---,---,---,---,---,
Starboard Temperature,12:26:19,1549,3,11,1,---,---,
Starboard Temperature,12:26:55,1549,2,11,0,---,---,
Starboard Temperature,12:27:32,1549,0,11,0,---,---,
Starboard Temperature,12:28:10,1550,2,---,---,---,---,
Starboard Temperature,12:28:46,1549,7,11,1,---,---,
Starboard Temperature,12:29:23,1549,6,11,1,---,---,
Starboard Temperature,12:30:00,1549,6,11,0,---,---,
Starboard Temperature,12:30:37,1549,4,11,2,---,---,
Starboard Temperature,12:31:15,1549,7,11,1,---,---,
Starboard Temperature,12:31:53,1549,3,---,---,---,---,
Starboard Temperature,12:32:31,---,---,---,---,---,---,
Starboard Temperature,12:33:07,1549,1,11,0,---,---,
Starboard Temperature,12:33:44,1549,3,11,0,---,---,
Starboard Temperature,12:34:18,1548,8,11,1,---,---,
Starboard Temperature,12:34:59,---,---,---,---,---,---,
Starboard Temperature,12:35:35,1549,4,11,0,---,---,
Starboard Temperature,12:36:10,1549,2,11,0,---,---,
