Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,05:52:14,---,---,---,---,---,---,
Capturas 1,05:52:39,662,8,---,---,---,---,
Capturas 1,05:53:07,---,---,---,---,---,---,
Capturas 1,05:53:33,661,9,Off,---,---,---,
Capturas 1,05:53:56,662,4,Off,---,---,---,
Capturas 1,05:54:24,662,5,Off,---,---,---,
Capturas 1,05:54:52,663,2,Off,---,---,---,
Capturas 1,05:55:18,662,9,Off,---,---,---,
Capturas 1,05:55:43,663,0,Off,---,---,---,
Capturas 1,05:56:09,662,9,Off,---,---,---,
Capturas 1,05:56:35,663,4,Off,---,---,---,
Capturas 1,05:57:03,665,7,Off,---,---,---,
Capturas 1,05:57:31,663,5,Off,---,---,---,
Capturas 1,05:57:59,663,5,Off,---,---,---,
Capturas 1,05:58:26,663,1,Off,---,---,---,
Capturas 1,05:58:54,---,---,---,---,---,---,
Capturas 1,05:59:19,663,2,Off,---,---,---,
Capturas 1,05:59:47,663,4,Off,---,---,---,
Capturas 1,06:00:15,663,5,Off,---,---,---,
Capturas 1,06:00:40,663,6,Off,---,---,---,
Capturas 1,06:01:07,663,7,Off,---,---,---,
Capturas 1,06:01:31,663,6,Off,---,---,---,
Capturas 1,06:01:57,663,2,Off,---,---,---,
Capturas 1,06:02:25,663,9,Off,---,---,---,
Capturas 1,06:02:51,664,0,Off,---,---,---,
Capturas 1,06:03:18,664,1,Off,---,---,---,
Capturas 1,06:03:44,663,1,---,---,---,---,
Capturas 1,06:04:07,665,9,Off,---,---,---,
Capturas 1,06:04:32,665,6,Off,---,---,---,
Capturas 1,06:04:59,663,9,Off,---,---,---,
Capturas 1,06:05:24,663,6,Off,---,---,---,
Capturas 1,06:05:49,664,3,Off,---,---,---,
Capturas 1,06:06:16,664,1,Off,---,---,---,
Capturas 1,06:06:40,663,7,Off,---,---,---,
Capturas 1,06:07:07,663,9,Off,---,---,---,
Capturas 1,06:07:33,664,5,Off,---,---,---,
Capturas 1,06:08:01,663,7,Off,---,---,---,
Capturas 1,06:08:33,---,---,---,---,---,---,
Capturas 1,06:08:58,664,5,Off,---,---,---,
Capturas 1,06:09:25,664,5,Off,---,---,---,
Capturas 1,06:09:49,664,3,Off,---,---,---,
Capturas 1,06:10:17,664,2,Off,---,---,---,
Capturas 1,06:10:44,664,5,Off,---,---,---,
Capturas 1,06:11:10,664,4,Off,---,---,---,
Capturas 1,06:11:36,664,2,Off,---,---,---,
Capturas 1,06:12:01,663,9,Off,---,---,---,
Capturas 1,06:12:26,664,1,Off,---,---,---,
Capturas 1,06:12:54,664,5,Off,---,---,---,
Capturas 1,06:13:22,664,7,Off,---,---,---,
Capturas 1,06:13:49,664,3,Off,---,---,---,
Capturas 1,06:14:17,664,4,Off,---,---,---,
Capturas 1,06:14:43,664,3,Off,---,---,---,
Capturas 1,06:15:07,664,6,Off,---,---,---,
Capturas 1,06:15:32,663,9,Off,---,---,---,
Capturas 1,06:15:58,664,2,Off,---,---,---,
Capturas 1,06:16:23,664,4,Off,---,---,---,
Capturas 1,06:16:51,664,2,Off,---,---,---,
Capturas 1,06:17:20,---,---,---,---,---,---,
Capturas 1,06:17:44,668,4,---,---,---,---,
Capturas 1,06:18:11,---,---,---,---,---,---,
Capturas 1,06:18:34,665,0,Off,---,---,---,
Capturas 1,06:18:59,664,7,Off,---,---,---,
Capturas 1,06:19:27,664,7,Off,---,---,---,
