Code,Tiempo,Escalas(m),Datos1(m),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Abertura,01:06:19,545,3,74,1,---,---,
Abertura,01:06:52,---,73,4,---,---,---,
Abertura,01:07:26,838,2,---,---,---,---,
Abertura,01:07:54,---,82,2,---,---,---,
Abertura,01:08:24,1105,2,87,2,---,---,
Abertura,01:08:51,---,89,4,---,---,---,
Abertura,01:09:19,1360,3,---,---,---,---,
Abertura,01:09:48,---,---,---,---,---,---,
Abertura,01:10:12,---,---,---,---,---,---,
Abertura,01:10:37,---,97,1,---,---,---,
Abertura,01:11:05,1713,9,---,---,---,---,
Abertura,01:11:30,1715,4,---,---,---,---,
Abertura,01:11:56,1716,4,106,9,---,---,
Abertura,01:12:27,1719,6,---,---,---,---,
Abertura,01:12:53,1721,6,104,9,---,---,
Abertura,01:13:24,1723,1,---,---,---,---,
Abertura,01:13:51,1724,2,---,---,---,---,
Abertura,01:14:19,1725,1,---,---,---,---,
Abertura,01:14:48,---,---,---,---,---,---,
Abertura,01:15:13,1725,0,---,---,---,---,
Abertura,01:15:40,1724,6,90,0,---,---,
Abertura,01:16:07,1724,3,87,6,---,---,
Abertura,01:16:37,1724,2,86,9,---,---,
Abertura,01:17:07,1724,0,86,9,---,---,
Abertura,01:17:41,1723,3,---,---,---,---,
Abertura,01:18:10,1723,6,44,8,---,---,
Abertura,01:18:43,1722,7,---,---,---,---,
Abertura,01:19:10,1723,1,89,9,---,---,
Abertura,01:19:37,1722,2,88,2,---,---,
Abertura,01:20:08,1722,0,---,---,---,---,
Abertura,01:20:36,1722,0,---,---,---,---,
Abertura,01:21:04,---,---,---,---,---,---,
Abertura,01:21:29,---,---,---,---,---,---,
Abertura,01:21:56,---,---,---,---,---,---,
Abertura,01:22:20,---,---,---,---,---,---,
Abertura,01:22:44,---,---,---,---,---,---,
Abertura,01:23:08,---,---,---,---,---,---,
Abertura,01:23:32,---,---,---,---,---,---,
Abertura,01:23:56,---,---,---,---,---,---,
Abertura,01:24:20,---,---,---,---,---,---,
Abertura,01:24:45,---,---,---,---,---,---,
Abertura,01:25:09,---,---,---,---,---,---,
Abertura,01:25:33,---,---,---,---,---,---,
Abertura,01:25:57,---,---,---,---,---,---,
Abertura,01:26:24,---,---,---,---,---,---,
Abertura,01:26:49,---,---,---,---,---,---,
Abertura,01:27:16,---,---,---,---,---,---,
Abertura,01:27:43,---,---,---,---,---,---,
Abertura,01:28:07,---,---,---,---,---,---,
Abertura,01:28:31,---,---,---,---,---,---,
Abertura,01:28:58,---,---,---,---,---,---,
Abertura,01:29:23,---,---,---,---,---,---,
Abertura,01:29:47,---,---,---,---,---,---,
Abertura,01:30:11,---,---,---,---,---,---,
Abertura,01:30:35,---,---,---,---,---,---,
Abertura,01:30:59,---,---,---,---,---,---,
Abertura,01:31:23,---,---,---,---,---,---,
Abertura,01:31:48,---,---,---,---,---,---,
Abertura,01:32:12,---,---,---,---,---,---,
Abertura,01:32:39,---,---,---,---,---,---,
Abertura,01:33:06,---,---,---,---,---,---,
Abertura,01:33:33,---,---,---,---,---,---,
Abertura,01:34:00,---,---,---,---,---,---,
Abertura,01:34:26,1724,1,---,---,---,---,
Abertura,01:34:55,---,---,---,---,---,---,
Abertura,01:35:19,---,---,---,---,---,---,
Abertura,01:35:43,1724,0,---,---,---,---,
Abertura,01:36:10,1725,3,---,---,---,---,
Abertura,01:36:36,---,---,---,---,---,---,
Abertura,01:37:06,---,---,---,---,---,---,
Abertura,01:37:28,1724,7,118,5,---,---,
Abertura,01:38:00,---,---,---,---,---,---,
Abertura,01:38:27,---,---,---,---,---,---,
Abertura,01:38:54,---,---,---,---,---,---,
Abertura,01:39:20,1724,9,---,---,---,---,
Abertura,01:39:46,---,---,---,---,---,---,
Abertura,01:40:13,---,---,---,---,---,---,
Abertura,01:40:36,1725,0,---,---,---,---,
Abertura,01:41:05,---,---,---,---,---,---,
Abertura,01:41:32,---,---,---,---,---,---,
Abertura,01:41:59,---,---,---,---,---,---,
Abertura,01:42:26,---,---,---,---,---,---,
Abertura,01:42:53,---,---,---,---,---,---,
Abertura,01:43:19,1725,2,---,---,---,---,
Abertura,01:43:47,---,---,---,---,---,---,
Abertura,01:44:12,---,---,---,---,---,---,
Abertura,01:44:36,---,---,---,---,---,---,
Abertura,01:45:02,1725,9,---,---,---,---,
Abertura,01:45:29,1724,9,---,---,---,---,
Abertura,01:45:55,---,---,---,---,---,---,
Abertura,01:46:22,---,---,---,---,---,---,
Abertura,01:46:49,---,---,---,---,---,---,
Abertura,01:47:16,---,---,---,---,---,---,
Abertura,01:47:39,1725,0,117,0,---,---,
Abertura,01:48:11,---,---,---,---,---,---,
Abertura,01:48:38,---,---,---,---,---,---,
Abertura,01:49:04,1725,3,---,---,---,---,
Abertura,01:49:32,---,---,---,---,---,---,
Abertura,01:49:56,---,---,---,---,---,---,
Abertura,01:50:18,1724,6,115,1,---,---,
Abertura,01:50:48,---,---,---,---,---,---,
Abertura,01:51:12,---,---,---,---,---,---,
Abertura,01:51:36,---,---,---,---,---,---,
Abertura,01:52:00,---,---,---,---,---,---,
Abertura,01:52:27,---,---,---,---,---,---,
Abertura,01:52:54,---,---,---,---,---,---,
Abertura,01:53:24,---,---,---,---,---,---,
Abertura,01:53:54,---,---,---,---,---,---,
Abertura,01:54:17,1724,2,---,---,---,---,
Abertura,01:54:43,---,---,---,---,---,---,
Abertura,01:55:07,---,---,---,---,---,---,
Abertura,01:55:31,---,---,---,---,---,---,
Abertura,01:55:56,---,---,---,---,---,---,
Abertura,01:56:20,---,---,---,---,---,---,
Abertura,01:56:44,---,---,---,---,---,---,
Abertura,01:57:11,---,---,---,---,---,---,
Abertura,01:57:38,---,---,---,---,---,---,
Abertura,01:58:05,---,---,---,---,---,---,
Abertura,01:58:32,---,---,---,---,---,---,
Abertura,01:58:56,---,---,---,---,---,---,
Abertura,01:59:24,1724,1,117,9,---,---,
Abertura,01:59:56,---,---,---,---,---,---,
Abertura,02:00:20,---,---,---,---,---,---,
Abertura,02:00:47,---,---,---,---,---,---,
Abertura,02:01:14,---,---,---,---,---,---,
Abertura,02:01:41,---,---,---,---,---,---,
Abertura,02:02:08,---,---,---,---,---,---,
Abertura,02:02:32,---,---,---,---,---,---,
Abertura,02:02:57,---,---,---,---,---,---,
Abertura,02:03:24,---,---,---,---,---,---,
Abertura,02:03:51,---,---,---,---,---,---,
Abertura,02:04:13,1723,0,119,6,---,---,
Abertura,02:04:42,---,---,---,---,---,---,
Abertura,02:05:06,---,---,---,---,---,---,
Abertura,02:05:30,---,---,---,---,---,---,
Abertura,02:05:54,---,---,---,---,---,---,
Abertura,02:06:19,---,---,---,---,---,---,
Abertura,02:06:46,---,---,---,---,---,---,
Abertura,02:07:08,1723,3,112,9,---,---,
Abertura,02:07:37,---,---,---,---,---,---,
Abertura,02:08:03,1723,7,---,---,---,---,
Abertura,02:08:29,---,---,---,---,---,---,
Abertura,02:08:56,---,---,---,---,---,---,
Abertura,02:09:20,---,---,---,---,---,---,
Abertura,02:09:42,1723,6,119,0,---,---,
Abertura,02:10:11,---,---,---,---,---,---,
Abertura,02:10:35,---,---,---,---,---,---,
Abertura,02:10:58,1723,3,---,---,---,---,
Abertura,02:11:23,1723,6,---,---,---,---,
Abertura,02:11:48,---,---,---,---,---,---,
Abertura,02:12:13,---,---,---,---,---,---,
Abertura,02:12:37,---,---,---,---,---,---,
Abertura,02:13:01,---,---,---,---,---,---,
Abertura,02:13:25,---,---,---,---,---,---,
Abertura,02:13:50,---,---,---,---,---,---,
Abertura,02:14:13,1723,3,---,---,---,---,
Abertura,02:14:38,---,---,---,---,---,---,
Abertura,02:15:03,---,---,---,---,---,---,
Abertura,02:15:30,---,---,---,---,---,---,
Abertura,02:15:54,---,---,---,---,---,---,
Abertura,02:16:19,---,---,---,---,---,---,
Abertura,02:16:43,---,---,---,---,---,---,
Abertura,02:17:07,---,---,---,---,---,---,
Abertura,02:17:31,---,---,---,---,---,---,
Abertura,02:17:57,1723,3,---,---,---,---,
