Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,06:05:41,798,3,Off,---,---,---,
Capturas 1,06:06:09,---,---,---,---,---,---,
Capturas 1,06:06:34,---,---,---,---,---,---,
Capturas 1,06:07:00,---,---,---,---,---,---,
Capturas 1,06:07:25,---,---,---,---,---,---,
Capturas 1,06:07:52,---,---,---,---,---,---,
Capturas 1,06:08:16,798,8,---,---,---,---,
Capturas 1,06:08:39,800,2,---,---,---,---,
Capturas 1,06:09:06,---,---,---,---,---,---,
Capturas 1,06:09:33,---,---,---,---,---,---,
Capturas 1,06:09:59,805,4,---,---,---,---,
Capturas 1,06:10:24,---,---,---,---,---,---,
Capturas 1,06:10:52,---,---,---,---,---,---,
Capturas 1,06:11:15,800,9,---,---,---,---,
Capturas 1,06:11:37,801,9,---,---,---,---,
Capturas 1,06:12:06,---,---,---,---,---,---,
Capturas 1,06:12:33,801,6,---,---,---,---,
Capturas 1,06:13:00,---,---,---,---,---,---,
Capturas 1,06:13:27,---,---,---,---,---,---,
Capturas 1,06:13:48,800,7,Off,---,---,---,
Capturas 1,06:14:17,---,---,---,---,---,---,
Capturas 1,06:14:47,---,---,---,---,---,---,
Capturas 1,06:15:08,801,0,Off,---,---,---,
Capturas 1,06:15:32,800,9,Off,---,---,---,
Capturas 1,06:15:58,801,2,Off,---,---,---,
Capturas 1,06:16:22,801,7,---,---,---,---,
Capturas 1,06:16:50,---,---,---,---,---,---,
Capturas 1,06:17:15,801,8,---,---,---,---,
Capturas 1,06:17:37,801,8,---,---,---,---,
Capturas 1,06:18:05,---,---,---,---,---,---,
Capturas 1,06:18:28,801,9,Off,---,---,---,
Capturas 1,06:18:54,801,8,Off,---,---,---,
Capturas 1,06:19:20,802,2,Off,---,---,---,
Capturas 1,06:19:45,803,7,---,---,---,---,
Capturas 1,06:20:08,801,9,Off,---,---,---,
Capturas 1,06:20:33,802,1,Off,---,---,---,
Capturas 1,06:20:59,803,4,Off,---,---,---,
