Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,07:34:28,---,---,---,---,---,---,
Capturas 1,07:34:51,663,9,Off,---,---,---,
Capturas 1,07:35:20,---,---,---,---,---,---,
Capturas 1,07:35:43,664,2,Off,---,---,---,
Capturas 1,07:36:08,664,7,Off,---,---,---,
Capturas 1,07:36:37,---,---,---,---,---,---,
Capturas 1,07:37:01,664,7,---,---,---,---,
Capturas 1,07:37:28,---,---,---,---,---,---,
Capturas 1,07:37:50,664,3,Off,---,---,---,
Capturas 1,07:38:17,664,4,Off,---,---,---,
Capturas 1,07:38:40,665,2,Off,---,---,---,
Capturas 1,07:39:07,664,5,Off,---,---,---,
Capturas 1,07:39:32,664,5,Off,---,---,---,
Capturas 1,07:39:57,664,6,Off,---,---,---,
Capturas 1,07:40:21,665,5,Off,---,---,---,
Capturas 1,07:40:46,664,7,Off,---,---,---,
Capturas 1,07:41:14,665,0,Off,---,---,---,
Capturas 1,07:41:40,664,9,Off,---,---,---,
Capturas 1,07:42:06,664,7,Off,---,---,---,
Capturas 1,07:42:30,665,1,Off,---,---,---,
Capturas 1,07:42:59,---,---,---,---,---,---,
Capturas 1,07:43:22,664,7,Off,---,---,---,
Capturas 1,07:43:46,666,0,Off,---,---,---,
Capturas 1,07:44:11,665,3,Off,---,---,---,
Capturas 1,07:44:43,---,---,---,---,---,---,
Capturas 1,07:45:09,---,---,---,---,---,---,
Capturas 1,07:45:37,---,---,---,---,---,---,
Capturas 1,07:46:00,664,6,Off,---,---,---,
Capturas 1,07:46:25,664,3,Off,---,---,---,
Capturas 1,07:46:52,664,9,Off,---,---,---,
Capturas 1,07:47:16,667,7,Off,---,---,---,
Capturas 1,07:47:41,665,2,Off,---,---,---,
Capturas 1,07:48:07,672,7,Off,---,---,---,
Capturas 1,07:48:37,---,---,---,---,---,---,
Capturas 1,07:49:00,---,---,---,---,---,---,
Capturas 1,07:49:26,693,7,Off,---,---,---,
Capturas 1,07:49:51,693,1,Off,---,---,---,
Capturas 1,07:50:17,692,8,Off,---,---,---,
Capturas 1,07:50:45,693,1,Off,---,---,---,
Capturas 1,07:51:10,693,5,Off,---,---,---,
Capturas 1,07:51:35,693,0,Off,---,---,---,
Capturas 1,07:52:00,693,5,Off,---,---,---,
Capturas 1,07:52:28,693,1,Off,---,---,---,
Capturas 1,07:52:51,693,2,Off,---,---,---,
Capturas 1,07:53:17,693,0,Off,---,---,---,
Capturas 1,07:53:42,693,1,Off,---,---,---,
Capturas 1,07:54:07,693,4,Off,---,---,---,
Capturas 1,07:54:35,693,0,Off,---,---,---,
Capturas 1,07:54:59,692,7,Off,---,---,---,
Capturas 1,07:55:27,693,1,Off,---,---,---,
Capturas 1,07:55:53,692,7,Off,---,---,---,
Capturas 1,07:56:21,693,9,Off,---,---,---,
Capturas 1,07:56:46,693,1,Off,---,---,---,
Capturas 1,07:57:13,693,1,Off,---,---,---,
Capturas 1,07:57:40,693,1,Off,---,---,---,
Capturas 1,07:58:08,693,1,Off,---,---,---,
Capturas 1,07:58:35,692,9,Off,---,---,---,
Capturas 1,07:58:59,693,6,Off,---,---,---,
Capturas 1,07:59:24,693,7,Off,---,---,---,
Capturas 1,07:59:49,693,2,Off,---,---,---,
Capturas 1,08:00:15,693,5,Off,---,---,---,
Capturas 1,08:00:41,693,9,Off,---,---,---,
Capturas 1,08:01:09,693,3,Off,---,---,---,
Capturas 1,08:01:35,693,8,Off,---,---,---,
Capturas 1,08:02:00,693,7,Off,---,---,---,
Capturas 1,08:02:28,693,8,Off,---,---,---,
Capturas 1,08:02:55,693,7,Off,---,---,---,
Capturas 1,08:03:23,693,7,Off,---,---,---,
Capturas 1,08:03:48,693,6,Off,---,---,---,
Capturas 1,08:04:16,694,3,Off,---,---,---,
Capturas 1,08:04:42,693,2,Off,---,---,---,
Capturas 1,08:05:09,693,8,Off,---,---,---,
Capturas 1,08:05:34,693,7,Off,---,---,---,
Capturas 1,08:06:02,693,5,Off,---,---,---,
Capturas 1,08:06:26,693,9,Off,---,---,---,
Capturas 1,08:06:55,---,---,---,---,---,---,
Capturas 1,08:07:18,693,9,Off,---,---,---,
Capturas 1,08:07:45,693,4,Off,---,---,---,
Capturas 1,08:08:11,693,5,Off,---,---,---,
Capturas 1,08:08:36,693,4,Off,---,---,---,
Capturas 1,08:09:04,693,2,Off,---,---,---,
Capturas 1,08:09:31,693,1,Off,---,---,---,
Capturas 1,08:09:59,694,2,Off,---,---,---,
Capturas 1,08:10:24,693,9,Off,---,---,---,
Capturas 1,08:10:49,693,4,Off,---,---,---,
Capturas 1,08:11:14,693,5,Off,---,---,---,
Capturas 1,08:11:39,693,4,Off,---,---,---,
Capturas 1,08:12:04,693,9,Off,---,---,---,
Capturas 1,08:12:28,693,4,Off,---,---,---,
Capturas 1,08:12:56,692,8,Off,---,---,---,
Capturas 1,08:13:20,693,1,Off,---,---,---,
Capturas 1,08:13:47,693,6,Off,---,---,---,
Capturas 1,08:14:17,---,---,---,---,---,---,
Capturas 1,08:14:46,---,---,---,---,---,---,
Capturas 1,08:15:12,---,---,---,---,---,---,
Capturas 1,08:15:41,---,---,---,---,---,---,
Capturas 1,08:16:11,---,---,---,---,---,---,
Capturas 1,08:16:36,---,---,---,---,---,---,
Capturas 1,08:17:03,694,3,---,---,---,---,
Capturas 1,08:17:30,---,---,---,---,---,---,
Capturas 1,08:17:55,695,8,---,---,---,---,
Capturas 1,08:18:20,---,---,---,---,---,---,
Capturas 1,08:18:41,694,8,Off,---,---,---,
