Code,Tiempo,Escalas(m),Datos1(°),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Babor,13:07:42,122,9,---,---,---,---,
Babor,13:10:21,---,---,---,---,---,---,
Babor,13:12:00,---,---,---,---,---,---,
Babor,13:13:39,---,---,---,---,---,---,
Babor,13:15:18,---,---,---,---,---,---,
Babor,13:16:57,---,---,---,---,---,---,
Babor,13:18:36,---,---,---,---,---,---,
Babor,13:20:16,---,---,---,---,---,---,
Babor,13:21:55,---,---,---,---,---,---,
Babor,13:23:34,---,---,---,---,---,---,
Babor,13:25:13,---,---,---,---,---,---,
Babor,13:26:52,---,---,---,---,---,---,
Babor,13:28:32,---,---,---,---,---,---,
Babor,13:30:11,---,---,---,---,---,---,
Babor,13:32:42,532,7,26,0,---,---,
Babor,13:35:18,---,---,---,---,---,---,
Babor,13:36:59,---,---,---,---,---,---,
Babor,13:38:39,---,---,---,---,---,---,
Babor,13:40:18,---,---,---,---,---,---,
Babor,13:41:56,1722,8,---,---,---,---,
Babor,13:43:36,1722,4,---,---,---,---,
Babor,13:45:25,1721,8,---,---,---,---,
Babor,13:45:52,1721,2,---,---,---,---,
Babor,13:46:17,1721,7,---,---,---,---,
Babor,13:46:41,1721,3,---,---,---,---,
Babor,13:47:08,---,---,---,---,---,---,
Babor,13:47:32,---,---,---,---,---,---,
Babor,13:47:56,---,---,---,---,---,---,
Babor,13:48:20,---,---,---,---,---,---,
Babor,13:48:44,---,---,---,---,---,---,
Babor,13:49:08,---,---,---,---,---,---,
Babor,13:49:33,---,---,---,---,---,---,
Babor,13:49:57,---,---,---,---,---,---,
Babor,13:50:21,---,---,---,---,---,---,
Babor,13:50:46,---,---,---,---,---,---,
Babor,13:51:10,---,---,---,---,---,---,
Babor,13:51:34,---,---,---,---,---,---,
Babor,13:51:58,---,---,---,---,---,---,
Babor,13:52:23,---,---,---,---,---,---,
Babor,13:52:47,---,---,---,---,---,---,
Babor,13:53:12,---,---,---,---,---,---,
Babor,13:53:36,---,---,---,---,---,---,
Babor,13:53:59,1718,7,---,---,---,---,
Babor,13:54:24,1719,4,---,---,---,---,
Babor,13:54:51,1718,6,---,---,---,---,
Babor,13:55:16,1719,6,---,---,---,---,
Babor,13:55:40,1719,7,---,---,---,---,
Babor,13:56:05,1719,4,---,---,---,---,
Babor,13:56:30,1719,8,---,---,---,---,
Babor,13:56:55,1720,0,---,---,---,---,
Babor,13:57:21,---,---,---,---,---,---,
Babor,13:57:44,1719,7,---,---,---,---,
Babor,13:58:10,---,---,---,---,---,---,
Babor,13:58:33,1720,4,---,---,---,---,
Babor,13:58:59,---,---,---,---,---,---,
Babor,13:59:25,1721,2,---,---,---,---,
Babor,13:59:50,1722,0,---,---,---,---,
