Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,10:01:15,876,8,Off,---,---,---,
Capturas 1,10:01:41,879,4,Off,---,---,---,
Capturas 1,10:02:08,---,---,---,---,---,---,
Capturas 1,10:02:34,---,---,---,---,---,---,
Capturas 1,10:03:00,---,---,---,---,---,---,
Capturas 1,10:03:23,877,9,---,---,---,---,
Capturas 1,10:03:49,876,0,---,---,---,---,
Capturas 1,10:04:13,879,6,Off,---,---,---,
Capturas 1,10:04:40,875,6,Off,---,---,---,
Capturas 1,10:05:06,881,0,---,---,---,---,
Capturas 1,10:05:34,---,---,---,---,---,---,
Capturas 1,10:05:56,876,0,Off,---,---,---,
Capturas 1,10:06:22,876,0,On,---,---,---,
Capturas 1,10:06:47,877,2,On,---,---,---,
Capturas 1,10:07:11,876,6,On,---,---,---,
Capturas 1,10:07:37,876,0,On,---,---,---,
Capturas 1,10:08:05,---,---,---,---,---,---,
Capturas 1,10:08:34,---,---,---,---,---,---,
Capturas 1,10:09:01,876,4,---,---,---,---,
Capturas 1,10:09:28,876,0,---,---,---,---,
Capturas 1,10:09:55,877,1,On,---,---,---,
Capturas 1,10:10:24,876,8,---,---,---,---,
Capturas 1,10:10:51,878,4,On,---,---,---,
Capturas 1,10:11:16,876,2,On,---,---,---,
Capturas 1,10:11:39,878,8,Off,---,---,---,
Capturas 1,10:12:04,875,5,On,---,---,---,
Capturas 1,10:12:28,875,0,On,---,---,---,
Capturas 1,10:12:56,---,---,---,---,---,---,
Capturas 1,10:13:21,876,3,On,---,---,---,
Capturas 1,10:13:45,879,6,On,---,---,---,
Capturas 1,10:14:08,876,8,Off,---,---,---,
Capturas 1,10:14:35,875,4,---,---,---,---,
Capturas 1,10:15:01,874,9,On,---,---,---,
Capturas 1,10:15:26,876,5,---,---,---,---,
Capturas 1,10:15:49,876,0,On,---,---,---,
Capturas 1,10:16:15,877,7,On,---,---,---,
Capturas 1,10:16:40,880,3,---,---,---,---,
Capturas 1,10:17:05,875,8,On,---,---,---,
Capturas 1,10:17:32,879,8,Off,---,---,---,
Capturas 1,10:18:00,876,4,Off,---,---,---,
Capturas 1,10:18:29,876,4,---,---,---,---,
Capturas 1,10:18:54,876,1,On,---,---,---,
Capturas 1,10:19:22,878,8,On,---,---,---,
