Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,09:10:45,---,---,---,---,---,---,
Capturas 1,09:11:08,1009,8,Off,---,---,---,
Capturas 1,09:11:34,---,---,---,---,---,---,
Capturas 1,09:11:53,1010,0,Off,---,---,---,
Capturas 1,09:12:15,1009,3,Off,---,---,---,
Capturas 1,09:12:40,1010,4,Off,---,---,---,
Capturas 1,09:13:03,1009,8,Off,---,---,---,
Capturas 1,09:13:28,1009,7,Off,---,---,---,
Capturas 1,09:13:53,1009,5,---,---,---,---,
Capturas 1,09:14:14,1009,9,Off,---,---,---,
Capturas 1,09:14:39,---,---,---,---,---,---,
Capturas 1,09:15:01,1009,7,Off,---,---,---,
Capturas 1,09:15:25,1009,7,Off,---,---,---,
Capturas 1,09:15:48,1008,9,Off,---,---,---,
Capturas 1,09:16:09,1009,0,Off,---,---,---,
Capturas 1,09:16:32,1010,2,Off,---,---,---,
Capturas 1,09:16:54,1009,4,Off,---,---,---,
Capturas 1,09:17:16,1010,8,Off,---,---,---,
Capturas 1,09:17:41,1009,7,Off,---,---,---,
Capturas 1,09:18:06,1010,2,---,---,---,---,
Capturas 1,09:18:27,1018,2,Off,---,---,---,
Capturas 1,09:18:49,1019,4,---,---,---,---,
Capturas 1,09:19:14,---,---,---,---,---,---,
Capturas 1,09:19:34,1029,2,Off,---,---,---,
Capturas 1,09:20:00,---,---,---,---,---,---,
Capturas 1,09:20:22,1044,2,---,---,---,---,
Capturas 1,09:20:44,1050,7,Off,---,---,---,
Capturas 1,09:21:08,1055,5,---,---,---,---,
Capturas 1,09:21:29,1060,2,Off,---,---,---,
Capturas 1,09:21:53,1057,1,Off,---,---,---,
Capturas 1,09:22:17,1055,8,Off,---,---,---,
Capturas 1,09:22:41,1055,7,Off,---,---,---,
Capturas 1,09:23:05,1055,7,Off,---,---,---,
Capturas 1,09:23:28,1055,1,Off,---,---,---,
Capturas 1,09:23:51,1057,9,Off,---,---,---,
Capturas 1,09:24:16,---,---,---,---,---,---,
Capturas 1,09:24:43,---,---,---,---,---,---,
Capturas 1,09:25:04,1056,2,---,---,---,---,
Capturas 1,09:25:26,1055,8,---,---,---,---,
Capturas 1,09:25:47,1055,4,Off,---,---,---,
Capturas 1,09:26:11,1055,7,Off,---,---,---,
Capturas 1,09:26:35,1059,2,---,---,---,---,
Capturas 1,09:26:55,1055,4,Off,---,---,---,
Capturas 1,09:27:19,1055,7,Off,---,---,---,
Capturas 1,09:27:44,1056,2,Off,---,---,---,
Capturas 1,09:28:07,1055,8,Off,---,---,---,
Capturas 1,09:28:32,1056,6,Off,---,---,---,
Capturas 1,09:28:59,1054,9,---,---,---,---,
Capturas 1,09:29:19,1054,3,Off,---,---,---,
Capturas 1,09:29:40,1055,9,Off,---,---,---,
Capturas 1,09:30:08,---,---,---,---,---,---,
Capturas 1,09:30:31,1057,6,Off,---,---,---,
Capturas 1,09:31:00,---,---,---,---,---,---,
Capturas 1,09:31:25,---,---,---,---,---,---,
Capturas 1,09:31:50,---,---,---,---,---,---,
Capturas 1,09:32:13,1053,2,Off,---,---,---,
Capturas 1,09:32:40,1059,4,---,---,---,---,
Capturas 1,09:33:02,1054,4,---,---,---,---,
Capturas 1,09:33:27,1056,2,---,---,---,---,
Capturas 1,09:33:54,---,---,---,---,---,---,
Capturas 1,09:34:18,---,---,---,---,---,---,
Capturas 1,09:34:39,1056,1,Off,---,---,---,
Capturas 1,09:35:01,1055,9,Off,---,---,---,
Capturas 1,09:35:24,1055,8,Off,---,---,---,
Capturas 1,09:35:51,---,---,---,---,---,---,
Capturas 1,09:36:12,1056,0,Off,---,---,---,
Capturas 1,09:36:36,1055,6,---,---,---,---,
Capturas 1,09:36:57,1055,0,Off,---,---,---,
Capturas 1,09:37:20,1054,9,Off,---,---,---,
Capturas 1,09:37:43,1055,1,Off,---,---,---,
Capturas 1,09:38:08,1055,5,Off,---,---,---,
Capturas 1,09:38:29,1055,9,Off,---,---,---,
Capturas 1,09:38:55,---,---,---,---,---,---,
Capturas 1,09:39:15,1055,3,Off,---,---,---,
Capturas 1,09:39:39,1053,6,Off,---,---,---,
Capturas 1,09:40:03,---,---,---,---,---,---,
Capturas 1,09:40:30,---,---,---,---,---,---,
Capturas 1,09:41:00,---,---,---,---,---,---,
Capturas 1,09:41:28,---,---,---,---,---,---,
Capturas 1,09:41:52,---,---,---,---,---,---,
Capturas 1,09:42:16,---,---,---,---,---,---,
Capturas 1,09:42:41,---,---,---,---,---,---,
Capturas 1,09:43:06,---,---,---,---,---,---,
Capturas 1,09:43:32,---,---,---,---,---,---,
Capturas 1,09:43:57,---,---,---,---,---,---,
Capturas 1,09:44:22,---,---,---,---,---,---,
Capturas 1,09:44:43,709,7,Off,---,---,---,
Capturas 1,09:45:05,686,4,Off,---,---,---,
Capturas 1,09:45:34,---,---,---,---,---,---,
Capturas 1,09:45:59,---,---,---,---,---,---,
Capturas 1,09:46:21,610,9,Off,---,---,---,
Capturas 1,09:46:44,584,0,Off,---,---,---,
Capturas 1,09:47:08,555,9,Off,---,---,---,
Capturas 1,09:47:30,531,0,Off,---,---,---,
Capturas 1,09:47:54,503,3,Off,---,---,---,
Capturas 1,09:48:18,473,4,Off,---,---,---,
Capturas 1,09:48:41,445,9,Off,---,---,---,
