Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,06:08:47,803,6,---,---,---,---,
Capturas 1,06:09:15,804,0,---,---,---,---,
Capturas 1,06:09:41,804,6,Off,---,---,---,
Capturas 1,06:10:09,806,4,Off,---,---,---,
Capturas 1,06:10:38,803,9,---,---,---,---,
Capturas 1,06:11:07,---,---,---,---,---,---,
Capturas 1,06:11:37,---,---,---,---,---,---,
Capturas 1,06:12:04,---,---,---,---,---,---,
Capturas 1,06:12:33,---,---,---,---,---,---,
Capturas 1,06:12:59,804,2,Off,---,---,---,
Capturas 1,06:13:30,---,---,---,---,---,---,
Capturas 1,06:14:00,---,---,---,---,---,---,
Capturas 1,06:14:29,---,---,---,---,---,---,
Capturas 1,06:14:59,---,---,---,---,---,---,
Capturas 1,06:15:28,---,---,---,---,---,---,
Capturas 1,06:15:57,---,---,---,---,---,---,
Capturas 1,06:16:27,---,---,---,---,---,---,
Capturas 1,06:16:54,808,5,---,---,---,---,
Capturas 1,06:17:23,---,---,---,---,---,---,
Capturas 1,06:17:53,---,---,---,---,---,---,
Capturas 1,06:18:22,---,---,---,---,---,---,
Capturas 1,06:18:51,---,---,---,---,---,---,
Capturas 1,06:19:21,---,---,---,---,---,---,
Capturas 1,06:19:50,---,---,---,---,---,---,
Capturas 1,06:20:20,---,---,---,---,---,---,
Capturas 1,06:20:49,---,---,---,---,---,---,
Capturas 1,06:21:18,---,---,---,---,---,---,
Capturas 1,06:21:48,---,---,---,---,---,---,
Capturas 1,06:22:15,808,4,---,---,---,---,
Capturas 1,06:22:42,---,---,---,---,---,---,
Capturas 1,06:23:03,804,4,Off,---,---,---,
Capturas 1,06:23:26,803,9,Off,---,---,---,
Capturas 1,06:23:51,804,7,---,---,---,---,
Capturas 1,06:24:18,---,---,---,---,---,---,
Capturas 1,06:24:41,804,9,Off,---,---,---,
Capturas 1,06:25:10,804,9,---,---,---,---,
Capturas 1,06:25:34,804,2,---,---,---,---,
Capturas 1,06:26:02,---,---,---,---,---,---,
Capturas 1,06:26:31,---,---,---,---,---,---,
Capturas 1,06:27:01,---,---,---,---,---,---,
Capturas 1,06:27:24,804,1,Off,---,---,---,
Capturas 1,06:27:50,806,7,Off,---,---,---,
Capturas 1,06:28:13,804,9,Off,---,---,---,
Capturas 1,06:28:41,804,4,Off,---,---,---,
Capturas 1,06:29:09,804,4,Off,---,---,---,
Capturas 1,06:29:37,803,9,Off,---,---,---,
Capturas 1,06:30:05,804,1,Off,---,---,---,
Capturas 1,06:30:37,---,---,---,---,---,---,
Capturas 1,06:31:02,808,6,Off,---,---,---,
Capturas 1,06:31:28,804,7,Off,---,---,---,
Capturas 1,06:31:56,804,0,Off,---,---,---,
Capturas 1,06:32:22,804,0,Off,---,---,---,
Capturas 1,06:32:49,805,9,Off,---,---,---,
Capturas 1,06:33:21,---,---,---,---,---,---,
Capturas 1,06:33:47,803,3,Off,---,---,---,
Capturas 1,06:34:15,803,3,Off,---,---,---,
Capturas 1,06:34:46,---,---,---,---,---,---,
Capturas 1,06:35:16,---,---,---,---,---,---,
Capturas 1,06:35:41,804,0,Off,---,---,---,
