Code,Tiempo,Escalas(m),Datos1(°),Datos2(m),Latitude,Longitude,Sonda(m),Comment
H36G,06:27:18,590,4,43,0,---,---,---,---,
H36G,06:27:41,590,1,45,5,---,---,---,---,
H36G,06:28:05,589,8,---,---,---,---,---,
H36G,06:28:28,590,0,41,3,---,---,---,---,
H36G,06:28:52,591,0,39,8,---,---,---,---,
H36G,06:29:15,590,1,42,6,---,---,---,---,
H36G,06:29:42,590,4,43,2,---,---,---,---,
H36G,06:30:05,589,7,39,4,---,---,---,---,
H36G,06:30:30,590,1,50,0,---,---,---,---,
H36G,06:30:54,590,2,39,3,---,---,---,---,
H36G,06:31:17,590,8,38,5,---,---,---,---,
H36G,06:31:41,590,1,41,7,---,---,---,---,
H36G,06:32:05,592,3,36,3,---,---,---,---,
H36G,06:32:28,590,2,43,3,---,---,---,---,
H36G,06:32:52,596,6,51,7,---,---,---,---,
H36G,06:33:16,602,7,46,0,---,---,---,---,
H36G,06:33:40,613,3,---,---,---,---,---,
H36G,06:34:07,617,6,---,---,---,---,---,
H36G,06:34:30,625,7,44,0,---,---,---,---,
H36G,06:34:53,625,7,46,6,---,---,---,---,
H36G,06:35:17,625,6,46,9,---,---,---,---,
H36G,06:35:43,625,4,---,---,---,---,---,
H36G,06:36:08,625,2,---,---,---,---,---,
H36G,06:36:34,625,6,43,7,---,---,---,---,
H36G,06:36:57,626,0,---,---,---,---,---,
H36G,06:37:23,626,0,43,1,---,---,---,---,
H36G,06:37:47,626,4,---,---,---,---,---,
H36G,06:38:10,626,8,40,4,---,---,---,---,
H36G,06:38:33,625,9,49,1,---,---,---,---,
H36G,06:38:56,626,6,42,6,---,---,---,---,
H36G,06:39:21,626,1,---,---,---,---,---,
H36G,06:39:48,625,4,---,---,---,---,---,
H36G,06:40:11,---,---,---,---,---,---,
H36G,06:40:34,626,5,43,5,---,---,---,---,
H36G,06:40:58,626,4,42,2,---,---,---,---,
H36G,06:41:26,626,2,---,---,---,---,---,
H36G,06:41:49,627,2,47,1,---,---,---,---,
H36G,06:42:13,626,3,52,6,---,---,---,---,
H36G,06:42:38,626,3,45,6,---,---,---,---,
H36G,06:43:01,626,1,45,6,---,---,---,---,
H36G,06:43:25,626,3,46,2,---,---,---,---,
H36G,06:43:49,626,6,45,1,---,---,---,---,
H36G,06:44:14,626,8,---,---,---,---,---,
H36G,06:44:36,626,0,47,6,---,---,---,---,
H36G,06:45:00,626,7,53,9,---,---,---,---,
H36G,06:45:23,625,9,49,5,---,---,---,---,
H36G,06:45:48,626,1,47,1,---,---,---,---,
H36G,06:46:13,626,4,47,7,---,---,---,---,
H36G,06:46:37,627,1,45,3,---,---,---,---,
H36G,06:47:00,626,6,38,9,---,---,---,---,
H36G,06:47:26,626,3,47,9,---,---,---,---,
H36G,06:47:49,626,1,45,2,---,---,---,---,
H36G,06:48:13,626,2,46,3,---,---,---,---,
H36G,06:48:37,627,0,48,7,---,---,---,---,
H36G,06:49:01,626,6,---,---,---,---,---,
H36G,06:49:23,626,0,51,6,---,---,---,---,
H36G,06:49:47,627,1,43,8,---,---,---,---,
H36G,06:50:12,626,1,---,---,---,---,---,
H36G,06:50:34,626,3,45,7,---,---,---,---,
H36G,06:51:00,626,5,44,9,---,---,---,---,
H36G,06:51:23,626,4,41,1,---,---,---,---,
H36G,06:51:47,626,3,42,6,---,---,---,---,
H36G,06:52:12,626,4,45,8,---,---,---,---,
H36G,06:52:36,626,9,38,0,---,---,---,---,
H36G,06:53:00,626,1,42,8,---,---,---,---,
H36G,06:53:24,626,9,46,2,---,---,---,---,
H36G,06:53:49,626,1,39,4,---,---,---,---,
H36G,06:54:15,625,5,50,0,---,---,---,---,
H36G,06:54:39,626,9,44,3,---,---,---,---,
H36G,06:55:04,625,7,41,6,---,---,---,---,
H36G,06:55:28,626,0,40,1,---,---,---,---,
H36G,06:55:51,626,6,43,5,---,---,---,---,
H36G,06:56:18,---,---,---,---,---,---,
H36G,06:56:41,626,5,40,9,---,---,---,---,
H36G,06:57:05,626,2,43,1,---,---,---,---,
H36G,06:57:30,626,2,44,4,---,---,---,---,
H36G,06:57:55,626,4,---,---,---,---,---,
H36G,06:58:19,626,6,44,5,---,---,---,---,
H36G,06:58:44,626,3,41,2,---,---,---,---,
H36G,06:59:08,626,2,43,4,---,---,---,---,
H36G,06:59:32,626,3,45,3,---,---,---,---,
H36G,06:59:56,626,7,36,6,---,---,---,---,
H36G,07:00:19,626,3,42,0,---,---,---,---,
H36G,07:00:45,626,4,42,6,---,---,---,---,
H36G,07:01:10,627,2,48,4,---,---,---,---,
H36G,07:01:33,626,0,---,---,---,---,---,
H36G,07:01:57,626,7,36,1,---,---,---,---,
H36G,07:02:22,626,0,47,9,---,---,---,---,
H36G,07:02:46,627,7,44,6,---,---,---,---,
H36G,07:03:11,625,5,41,9,---,---,---,---,
H36G,07:03:35,625,1,---,---,---,---,---,
H36G,07:03:57,625,6,40,6,---,---,---,---,
H36G,07:04:22,625,7,40,2,---,---,---,---,
H36G,07:04:46,625,9,40,2,---,---,---,---,
H36G,07:05:11,625,8,---,---,---,---,---,
H36G,07:05:34,625,7,46,2,---,---,---,---,
H36G,07:05:58,626,4,---,---,---,---,---,
H36G,07:06:21,626,4,45,9,---,---,---,---,
H36G,07:06:45,626,2,40,0,---,---,---,---,
H36G,07:07:08,626,6,37,7,---,---,---,---,
H36G,07:07:32,625,3,45,6,---,---,---,---,
H36G,07:07:55,626,2,39,8,---,---,---,---,
H36G,07:08:20,625,9,---,---,---,---,---,
H36G,07:08:44,626,9,---,---,---,---,---,
H36G,07:09:09,626,6,---,---,---,---,---,
H36G,07:09:35,625,7,41,1,---,---,---,---,
H36G,07:10:00,625,3,---,---,---,---,---,
H36G,07:10:24,626,2,42,1,---,---,---,---,
H36G,07:10:48,626,1,44,6,---,---,---,---,
H36G,07:11:13,625,6,38,4,---,---,---,---,
H36G,07:11:38,625,8,46,4,---,---,---,---,
H36G,07:12:03,626,1,42,7,---,---,---,---,
H36G,07:12:27,625,4,39,6,---,---,---,---,
H36G,07:12:53,625,2,40,9,---,---,---,---,
H36G,07:13:19,626,0,45,3,---,---,---,---,
H36G,07:13:44,625,9,43,7,---,---,---,---,
H36G,07:14:09,625,6,---,---,---,---,---,
H36G,07:14:33,626,5,47,9,---,---,---,---,
H36G,07:14:57,625,6,---,---,---,---,---,
H36G,07:15:20,625,5,40,9,---,---,---,---,
H36G,07:15:46,627,2,39,0,---,---,---,---,
H36G,07:16:11,625,3,40,1,---,---,---,---,
H36G,07:16:36,625,8,42,5,---,---,---,---,
H36G,07:16:59,625,5,40,8,---,---,---,---,
H36G,07:17:25,624,4,---,---,---,---,---,
H36G,07:17:48,626,9,40,7,---,---,---,---,
H36G,07:18:13,625,6,49,0,---,---,---,---,
H36G,07:18:37,625,8,44,1,---,---,---,---,
H36G,07:19:01,625,8,39,6,---,---,---,---,
H36G,07:19:26,625,4,---,---,---,---,---,
H36G,07:19:50,625,9,44,9,---,---,---,---,
H36G,07:20:14,625,7,44,5,---,---,---,---,
H36G,07:20:39,624,9,46,9,---,---,---,---,
H36G,07:21:04,626,3,43,4,---,---,---,---,
H36G,07:21:29,625,9,---,---,---,---,---,
H36G,07:21:54,625,5,42,2,---,---,---,---,
H36G,07:22:18,626,1,41,2,---,---,---,---,
H36G,07:22:43,625,2,---,---,---,---,---,
H36G,07:23:05,624,9,40,2,---,---,---,---,
H36G,07:23:29,626,1,39,6,---,---,---,---,
H36G,07:23:52,625,6,42,6,---,---,---,---,
H36G,07:24:15,625,5,49,8,---,---,---,---,
H36G,07:24:38,626,0,43,6,---,---,---,---,
H36G,07:25:02,626,1,45,2,---,---,---,---,
H36G,07:25:27,626,2,44,2,---,---,---,---,
H36G,07:25:51,625,6,49,6,---,---,---,---,
H36G,07:26:16,625,9,49,2,---,---,---,---,
H36G,07:26:41,625,4,40,7,---,---,---,---,
H36G,07:27:05,625,9,43,0,---,---,---,---,
H36G,07:27:29,627,0,---,---,---,---,---,
H36G,07:27:52,626,3,40,6,---,---,---,---,
H36G,07:28:19,625,4,49,1,---,---,---,---,
H36G,07:28:43,626,1,42,2,---,---,---,---,
H36G,07:29:06,625,6,47,1,---,---,---,---,
H36G,07:29:31,624,8,43,0,---,---,---,---,
H36G,07:29:54,625,2,43,1,---,---,---,---,
H36G,07:30:18,624,2,47,4,---,---,---,---,
H36G,07:30:42,623,7,40,2,---,---,---,---,
H36G,07:31:05,623,1,46,4,---,---,---,---,
H36G,07:31:29,622,3,44,2,---,---,---,---,
H36G,07:31:52,623,1,36,0,---,---,---,---,
H36G,07:32:17,621,6,47,5,---,---,---,---,
H36G,07:32:41,---,---,---,---,---,---,
H36G,07:33:05,622,4,---,---,---,---,---,
H36G,07:33:28,624,5,35,8,---,---,---,---,
H36G,07:33:52,624,7,38,4,---,---,---,---,
H36G,07:34:16,635,7,---,---,---,---,---,
H36G,07:34:40,647,2,---,---,---,---,---,
H36G,07:35:03,657,7,43,1,---,---,---,---,
H36G,07:35:26,661,5,40,8,---,---,---,---,
H36G,07:35:51,661,1,---,---,---,---,---,
H36G,07:36:15,660,8,40,9,---,---,---,---,
H36G,07:36:39,661,2,48,2,---,---,---,---,
H36G,07:37:03,665,7,47,1,---,---,---,---,
H36G,07:37:27,661,4,45,8,---,---,---,---,
H36G,07:37:50,661,7,45,1,---,---,---,---,
H36G,07:38:16,661,3,---,---,---,---,---,
H36G,07:38:39,662,5,42,1,---,---,---,---,
H36G,07:39:02,661,2,45,4,---,---,---,---,
H36G,07:39:26,662,1,46,2,---,---,---,---,
H36G,07:39:49,662,4,47,5,---,---,---,---,
H36G,07:40:12,663,2,44,7,---,---,---,---,
H36G,07:40:36,662,3,49,9,---,---,---,---,
H36G,07:41:00,662,4,49,5,---,---,---,---,
H36G,07:41:22,662,4,52,8,---,---,---,---,
H36G,07:41:46,662,6,48,9,---,---,---,---,
H36G,07:42:10,662,7,44,4,---,---,---,---,
H36G,07:42:33,662,6,53,4,---,---,---,---,
H36G,07:42:59,662,0,---,---,---,---,---,
H36G,07:43:22,662,6,44,8,---,---,---,---,
H36G,07:43:45,662,7,44,9,---,---,---,---,
H36G,07:44:09,662,9,43,5,---,---,---,---,
H36G,07:44:33,662,6,49,0,---,---,---,---,
H36G,07:44:56,662,5,44,8,---,---,---,---,
H36G,07:45:20,662,7,---,---,---,---,---,
H36G,07:45:43,662,9,42,7,---,---,---,---,
H36G,07:46:06,662,3,47,3,---,---,---,---,
H36G,07:46:31,662,0,---,---,---,---,---,
H36G,07:46:53,662,6,43,5,---,---,---,---,
H36G,07:47:18,662,6,---,---,---,---,---,
H36G,07:47:41,662,9,45,2,---,---,---,---,
H36G,07:48:05,662,3,---,---,---,---,---,
H36G,07:48:28,662,9,46,1,---,---,---,---,
H36G,07:48:51,662,4,---,---,---,---,---,
H36G,07:49:14,662,8,50,8,---,---,---,---,
H36G,07:49:40,662,1,---,---,---,---,---,
H36G,07:50:04,662,2,---,---,---,---,---,
H36G,07:50:25,663,6,41,3,---,---,---,---,
H36G,07:50:49,663,0,43,2,---,---,---,---,
H36G,07:51:14,662,8,42,9,---,---,---,---,
H36G,07:51:39,662,4,---,---,---,---,---,
H36G,07:52:01,662,8,42,1,---,---,---,---,
H36G,07:52:26,662,6,---,---,---,---,---,
H36G,07:52:49,662,2,48,2,---,---,---,---,
H36G,07:53:12,662,8,46,6,---,---,---,---,
H36G,07:53:37,662,3,---,---,---,---,---,
H36G,07:53:59,662,7,48,4,---,---,---,---,
H36G,07:54:23,662,4,42,9,---,---,---,---,
H36G,07:54:47,662,0,---,---,---,---,---,
H36G,07:55:10,662,8,43,2,---,---,---,---,
H36G,07:55:34,661,4,42,9,---,---,---,---,
H36G,07:55:57,662,2,42,2,---,---,---,---,
H36G,07:56:21,662,9,44,1,---,---,---,---,
H36G,07:56:44,664,1,42,7,---,---,---,---,
H36G,07:57:09,662,2,---,---,---,---,---,
H36G,07:57:31,662,6,43,0,---,---,---,---,
H36G,07:57:55,662,8,45,1,---,---,---,---,
H36G,07:58:18,662,4,46,8,---,---,---,---,
H36G,07:58:41,662,7,39,7,---,---,---,---,
H36G,07:59:05,663,5,38,1,---,---,---,---,
H36G,07:59:29,662,4,---,---,---,---,---,
H36G,07:59:52,663,0,41,3,---,---,---,---,
H36G,08:00:16,662,7,49,1,---,---,---,---,
H36G,08:00:39,663,0,43,4,---,---,---,---,
H36G,08:01:03,663,2,43,0,---,---,---,---,
H36G,08:01:27,661,8,---,---,---,---,---,
H36G,08:01:51,---,---,---,---,---,---,
H36G,08:02:17,603,7,---,---,---,---,---,
H36G,08:02:45,---,---,---,---,---,---,
H36G,08:03:10,531,0,---,---,---,---,---,
H36G,08:03:35,501,1,---,---,---,---,---,
H36G,08:04:02,---,---,---,---,---,---,
H36G,08:04:24,446,0,---,---,---,---,---,
H36G,08:04:47,417,3,---,---,---,---,---,
H36G,08:05:12,386,0,---,---,---,---,---,
H36G,08:05:35,355,6,40,6,---,---,---,---,
H36G,08:05:59,329,1,50,0,---,---,---,---,
H36G,08:06:22,303,7,---,---,---,---,---,
H36G,08:06:46,276,0,40,8,---,---,---,---,
H36G,08:07:11,248,0,25,1,---,---,---,---,
H36G,08:07:39,---,---,---,---,---,---,
H36G,08:07:59,186,4,28,8,---,---,---,---,
H36G,08:08:23,157,3,25,6,---,---,---,---,
H36G,08:08:47,130,5,---,---,---,---,---,
H36G,08:09:13,103,3,---,---,---,---,---,
H36G,08:09:38,76,5,---,---,---,---,---,
H36G,08:10:01,53,1,---,---,---,---,---,
H36G,08:10:25,31,1,---,---,---,---,---,
H36G,08:10:48,16,1,---,---,---,---,---,
H36G,08:11:12,8,7,---,---,---,---,---,
H36G,08:11:40,---,---,---,---,---,---,
H36G,08:12:08,---,---,---,---,---,---,
H36G,08:12:36,---,---,---,---,---,---,
H36G,08:13:03,---,---,---,---,---,---,
H36G,08:13:31,---,---,---,---,---,---,
H36G,08:13:59,---,---,---,---,---,---,
H36G,08:14:27,---,---,---,---,---,---,
H36G,08:14:55,---,---,---,---,---,---,
H36G,08:15:23,---,---,---,---,---,---,
H36G,08:15:53,---,---,---,---,---,---,
H36G,08:16:22,---,---,---,---,---,---,
H36G,08:16:50,---,---,---,---,---,---,
H36G,08:17:19,---,---,---,---,---,---,
H36G,08:17:49,---,---,---,---,---,---,
H36G,08:18:17,---,---,---,---,---,---,
H36G,08:18:46,---,---,---,---,---,---,
H36G,08:19:15,---,---,---,---,---,---,
H36G,08:19:45,---,---,---,---,---,---,
H36G,08:20:14,---,---,---,---,---,---,
H36G,08:20:42,---,---,---,---,---,---,
H36G,08:21:10,---,---,---,---,---,---,
H36G,08:21:39,---,---,---,---,---,---,
H36G,08:22:09,---,---,---,---,---,---,
H36G,08:22:38,---,---,---,---,---,---,
H36G,08:23:08,---,---,---,---,---,---,
H36G,08:23:37,---,---,---,---,---,---,
H36G,08:24:06,---,---,---,---,---,---,
H36G,08:24:36,---,---,---,---,---,---,
H36G,08:25:05,---,---,---,---,---,---,
H36G,08:25:34,---,---,---,---,---,---,
H36G,08:26:04,---,---,---,---,---,---,
H36G,08:26:33,---,---,---,---,---,---,
H36G,08:27:03,---,---,---,---,---,---,
H36G,08:27:32,---,---,---,---,---,---,
H36G,08:28:00,---,---,---,---,---,---,
H36G,08:28:28,---,---,---,---,---,---,
H36G,08:28:58,---,---,---,---,---,---,
H36G,08:29:26,1728,2,---,---,---,---,---,
H36G,08:29:54,---,58,6,---,---,---,---,
H36G,08:30:20,---,---,---,---,---,---,
H36G,08:30:42,19,9,26,4,---,---,---,---,
H36G,08:31:08,22,4,22,4,---,---,---,---,
H36G,08:31:33,---,34,7,---,---,---,---,
H36G,08:31:59,125,8,28,8,---,---,---,---,
H36G,08:32:21,---,35,2,---,---,---,---,
H36G,08:32:46,235,4,34,7,---,---,---,---,
H36G,08:33:11,---,37,7,---,---,---,---,
H36G,08:33:36,367,6,41,2,---,---,---,---,
H36G,08:34:04,---,---,---,---,---,---,
H36G,08:34:30,---,---,---,---,---,---,
H36G,08:34:58,---,---,---,---,---,---,
H36G,08:35:20,---,45,1,---,---,---,---,
H36G,08:35:46,735,8,49,6,---,---,---,---,
H36G,08:36:09,766,6,43,7,---,---,---,---,
H36G,08:36:33,---,51,1,---,---,---,---,
H36G,08:36:58,761,3,45,7,---,---,---,---,
H36G,08:37:22,762,4,58,3,---,---,---,---,
H36G,08:37:49,---,---,---,---,---,---,
H36G,08:38:11,761,7,48,6,---,---,---,---,
H36G,08:38:41,---,---,---,---,---,---,
H36G,08:39:05,762,6,---,---,---,---,---,
H36G,08:39:28,761,9,---,---,---,---,---,
H36G,08:39:52,761,9,---,---,---,---,---,
H36G,08:40:17,761,5,---,---,---,---,---,
H36G,08:40:41,762,0,---,---,---,---,---,
H36G,08:41:05,761,3,---,---,---,---,---,
H36G,08:41:28,762,1,---,---,---,---,---,
H36G,08:41:52,762,2,---,---,---,---,---,
H36G,08:42:16,762,6,---,---,---,---,---,
H36G,08:42:41,762,5,---,---,---,---,---,
H36G,08:43:03,762,8,---,---,---,---,---,
H36G,08:43:25,762,4,---,---,---,---,---,
H36G,08:43:49,761,8,---,---,---,---,---,
H36G,08:44:12,762,9,46,2,---,---,---,---,
H36G,08:44:37,762,9,---,---,---,---,---,
H36G,08:45:01,762,4,---,---,---,---,---,
H36G,08:45:24,762,6,---,---,---,---,---,
H36G,08:45:48,762,7,---,---,---,---,---,
H36G,08:46:15,763,5,---,---,---,---,---,
H36G,08:46:37,762,8,51,1,---,---,---,---,
H36G,08:47:01,765,8,---,---,---,---,---,
H36G,08:47:25,771,4,---,---,---,---,---,
H36G,08:47:49,771,9,---,---,---,---,---,
H36G,08:48:12,772,4,51,1,---,---,---,---,
H36G,08:48:37,772,4,---,---,---,---,---,
H36G,08:48:59,772,2,48,4,---,---,---,---,
H36G,08:49:25,772,3,---,---,---,---,---,
H36G,08:49:48,772,3,---,---,---,---,---,
H36G,08:50:12,772,2,---,---,---,---,---,
H36G,08:50:37,772,2,---,---,---,---,---,
H36G,08:51:02,771,8,---,---,---,---,---,
H36G,08:51:26,771,9,---,---,---,---,---,
H36G,08:51:51,772,2,---,---,---,---,---,
H36G,08:52:14,772,2,50,1,---,---,---,---,
H36G,08:52:37,771,9,---,---,---,---,---,
H36G,08:53:01,772,3,---,---,---,---,---,
H36G,08:53:25,772,2,50,2,---,---,---,---,
H36G,08:53:50,772,3,---,---,---,---,---,
H36G,08:54:13,772,5,---,---,---,---,---,
H36G,08:54:36,771,8,49,7,---,---,---,---,
H36G,08:55:01,772,6,48,1,---,---,---,---,
H36G,08:55:25,771,9,52,0,---,---,---,---,
H36G,08:55:51,772,4,---,---,---,---,---,
H36G,08:56:14,772,1,---,---,---,---,---,
H36G,08:56:39,772,5,48,1,---,---,---,---,
H36G,08:57:03,772,6,50,8,---,---,---,---,
H36G,08:57:28,772,6,---,---,---,---,---,
H36G,08:57:53,772,5,---,---,---,---,---,
H36G,08:58:15,772,4,---,---,---,---,---,
H36G,08:58:38,772,3,---,---,---,---,---,
H36G,08:59:01,772,3,53,4,---,---,---,---,
H36G,08:59:25,772,2,---,---,---,---,---,
H36G,08:59:48,773,2,---,---,---,---,---,
H36G,09:00:12,772,2,---,---,---,---,---,
H36G,09:00:36,771,9,---,---,---,---,---,
H36G,09:01:00,772,2,---,---,---,---,---,
H36G,09:01:23,772,1,---,---,---,---,---,
H36G,09:01:45,772,1,53,1,---,---,---,---,
H36G,09:02:09,772,5,---,---,---,---,---,
H36G,09:02:33,772,5,51,7,---,---,---,---,
H36G,09:02:58,772,6,---,---,---,---,---,
H36G,09:03:21,772,5,---,---,---,---,---,
H36G,09:03:45,772,3,---,---,---,---,---,
H36G,09:04:09,773,0,---,---,---,---,---,
H36G,09:04:34,772,4,---,---,---,---,---,
H36G,09:04:59,772,0,---,---,---,---,---,
H36G,09:05:24,771,9,---,---,---,---,---,
H36G,09:05:46,772,1,51,3,---,---,---,---,
H36G,09:06:11,772,2,---,---,---,---,---,
H36G,09:06:33,772,1,56,1,---,---,---,---,
H36G,09:06:59,772,4,---,---,---,---,---,
H36G,09:07:20,772,5,45,7,---,---,---,---,
H36G,09:07:44,772,3,53,0,---,---,---,---,
H36G,09:08:07,771,8,51,1,---,---,---,---,
H36G,09:08:30,771,8,---,---,---,---,---,
H36G,09:08:55,773,1,---,---,---,---,---,
H36G,09:09:18,772,5,---,---,---,---,---,
H36G,09:09:39,772,5,47,7,---,---,---,---,
H36G,09:10:04,775,3,---,---,---,---,---,
H36G,09:10:26,772,6,47,5,---,---,---,---,
H36G,09:10:50,772,6,---,---,---,---,---,
H36G,09:11:13,772,5,49,7,---,---,---,---,
H36G,09:11:37,772,2,---,---,---,---,---,
H36G,09:12:01,772,2,---,---,---,---,---,
H36G,09:12:24,772,2,---,---,---,---,---,
H36G,09:12:47,771,8,---,---,---,---,---,
H36G,09:13:09,772,6,48,5,---,---,---,---,
H36G,09:13:34,773,8,---,---,---,---,---,
H36G,09:13:58,772,3,---,---,---,---,---,
H36G,09:14:20,771,9,46,4,---,---,---,---,
H36G,09:14:44,772,3,---,---,---,---,---,
H36G,09:15:07,771,6,---,---,---,---,---,
H36G,09:15:30,773,5,57,2,---,---,---,---,
H36G,09:15:54,785,1,---,---,---,---,---,
H36G,09:16:19,797,0,---,---,---,---,---,
H36G,09:16:43,802,3,---,---,---,---,---,
H36G,09:17:07,808,0,---,---,---,---,---,
H36G,09:17:29,808,1,---,---,---,---,---,
H36G,09:17:52,808,5,51,4,---,---,---,---,
H36G,09:18:16,808,3,53,0,---,---,---,---,
H36G,09:18:42,807,9,---,---,---,---,---,
H36G,09:19:06,808,4,---,---,---,---,---,
H36G,09:19:28,807,4,48,6,---,---,---,---,
H36G,09:19:52,808,6,---,---,---,---,---,
H36G,09:20:14,808,2,49,6,---,---,---,---,
H36G,09:20:39,807,2,---,---,---,---,---,
H36G,09:21:03,807,1,---,---,---,---,---,
H36G,09:21:25,808,4,50,9,---,---,---,---,
H36G,09:21:49,808,5,---,---,---,---,---,
H36G,09:22:11,808,3,49,8,---,---,---,---,
H36G,09:22:34,808,2,---,---,---,---,---,
H36G,09:22:56,808,7,50,0,---,---,---,---,
H36G,09:23:19,808,7,---,---,---,---,---,
H36G,09:23:41,807,7,---,---,---,---,---,
H36G,09:24:05,809,3,---,---,---,---,---,
H36G,09:24:29,808,6,---,---,---,---,---,
H36G,09:24:53,808,6,---,---,---,---,---,
H36G,09:25:18,808,3,---,---,---,---,---,
H36G,09:25:41,808,6,---,---,---,---,---,
H36G,09:26:05,808,5,---,---,---,---,---,
H36G,09:26:30,808,1,---,---,---,---,---,
H36G,09:26:53,808,7,---,---,---,---,---,
H36G,09:27:16,808,7,49,4,---,---,---,---,
H36G,09:27:39,808,6,52,0,---,---,---,---,
H36G,09:28:04,808,5,---,---,---,---,---,
H36G,09:28:27,808,6,---,---,---,---,---,
H36G,09:28:50,808,7,---,---,---,---,---,
H36G,09:29:13,808,5,---,---,---,---,---,
H36G,09:29:37,808,3,---,---,---,---,---,
H36G,09:30:02,808,3,---,---,---,---,---,
H36G,09:30:25,808,6,---,---,---,---,---,
H36G,09:30:48,808,5,---,---,---,---,---,
H36G,09:31:10,808,6,46,8,---,---,---,---,
H36G,09:31:35,808,7,---,---,---,---,---,
H36G,09:31:56,810,4,50,2,---,---,---,---,
H36G,09:32:19,808,7,48,9,---,---,---,---,
H36G,09:32:42,807,8,---,---,---,---,---,
H36G,09:33:06,809,0,---,---,---,---,---,
H36G,09:33:31,808,6,---,---,---,---,---,
H36G,09:33:54,808,9,---,---,---,---,---,
H36G,09:34:17,808,6,54,0,---,---,---,---,
H36G,09:34:43,809,0,---,---,---,---,---,
H36G,09:35:06,808,3,---,---,---,---,---,
H36G,09:35:28,808,0,48,2,---,---,---,---,
H36G,09:35:55,808,4,52,3,---,---,---,---,
H36G,09:36:19,808,0,---,---,---,---,---,
H36G,09:36:41,808,3,51,5,---,---,---,---,
H36G,09:37:05,808,5,50,3,---,---,---,---,
H36G,09:37:29,808,7,57,4,---,---,---,---,
H36G,09:37:52,808,5,50,6,---,---,---,---,
H36G,09:38:17,808,0,---,---,---,---,---,
H36G,09:38:39,809,2,45,2,---,---,---,---,
H36G,09:39:04,807,6,50,0,---,---,---,---,
H36G,09:39:28,813,9,---,---,---,---,---,
H36G,09:39:50,---,53,0,---,---,---,---,
H36G,09:40:14,807,9,44,5,---,---,---,---,
H36G,09:40:39,808,5,52,2,---,---,---,---,
H36G,09:41:03,808,5,---,---,---,---,---,
H36G,09:41:24,808,6,47,6,---,---,---,---,
H36G,09:41:48,808,3,---,---,---,---,---,
H36G,09:42:14,808,7,47,9,---,---,---,---,
