Code,Tiempo,Escalas(m),Datos1(°C),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Starboard Temperature,17:37:33,1687,4,10,8,---,---,
Starboard Temperature,17:38:10,1687,7,10,7,---,---,
Starboard Temperature,17:38:47,1687,6,10,8,---,---,
Starboard Temperature,17:39:24,1688,0,10,7,---,---,
Starboard Temperature,17:40:01,1688,4,10,8,---,---,
Starboard Temperature,17:40:39,1688,0,10,7,---,---,
Starboard Temperature,17:41:20,---,---,---,---,---,---,
Starboard Temperature,17:41:57,1687,8,10,7,---,---,
Starboard Temperature,17:42:38,---,---,---,---,---,---,
Starboard Temperature,17:43:17,1688,1,10,7,---,---,
Starboard Temperature,17:43:54,1687,9,10,8,---,---,
Starboard Temperature,17:44:31,1688,4,10,7,---,---,
Starboard Temperature,17:45:07,1688,2,10,6,---,---,
Starboard Temperature,17:45:45,1688,2,10,7,---,---,
Starboard Temperature,17:46:25,---,---,---,---,---,---,
Starboard Temperature,17:47:01,1687,4,10,8,---,---,
Starboard Temperature,17:47:38,1687,2,10,7,---,---,
Starboard Temperature,17:48:16,1687,7,10,7,---,---,
Starboard Temperature,17:48:55,1687,1,10,7,---,---,
Starboard Temperature,17:49:34,---,---,---,---,---,---,
Starboard Temperature,17:50:10,1687,7,10,6,---,---,
Starboard Temperature,17:50:48,1687,4,10,7,---,---,
Starboard Temperature,17:51:25,1687,6,10,6,---,---,
Starboard Temperature,17:52:01,1686,8,10,7,---,---,
Starboard Temperature,17:52:38,1687,7,10,6,---,---,
Starboard Temperature,17:53:15,1687,9,10,8,---,---,
Starboard Temperature,17:53:52,1687,5,10,6,---,---,
Starboard Temperature,17:54:29,1687,4,10,6,---,---,
Starboard Temperature,17:55:06,1687,3,10,7,---,---,
Starboard Temperature,17:55:43,1688,0,10,6,---,---,
Starboard Temperature,17:56:20,1687,3,10,6,---,---,
Starboard Temperature,17:56:58,1687,5,10,6,---,---,
Starboard Temperature,17:57:35,1687,9,10,7,---,---,
Starboard Temperature,17:58:12,1687,7,10,6,---,---,
Starboard Temperature,17:58:51,1687,7,10,6,---,---,
Starboard Temperature,17:59:31,1687,3,10,8,---,---,
Starboard Temperature,18:00:10,---,---,---,---,---,---,
Starboard Temperature,18:00:46,1687,7,10,6,---,---,
Starboard Temperature,18:01:24,1687,8,10,6,---,---,
Starboard Temperature,18:02:01,1688,0,10,6,---,---,
Starboard Temperature,18:02:39,1688,0,10,6,---,---,
Starboard Temperature,18:03:19,---,---,---,---,---,---,
Starboard Temperature,18:03:56,1688,4,10,6,---,---,
Starboard Temperature,18:04:37,1688,2,10,6,---,---,
Starboard Temperature,18:05:14,1688,2,10,6,---,---,
Starboard Temperature,18:05:52,1687,8,10,6,---,---,
Starboard Temperature,18:06:29,1687,6,10,6,---,---,
Starboard Temperature,18:07:05,1687,4,10,6,---,---,
Starboard Temperature,18:07:45,---,---,---,---,---,---,
Starboard Temperature,18:08:23,---,---,---,---,---,---,
Starboard Temperature,18:09:00,1687,1,10,7,---,---,
Starboard Temperature,18:09:36,1686,6,10,6,---,---,
Starboard Temperature,18:10:14,1686,5,10,6,---,---,
Starboard Temperature,18:10:51,1686,7,10,8,---,---,
Starboard Temperature,18:11:26,1687,0,10,6,---,---,
Starboard Temperature,18:12:03,1687,2,10,6,---,---,
Starboard Temperature,18:12:40,1687,3,10,6,---,---,
Starboard Temperature,18:13:18,1687,4,10,6,---,---,
Starboard Temperature,18:13:55,1687,4,10,6,---,---,
Starboard Temperature,18:14:32,1687,6,10,6,---,---,
Starboard Temperature,18:15:09,1687,9,10,6,---,---,
Starboard Temperature,18:15:46,1687,1,10,6,---,---,
Starboard Temperature,18:16:23,1687,5,10,6,---,---,
Starboard Temperature,18:17:01,1688,0,10,6,---,---,
Starboard Temperature,18:17:38,1687,5,10,6,---,---,
Starboard Temperature,18:18:15,1687,3,10,6,---,---,
Starboard Temperature,18:18:52,1687,7,10,6,---,---,
Starboard Temperature,18:19:29,1687,9,10,6,---,---,
Starboard Temperature,18:20:10,---,---,---,---,---,---,
Starboard Temperature,18:20:47,1687,2,10,6,---,---,
Starboard Temperature,18:21:26,---,---,---,---,---,---,
Starboard Temperature,18:22:05,1687,1,10,6,---,---,
Starboard Temperature,18:22:42,1687,0,10,6,---,---,
Starboard Temperature,18:23:22,1686,6,10,6,---,---,
Starboard Temperature,18:23:59,1687,0,10,6,---,---,
Starboard Temperature,18:24:37,1686,2,10,6,---,---,
Starboard Temperature,18:25:14,1686,5,10,7,---,---,
Starboard Temperature,18:25:51,1687,1,10,6,---,---,
Starboard Temperature,18:26:30,---,---,---,---,---,---,
Starboard Temperature,18:27:06,1687,3,10,6,---,---,
Starboard Temperature,18:27:43,1686,4,10,7,---,---,
Starboard Temperature,18:28:20,1687,0,---,---,---,---,
Starboard Temperature,18:28:59,1687,0,10,6,---,---,
Starboard Temperature,18:29:36,1687,3,10,6,---,---,
Starboard Temperature,18:30:16,1686,8,10,7,---,---,
Starboard Temperature,18:30:53,1686,9,10,7,---,---,
Starboard Temperature,18:31:31,1687,2,10,6,---,---,
Starboard Temperature,18:32:11,1686,6,---,---,---,---,
Starboard Temperature,18:32:49,1685,5,10,7,---,---,
Starboard Temperature,18:33:31,1686,6,---,---,---,---,
Starboard Temperature,18:34:10,1686,6,10,7,---,---,
Starboard Temperature,18:34:47,1687,3,10,7,---,---,
Starboard Temperature,18:35:24,1686,7,10,7,---,---,
Starboard Temperature,18:36:01,1686,7,---,---,---,---,
Starboard Temperature,18:36:39,1687,1,10,8,---,---,
Starboard Temperature,18:37:16,1687,3,10,7,---,---,
Starboard Temperature,18:37:54,1687,1,10,8,---,---,
Starboard Temperature,18:38:33,1687,3,10,8,---,---,
Starboard Temperature,18:39:10,1687,1,10,7,---,---,
Starboard Temperature,18:39:47,1687,2,10,7,---,---,
Starboard Temperature,18:40:24,1687,0,10,7,---,---,
Starboard Temperature,18:41:01,1686,7,10,8,---,---,
Starboard Temperature,18:41:38,1686,9,10,7,---,---,
Starboard Temperature,18:42:16,1687,0,10,7,---,---,
Starboard Temperature,18:42:53,1686,4,10,7,---,---,
Starboard Temperature,18:43:33,---,---,---,---,---,---,
Starboard Temperature,18:44:10,1686,4,10,8,---,---,
Starboard Temperature,18:44:47,1686,5,10,8,---,---,
Starboard Temperature,18:45:23,1686,6,10,7,---,---,
Starboard Temperature,18:46:03,1686,1,10,8,---,---,
Starboard Temperature,18:46:42,---,---,---,---,---,---,
Starboard Temperature,18:47:21,1686,7,10,8,---,---,
Starboard Temperature,18:47:57,1685,8,10,7,---,---,
Starboard Temperature,18:48:35,1685,9,10,7,---,---,
Starboard Temperature,18:49:12,1685,7,10,8,---,---,
Starboard Temperature,18:49:49,1685,5,10,7,---,---,
Starboard Temperature,18:50:26,1685,6,10,8,---,---,
Starboard Temperature,18:51:03,1685,9,10,7,---,---,
Starboard Temperature,18:51:42,1686,2,---,---,---,---,
Starboard Temperature,18:52:19,1686,5,10,7,---,---,
Starboard Temperature,18:52:59,1686,3,10,7,---,---,
Starboard Temperature,18:53:41,---,---,---,---,---,---,
Starboard Temperature,18:54:21,---,---,---,---,---,---,
Starboard Temperature,18:54:57,1686,1,10,7,---,---,
Starboard Temperature,18:55:37,1685,7,10,7,---,---,
Starboard Temperature,18:56:19,---,---,---,---,---,---,
Starboard Temperature,18:56:58,1685,9,10,7,---,---,
Starboard Temperature,18:57:37,1685,9,---,---,---,---,
Starboard Temperature,18:58:17,---,---,---,---,---,---,
Starboard Temperature,18:58:58,1685,0,10,7,---,---,
Starboard Temperature,18:59:41,---,---,---,---,---,---,
Starboard Temperature,19:00:21,---,---,---,---,---,---,
Starboard Temperature,19:01:00,1685,6,10,6,---,---,
Starboard Temperature,19:01:40,---,---,---,---,---,---,
Starboard Temperature,19:02:16,1675,0,10,7,---,---,
Starboard Temperature,19:02:57,---,---,---,---,---,---,
Starboard Temperature,19:03:35,---,---,---,---,---,---,
Starboard Temperature,19:04:14,---,---,---,---,---,---,
Starboard Temperature,19:04:54,---,---,---,---,---,---,
Starboard Temperature,19:05:37,---,---,---,---,---,---,
Starboard Temperature,19:06:21,---,---,---,---,---,---,
Starboard Temperature,19:07:02,1506,3,7,2,---,---,
Starboard Temperature,19:07:47,---,---,---,---,---,---,
Starboard Temperature,19:08:31,---,---,---,---,---,---,
Starboard Temperature,20:50:38,477,9,23,3,---,---,
Starboard Temperature,20:51:15,---,22,6,---,---,---,
Starboard Temperature,20:51:54,838,0,22,0,---,---,
Starboard Temperature,20:52:33,---,21,4,---,---,---,
Starboard Temperature,20:53:13,---,---,---,---,---,---,
Starboard Temperature,20:53:51,1406,2,20,1,---,---,
Starboard Temperature,20:54:29,---,19,5,---,---,---,
Starboard Temperature,20:55:09,1669,6,18,7,---,---,
Starboard Temperature,20:55:47,1673,6,18,2,---,---,
Starboard Temperature,20:56:26,1681,8,---,---,---,---,
Starboard Temperature,20:57:04,1683,7,17,3,---,---,
Starboard Temperature,20:57:42,1685,7,17,0,---,---,
Starboard Temperature,20:58:18,1686,1,16,7,---,---,
Starboard Temperature,20:58:55,1688,8,---,---,---,---,
Starboard Temperature,20:59:34,---,---,---,---,---,---,
Starboard Temperature,21:00:10,1685,6,16,0,---,---,
Starboard Temperature,21:00:47,1685,7,15,7,---,---,
Starboard Temperature,21:01:24,1685,6,15,7,---,---,
Starboard Temperature,21:02:01,1685,5,15,6,---,---,
Starboard Temperature,21:02:40,---,---,---,---,---,---,
Starboard Temperature,21:03:17,1684,1,15,1,---,---,
Starboard Temperature,21:03:54,1684,7,14,9,---,---,
Starboard Temperature,21:04:31,1685,0,14,7,---,---,
Starboard Temperature,21:05:10,1683,6,14,6,---,---,
Starboard Temperature,21:05:49,1681,0,14,4,---,---,
Starboard Temperature,21:06:31,1678,8,14,1,---,---,
Starboard Temperature,21:07:10,1676,5,14,1,---,---,
Starboard Temperature,21:07:51,1674,8,14,0,---,---,
Starboard Temperature,21:08:29,1676,6,14,0,---,---,
Starboard Temperature,21:09:06,1678,8,13,8,---,---,
Starboard Temperature,21:09:49,---,---,---,---,---,---,
Starboard Temperature,21:10:31,1680,2,13,6,---,---,
Starboard Temperature,21:11:12,---,---,---,---,---,---,
Starboard Temperature,21:11:55,---,---,---,---,---,---,
Starboard Temperature,21:12:37,---,---,---,---,---,---,
Starboard Temperature,21:13:18,---,---,---,---,---,---,
Starboard Temperature,21:14:00,---,---,---,---,---,---,
Starboard Temperature,21:14:39,---,---,---,---,---,---,
Starboard Temperature,21:15:22,---,---,---,---,---,---,
Starboard Temperature,21:16:01,1685,9,12,7,---,---,
Starboard Temperature,21:16:40,1685,7,12,7,---,---,
Starboard Temperature,21:17:21,---,---,---,---,---,---,
Starboard Temperature,21:18:01,1686,3,12,6,---,---,
Starboard Temperature,21:18:40,1686,5,12,6,---,---,
Starboard Temperature,21:19:20,---,---,---,---,---,---,
Starboard Temperature,21:20:03,---,---,---,---,---,---,
Starboard Temperature,21:20:43,---,---,---,---,---,---,
Starboard Temperature,21:21:24,---,---,---,---,---,---,
Starboard Temperature,21:22:05,1686,9,12,2,---,---,
Starboard Temperature,21:22:45,1687,1,12,3,---,---,
Starboard Temperature,21:23:23,1686,8,---,---,---,---,
Starboard Temperature,21:24:01,1686,7,---,---,---,---,
Starboard Temperature,21:24:37,1687,3,12,3,---,---,
Starboard Temperature,21:25:16,1687,6,12,2,---,---,
Starboard Temperature,21:25:54,1688,1,12,1,---,---,
Starboard Temperature,21:26:32,1687,8,12,1,---,---,
Starboard Temperature,21:27:09,1688,0,12,3,---,---,
Starboard Temperature,21:27:49,1687,8,12,0,---,---,
Starboard Temperature,21:28:29,1687,6,12,0,---,---,
Starboard Temperature,21:29:06,1687,8,12,0,---,---,
Starboard Temperature,21:29:43,1688,5,---,---,---,---,
Starboard Temperature,21:30:22,---,---,---,---,---,---,
Starboard Temperature,21:30:58,1688,7,11,9,---,---,
Starboard Temperature,21:31:36,1688,0,11,8,---,---,
Starboard Temperature,21:32:13,1687,7,11,9,---,---,
Starboard Temperature,21:32:50,1688,1,11,9,---,---,
Starboard Temperature,21:33:28,1688,5,11,8,---,---,
Starboard Temperature,21:34:07,1689,0,11,8,---,---,
Starboard Temperature,21:34:44,1688,2,11,7,---,---,
Starboard Temperature,21:35:20,1688,0,11,7,---,---,
Starboard Temperature,21:35:57,1688,4,11,7,---,---,
Starboard Temperature,21:36:36,1688,3,11,6,---,---,
Starboard Temperature,21:37:12,1688,2,11,7,---,---,
Starboard Temperature,21:37:51,1688,3,11,6,---,---,
Starboard Temperature,21:38:29,1688,4,11,6,---,---,
Starboard Temperature,21:39:06,---,-5,3,---,---,---,
Starboard Temperature,21:39:43,1688,2,11,6,---,---,
Starboard Temperature,21:40:20,1688,6,11,6,---,---,
Starboard Temperature,21:40:57,1688,4,11,5,---,---,
Starboard Temperature,21:41:33,1688,9,11,5,---,---,
Starboard Temperature,21:42:10,1688,3,11,6,---,---,
Starboard Temperature,21:42:47,1688,1,11,5,---,---,
Starboard Temperature,21:43:24,1688,3,11,5,---,---,
Starboard Temperature,21:44:01,1688,5,11,5,---,---,
Starboard Temperature,21:44:40,---,---,---,---,---,---,
Starboard Temperature,21:45:18,---,---,---,---,---,---,
Starboard Temperature,21:45:53,1688,4,11,4,---,---,
Starboard Temperature,21:46:31,1688,4,11,4,---,---,
Starboard Temperature,21:47:08,1688,4,11,4,---,---,
Starboard Temperature,21:47:45,1689,2,11,4,---,---,
Starboard Temperature,21:48:22,1688,6,11,4,---,---,
Starboard Temperature,21:48:59,1688,6,11,4,---,---,
Starboard Temperature,21:49:36,1688,9,11,3,---,---,
Starboard Temperature,21:50:13,1688,7,11,3,---,---,
Starboard Temperature,21:50:51,1688,9,11,3,---,---,
Starboard Temperature,21:51:29,1688,6,11,3,---,---,
Starboard Temperature,21:52:06,1688,6,11,3,---,---,
Starboard Temperature,21:52:43,1688,8,11,3,---,---,
Starboard Temperature,21:53:20,1688,9,11,3,---,---,
Starboard Temperature,21:54:00,---,---,---,---,---,---,
Starboard Temperature,21:54:39,1688,4,11,3,---,---,
Starboard Temperature,21:55:16,1688,1,11,3,---,---,
Starboard Temperature,21:55:53,1688,8,11,2,---,---,
Starboard Temperature,21:56:30,1688,4,11,2,---,---,
Starboard Temperature,21:57:12,---,---,---,---,---,---,
Starboard Temperature,21:57:48,1688,1,11,2,---,---,
Starboard Temperature,21:58:25,1688,2,11,2,---,---,
Starboard Temperature,21:59:02,1688,7,11,1,---,---,
Starboard Temperature,21:59:39,1688,0,11,2,---,---,
Starboard Temperature,22:00:15,1687,8,11,2,---,---,
Starboard Temperature,22:00:52,1688,2,11,2,---,---,
Starboard Temperature,22:01:29,1688,6,11,1,---,---,
Starboard Temperature,22:02:06,1688,7,11,1,---,---,
Starboard Temperature,22:02:43,1688,6,11,2,---,---,
Starboard Temperature,22:03:21,1688,5,11,1,---,---,
Starboard Temperature,22:03:59,1688,9,11,1,---,---,
Starboard Temperature,22:04:36,1688,9,11,1,---,---,
Starboard Temperature,22:05:13,1688,6,11,1,---,---,
Starboard Temperature,22:05:50,1688,9,11,1,---,---,
Starboard Temperature,22:06:27,1688,8,11,1,---,---,
Starboard Temperature,22:07:04,1688,6,11,0,---,---,
Starboard Temperature,22:07:41,1689,0,11,1,---,---,
Starboard Temperature,22:08:18,1689,2,11,1,---,---,
Starboard Temperature,22:08:56,1688,6,11,1,---,---,
Starboard Temperature,22:09:33,1687,9,11,0,---,---,
Starboard Temperature,22:10:10,1688,5,11,0,---,---,
Starboard Temperature,22:10:48,1689,1,11,0,---,---,
Starboard Temperature,22:11:25,1688,4,11,0,---,---,
Starboard Temperature,22:12:02,1688,5,11,0,---,---,
Starboard Temperature,22:12:39,1688,2,11,0,---,---,
Starboard Temperature,22:13:16,1689,0,11,0,---,---,
Starboard Temperature,22:13:53,1688,9,11,0,---,---,
Starboard Temperature,22:14:35,---,---,---,---,---,---,
Starboard Temperature,22:15:13,---,---,---,---,---,---,
Starboard Temperature,22:15:49,1688,2,10,9,---,---,
Starboard Temperature,22:16:29,1688,2,11,0,---,---,
Starboard Temperature,22:17:07,1687,9,10,9,---,---,
Starboard Temperature,22:17:47,1687,9,10,9,---,---,
Starboard Temperature,22:18:24,1688,5,10,9,---,---,
Starboard Temperature,22:19:05,---,---,---,---,---,---,
Starboard Temperature,22:19:42,1688,6,---,---,---,---,
Starboard Temperature,22:20:20,1688,4,10,9,---,---,
Starboard Temperature,22:20:57,1688,1,10,9,---,---,
Starboard Temperature,22:21:33,1688,0,10,9,---,---,
Starboard Temperature,22:22:14,---,---,---,---,---,---,
Starboard Temperature,22:22:54,---,---,---,---,---,---,
Starboard Temperature,22:23:34,1688,0,10,9,---,---,
Starboard Temperature,22:24:14,1687,8,11,0,---,---,
Starboard Temperature,22:24:54,1688,0,11,0,---,---,
Starboard Temperature,22:25:33,---,---,---,---,---,---,
Starboard Temperature,22:26:12,1687,8,10,9,---,---,
Starboard Temperature,22:26:51,---,---,---,---,---,---,
Starboard Temperature,22:27:29,1687,9,10,9,---,---,
Starboard Temperature,22:28:08,1687,8,---,---,---,---,
Starboard Temperature,22:28:46,1688,2,10,9,---,---,
Starboard Temperature,22:29:23,1688,1,10,9,---,---,
Starboard Temperature,22:30:01,1688,1,10,9,---,---,
Starboard Temperature,22:30:41,1688,5,10,9,---,---,
Starboard Temperature,22:31:19,1688,0,10,9,---,---,
Starboard Temperature,22:31:56,1688,5,14,2,---,---,
Starboard Temperature,22:32:33,1688,4,10,9,---,---,
Starboard Temperature,22:33:10,1688,4,10,9,---,---,
Starboard Temperature,22:33:50,1688,1,10,9,---,---,
Starboard Temperature,22:34:29,---,---,---,---,---,---,
Starboard Temperature,22:35:07,1687,9,10,9,---,---,
Starboard Temperature,22:35:44,1688,1,10,8,---,---,
Starboard Temperature,22:36:24,---,---,---,---,---,---,
Starboard Temperature,22:37:02,1687,9,10,9,---,---,
Starboard Temperature,22:37:41,1688,8,10,8,---,---,
Starboard Temperature,22:38:21,1687,6,10,8,---,---,
Starboard Temperature,22:38:58,1687,8,10,8,---,---,
Starboard Temperature,22:39:37,1693,8,10,4,---,---,
Starboard Temperature,22:40:16,1687,7,10,9,---,---,
Starboard Temperature,22:40:58,---,---,---,---,---,---,
Starboard Temperature,22:41:36,1687,8,10,8,---,---,
Starboard Temperature,22:42:16,---,---,---,---,---,---,
Starboard Temperature,22:42:56,---,---,---,---,---,---,
Starboard Temperature,22:43:35,1688,7,10,8,---,---,
Starboard Temperature,22:44:14,1687,1,10,8,---,---,
Starboard Temperature,22:44:52,1687,0,10,8,---,---,
Starboard Temperature,22:45:29,1687,3,10,8,---,---,
Starboard Temperature,22:46:07,1686,9,10,8,---,---,
Starboard Temperature,22:46:46,1687,5,10,8,---,---,
Starboard Temperature,22:47:22,1687,8,10,8,---,---,
Starboard Temperature,22:48:02,1687,9,10,8,---,---,
Starboard Temperature,22:48:43,1687,7,10,9,---,---,
Starboard Temperature,22:49:24,1687,7,10,8,---,---,
Starboard Temperature,22:50:01,1687,6,10,8,---,---,
Starboard Temperature,22:50:41,---,---,---,---,---,---,
Starboard Temperature,22:51:19,1687,3,10,8,---,---,
Starboard Temperature,22:51:56,1688,4,11,2,---,---,
Starboard Temperature,22:52:34,1688,2,10,8,---,---,
Starboard Temperature,22:53:13,---,---,---,---,---,---,
Starboard Temperature,22:53:51,1688,5,10,8,---,---,
Starboard Temperature,22:54:31,1687,7,10,8,---,---,
Starboard Temperature,22:55:11,1687,8,10,8,---,---,
Starboard Temperature,22:55:52,---,---,---,---,---,---,
Starboard Temperature,22:56:32,1687,8,10,8,---,---,
Starboard Temperature,22:57:11,1688,1,10,8,---,---,
Starboard Temperature,22:57:48,1687,7,10,8,---,---,
Starboard Temperature,22:58:29,---,---,---,---,---,---,
Starboard Temperature,22:59:05,1687,7,10,8,---,---,
Starboard Temperature,22:59:46,---,---,---,---,---,---,
Starboard Temperature,23:00:25,---,---,---,---,---,---,
Starboard Temperature,23:01:06,---,---,---,---,---,---,
Starboard Temperature,23:01:44,1687,2,10,8,---,---,
Starboard Temperature,23:02:27,---,---,---,---,---,---,
Starboard Temperature,23:03:04,1687,5,10,8,---,---,
Starboard Temperature,23:03:43,---,---,---,---,---,---,
Starboard Temperature,23:04:19,1687,3,10,8,---,---,
Starboard Temperature,23:04:59,1687,3,10,8,---,---,
Starboard Temperature,23:05:39,1687,8,10,8,---,---,
Starboard Temperature,23:06:16,1687,8,---,---,---,---,
Starboard Temperature,23:06:59,---,---,---,---,---,---,
Starboard Temperature,23:07:40,---,---,---,---,---,---,
Starboard Temperature,23:08:19,1687,7,10,8,---,---,
Starboard Temperature,23:08:58,1687,9,10,8,---,---,
Starboard Temperature,23:09:36,1688,1,10,8,---,---,
Starboard Temperature,23:10:14,1688,0,10,8,---,---,
Starboard Temperature,23:10:55,---,---,---,---,---,---,
Starboard Temperature,23:11:33,1687,3,10,7,---,---,
Starboard Temperature,23:12:14,---,---,---,---,---,---,
Starboard Temperature,23:12:52,1687,5,10,8,---,---,
Starboard Temperature,23:13:32,1688,2,10,8,---,---,
Starboard Temperature,23:14:09,1687,8,10,8,---,---,
