Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,05:15:31,802,7,Off,---,---,---,
Capturas 1,05:15:56,802,5,Off,---,---,---,
Capturas 1,05:16:24,---,---,---,---,---,---,
Capturas 1,05:16:49,802,7,Off,---,---,---,
Capturas 1,05:17:15,804,0,Off,---,---,---,
Capturas 1,05:17:43,802,3,---,---,---,---,
Capturas 1,05:18:10,---,---,---,---,---,---,
Capturas 1,05:18:34,804,6,---,---,---,---,
Capturas 1,05:19:01,---,---,---,---,---,---,
Capturas 1,05:19:29,---,---,---,---,---,---,
Capturas 1,05:19:50,803,4,Off,---,---,---,
Capturas 1,05:20:17,804,4,Off,---,---,---,
Capturas 1,05:20:41,804,6,Off,---,---,---,
Capturas 1,05:21:06,804,2,Off,---,---,---,
Capturas 1,05:21:31,804,8,Off,---,---,---,
Capturas 1,05:21:55,804,9,Off,---,---,---,
Capturas 1,05:22:19,804,4,Off,---,---,---,
Capturas 1,05:22:44,804,7,Off,---,---,---,
Capturas 1,05:23:10,806,2,Off,---,---,---,
Capturas 1,05:23:34,804,2,Off,---,---,---,
Capturas 1,05:24:00,804,4,Off,---,---,---,
Capturas 1,05:24:25,806,2,Off,---,---,---,
Capturas 1,05:24:50,810,0,Off,---,---,---,
Capturas 1,05:25:15,804,8,Off,---,---,---,
Capturas 1,05:25:41,806,0,Off,---,---,---,
Capturas 1,05:26:06,804,1,Off,---,---,---,
Capturas 1,05:26:31,804,2,Off,---,---,---,
Capturas 1,05:26:56,804,4,Off,---,---,---,
Capturas 1,05:27:21,804,5,Off,---,---,---,
Capturas 1,05:27:47,804,7,Off,---,---,---,
Capturas 1,05:28:16,---,---,---,---,---,---,
Capturas 1,05:28:41,807,1,---,---,---,---,
Capturas 1,05:29:03,805,2,Off,---,---,---,
Capturas 1,05:29:28,804,3,Off,---,---,---,
Capturas 1,05:29:58,---,---,---,---,---,---,
Capturas 1,05:30:19,804,2,Off,---,---,---,
Capturas 1,05:30:47,805,6,Off,---,---,---,
Capturas 1,05:31:16,---,---,---,---,---,---,
Capturas 1,05:31:38,805,3,Off,---,---,---,
Capturas 1,05:32:04,807,7,---,---,---,---,
Capturas 1,05:32:28,805,4,Off,---,---,---,
Capturas 1,05:32:53,805,1,Off,---,---,---,
Capturas 1,05:33:19,804,8,Off,---,---,---,
Capturas 1,05:33:43,804,9,Off,---,---,---,
Capturas 1,05:34:08,805,2,Off,---,---,---,
Capturas 1,05:34:34,805,1,Off,---,---,---,
Capturas 1,05:34:58,805,2,Off,---,---,---,
Capturas 1,05:35:22,805,7,---,---,---,---,
Capturas 1,05:35:45,804,9,Off,---,---,---,
Capturas 1,05:36:08,805,1,Off,---,---,---,
Capturas 1,05:36:33,805,5,Off,---,---,---,
Capturas 1,05:36:57,805,6,Off,---,---,---,
Capturas 1,05:37:22,805,2,Off,---,---,---,
Capturas 1,05:37:47,805,5,Off,---,---,---,
Capturas 1,05:38:12,805,2,Off,---,---,---,
Capturas 1,05:38:37,804,7,---,---,---,---,
Capturas 1,05:39:04,---,---,---,---,---,---,
Capturas 1,05:39:30,---,---,---,---,---,---,
Capturas 1,05:39:52,804,9,Off,---,---,---,
Capturas 1,05:40:21,---,---,---,---,---,---,
Capturas 1,05:40:49,---,---,---,---,---,---,
Capturas 1,05:41:12,804,9,Off,---,---,---,
Capturas 1,05:41:36,804,9,Off,---,---,---,
Capturas 1,05:42:02,804,9,Off,---,---,---,
Capturas 1,05:42:27,805,5,Off,---,---,---,
Capturas 1,05:42:53,804,7,Off,---,---,---,
Capturas 1,05:43:18,805,2,Off,---,---,---,
Capturas 1,05:43:43,804,8,Off,---,---,---,
Capturas 1,05:44:08,804,6,Off,---,---,---,
Capturas 1,05:44:32,804,6,Off,---,---,---,
Capturas 1,05:44:57,804,5,Off,---,---,---,
Capturas 1,05:45:21,804,8,Off,---,---,---,
Capturas 1,05:45:47,804,9,Off,---,---,---,
Capturas 1,05:46:12,805,2,Off,---,---,---,
Capturas 1,05:46:37,805,3,Off,---,---,---,
Capturas 1,05:47:01,804,8,Off,---,---,---,
Capturas 1,05:47:28,804,9,Off,---,---,---,
Capturas 1,05:47:52,804,6,Off,---,---,---,
Capturas 1,05:48:18,803,9,Off,---,---,---,
Capturas 1,05:48:45,804,0,---,---,---,---,
Capturas 1,05:49:09,804,0,Off,---,---,---,
Capturas 1,05:49:36,803,8,Off,---,---,---,
Capturas 1,05:50:01,803,1,Off,---,---,---,
Capturas 1,05:50:27,803,4,Off,---,---,---,
Capturas 1,05:50:52,804,0,Off,---,---,---,
Capturas 1,05:51:19,809,7,Off,---,---,---,
Capturas 1,05:51:44,803,8,Off,---,---,---,
Capturas 1,05:52:09,804,8,Off,---,---,---,
Capturas 1,05:52:33,812,0,Off,---,---,---,
Capturas 1,05:52:58,---,---,---,---,---,---,
Capturas 1,05:53:23,833,5,Off,---,---,---,
Capturas 1,05:53:51,---,---,---,---,---,---,
Capturas 1,05:54:14,833,6,Off,---,---,---,
Capturas 1,05:54:40,834,4,---,---,---,---,
Capturas 1,05:55:05,831,9,---,---,---,---,
Capturas 1,05:55:29,832,7,Off,---,---,---,
Capturas 1,05:55:54,833,0,Off,---,---,---,
Capturas 1,05:56:21,832,6,Off,---,---,---,
Capturas 1,05:56:46,832,7,Off,---,---,---,
Capturas 1,05:57:12,832,2,---,---,---,---,
Capturas 1,05:57:39,---,---,---,---,---,---,
Capturas 1,05:58:03,832,9,Off,---,---,---,
Capturas 1,05:58:33,---,---,---,---,---,---,
Capturas 1,05:58:56,832,9,Off,---,---,---,
Capturas 1,05:59:23,834,4,Off,---,---,---,
Capturas 1,05:59:48,833,7,Off,---,---,---,
Capturas 1,06:00:13,833,6,Off,---,---,---,
Capturas 1,06:00:40,834,1,Off,---,---,---,
Capturas 1,06:01:08,833,7,On,---,---,---,
Capturas 1,06:01:34,833,3,Off,---,---,---,
Capturas 1,06:01:58,833,8,Off,---,---,---,
Capturas 1,06:02:23,833,4,Off,---,---,---,
Capturas 1,06:02:49,833,3,On,---,---,---,
Capturas 1,06:03:16,---,---,---,---,---,---,
Capturas 1,06:03:38,833,7,Off,---,---,---,
Capturas 1,06:04:06,---,---,---,---,---,---,
Capturas 1,06:04:32,832,2,---,---,---,---,
Capturas 1,06:04:56,833,0,Off,---,---,---,
Capturas 1,06:05:24,833,6,---,---,---,---,
Capturas 1,06:05:49,833,0,Off,---,---,---,
Capturas 1,06:06:14,833,3,Off,---,---,---,
Capturas 1,06:06:39,832,9,Off,---,---,---,
Capturas 1,06:07:03,835,8,Off,---,---,---,
Capturas 1,06:07:30,833,9,Off,---,---,---,
Capturas 1,06:07:54,834,0,Off,---,---,---,
Capturas 1,06:08:20,833,7,Off,---,---,---,
Capturas 1,06:08:45,833,7,Off,---,---,---,
Capturas 1,06:09:09,834,2,Off,---,---,---,
Capturas 1,06:09:34,834,2,Off,---,---,---,
Capturas 1,06:09:58,829,2,Off,---,---,---,
Capturas 1,06:10:23,---,Off,---,---,---,---,
Capturas 1,06:10:52,---,---,---,---,---,---,
Capturas 1,06:11:20,---,---,---,---,---,---,
