Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Estribor,05:41:09,---,---,---,---,---,---,
Estribor,05:41:35,---,---,---,---,---,---,
Estribor,05:42:02,559,9,---,---,---,---,
Estribor,05:42:28,---,---,---,---,---,---,
Estribor,05:42:51,558,8,---,---,---,---,
Estribor,05:43:14,559,6,---,---,---,---,
Estribor,05:43:39,559,1,24,8,---,---,
Estribor,05:44:05,559,7,---,---,---,---,
Estribor,05:44:33,---,---,---,---,---,---,
Estribor,05:45:01,---,---,---,---,---,---,
Estribor,05:45:25,561,5,23,8,---,---,
Estribor,05:45:52,559,9,---,---,---,---,
Estribor,05:46:21,---,---,---,---,---,---,
Estribor,05:46:46,560,3,25,8,---,---,
Estribor,05:47:10,559,5,26,2,---,---,
Estribor,05:47:37,558,9,---,---,---,---,
Estribor,05:48:00,560,7,25,4,---,---,
Estribor,05:48:27,559,5,26,3,---,---,
Estribor,05:48:54,559,6,---,---,---,---,
Estribor,05:49:22,---,---,---,---,---,---,
Estribor,05:49:47,559,4,27,0,---,---,
Estribor,05:50:15,---,---,---,---,---,---,
Estribor,05:50:40,559,4,26,7,---,---,
Estribor,05:51:05,559,3,---,---,---,---,
Estribor,05:51:29,558,9,---,---,---,---,
Estribor,05:51:55,---,---,---,---,---,---,
Estribor,05:52:17,559,2,---,---,---,---,
Estribor,05:52:39,559,5,26,7,---,---,
Estribor,05:53:05,561,6,---,---,---,---,
Estribor,05:53:31,---,---,---,---,---,---,
Estribor,05:53:59,---,---,---,---,---,---,
Estribor,05:54:25,---,---,---,---,---,---,
Estribor,05:54:47,559,4,24,6,---,---,
Estribor,05:55:14,---,---,---,---,---,---,
Estribor,05:55:40,559,5,---,---,---,---,
Estribor,05:56:05,---,---,---,---,---,---,
Estribor,05:56:27,561,1,---,---,---,---,
Estribor,05:56:52,559,3,---,---,---,---,
Estribor,05:57:15,559,2,---,---,---,---,
Estribor,05:57:41,---,---,---,---,---,---,
Estribor,05:58:04,559,4,27,9,---,---,
Estribor,05:58:29,562,1,---,---,---,---,
Estribor,05:58:53,559,2,---,---,---,---,
Estribor,05:59:19,---,---,---,---,---,---,
Estribor,05:59:41,558,9,---,---,---,---,
Estribor,06:00:06,559,9,---,---,---,---,
Estribor,06:00:33,560,7,---,---,---,---,
Estribor,06:00:59,---,---,---,---,---,---,
Estribor,06:01:23,558,9,24,9,---,---,
Estribor,06:01:51,---,---,---,---,---,---,
Estribor,06:02:14,559,6,---,---,---,---,
Estribor,06:02:38,559,4,25,5,---,---,
Estribor,06:03:06,---,---,---,---,---,---,
