Tiempo,Escalas(m),Datos1(m)
2019-11-28 06:33:11,1797.0,184.02499999999998
2019-11-28 06:34:01,1796.1,117.1
2019-11-28 06:34:46,1300.6,116.52499999999999
2019-11-28 06:35:33,1796.2,115.94999999999999
2019-11-28 06:36:15,1796.5,115.375
2019-11-28 06:37:00,1796.1,114.8
2019-11-28 06:37:22,1796.7,114.8
2019-11-28 06:38:10,507.1,114.0
2019-11-28 06:39:19,256.7,113.2
2019-11-28 06:40:05,548.8,112.39999999999999
2019-11-28 06:40:50,666.0,111.6
2019-11-28 06:41:39,1795.9,110.8
2019-11-28 06:42:26,1794.7,113.9
2019-11-28 06:43:11,1794.6,110.1
2019-11-28 06:44:21,1066.9,110.3
2019-11-28 06:45:11,1791.2,110.5
2019-11-28 06:46:48,1788.6,110.7
2019-11-28 06:47:11,1791.0,106.4
2019-11-28 06:47:36,1788.7,106.5
2019-11-28 06:48:01,1787.7,107.4
2019-11-28 06:48:27,1787.6,108.80000000000001
2019-11-28 06:48:50,1787.4,110.2
2019-11-28 06:49:14,1786.9,109.36666666666667
2019-11-28 06:49:39,1786.9,108.53333333333333
2019-11-28 06:50:02,1786.3,107.7
2019-11-28 06:50:28,1785.7,113.1
2019-11-28 06:50:52,1785.8,108.4
2019-11-28 06:51:15,1785.5,107.2
2019-11-28 06:51:36,1785.6,106.9
2019-11-28 06:52:26,1785.0,106.8
2019-11-28 06:52:49,1784.2,105.03333333333333
2019-11-28 06:53:39,1783.9,103.26666666666667
2019-11-28 06:54:24,1784.6,101.5
2019-11-28 06:55:10,1785.7,101.1
2019-11-28 06:55:38,1786.6,101.4
2019-11-28 06:56:23,1786.3,102.2
2019-11-28 06:56:46,1786.3,103.0
2019-11-28 06:57:12,1786.6,102.6
2019-11-28 06:57:36,1786.6,102.2
2019-11-28 06:58:01,1787.2,101.8
2019-11-28 06:58:53,1788.5,101.6
2019-11-28 06:59:41,1788.2,104.8
2019-11-28 07:00:24,1789.6,103.4
2019-11-28 07:00:48,1789.7,104.85
2019-11-28 07:01:14,1789.8,106.3
2019-11-28 07:02:04,1790.8,104.4
