Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 08:33:10,651.4,6.2
2019-11-28 08:34:04,665.3,7.1
2019-11-28 08:34:30,664.7,12.4
2019-11-28 08:34:56,664.4,29.200000000000003
2019-11-28 08:35:17,664.8,46.0
2019-11-28 08:36:10,664.1,62.800000000000004
2019-11-28 08:36:35,664.3,79.60000000000001
2019-11-28 08:37:02,665.3,96.4
2019-11-28 08:37:27,664.6,113.2
2019-11-28 08:37:53,664.1,87.1
2019-11-28 08:38:19,664.4,60.99999999999999
2019-11-28 08:38:46,664.7,34.9
2019-11-28 08:39:12,664.3,35.0
2019-11-28 08:39:39,664.7,35.1
2019-11-28 08:40:05,664.6,33.7
2019-11-28 08:41:00,665.1,34.05
2019-11-28 08:41:22,664.9,34.4
2019-11-28 08:41:49,664.5,34.3
2019-11-28 08:42:15,664.7,33.5
2019-11-28 08:42:40,664.6,34.2
2019-11-28 08:43:06,664.7,34.35
2019-11-28 08:43:29,664.7,34.5
2019-11-28 08:43:54,665.1,33.6
2019-11-28 08:44:17,664.9,32.7
2019-11-28 08:44:42,664.5,32.3
2019-11-28 08:45:06,664.9,33.6
2019-11-28 08:46:00,665.0,32.0
2019-11-28 08:46:28,666.6,32.0
2019-11-28 08:46:50,665.0,32.0
2019-11-28 08:47:15,665.2,33.0
2019-11-28 08:47:39,664.9,33.1
2019-11-28 08:48:04,665.3,34.1
2019-11-28 08:48:29,665.2,32.5
2019-11-28 08:48:54,665.2,32.1
2019-11-28 08:49:19,664.9,32.0
2019-11-28 08:49:44,665.0,31.2
2019-11-28 08:50:09,665.0,31.4
2019-11-28 08:50:34,668.8,29.6
2019-11-28 08:50:59,664.9,30.0
2019-11-28 08:51:23,665.2,30.4
2019-11-28 08:51:48,665.4,30.7
2019-11-28 08:52:11,665.3,31.0
2019-11-28 08:52:36,664.7,33.6
2019-11-28 08:53:00,665.2,32.2
2019-11-28 08:53:24,665.1,31.1
2019-11-28 08:53:49,664.9,31.3
2019-11-28 08:54:15,664.6,31.2
2019-11-28 08:54:40,664.9,30.6
2019-11-28 08:55:05,665.0,30.7
2019-11-28 08:55:30,664.9,31.1
2019-11-28 08:55:55,664.9,32.0
2019-11-28 08:56:20,665.1,31.1
2019-11-28 08:56:45,665.1,32.2
2019-11-28 08:57:11,665.2,31.450000000000003
2019-11-28 08:57:34,664.9,30.7
2019-11-28 08:57:59,665.6,30.7
2019-11-28 08:58:24,665.0,30.0
2019-11-28 08:58:50,665.1,30.2
2019-11-28 08:59:15,664.9,29.9
2019-11-28 08:59:40,665.2,29.85
2019-11-28 09:00:03,665.1,29.8
2019-11-28 09:00:28,664.9,30.3
2019-11-28 09:01:21,665.3,30.8
2019-11-28 09:01:46,665.0,31.1
2019-11-28 09:02:11,664.9,31.2
2019-11-28 09:03:03,664.9,31.0
2019-11-28 09:03:27,665.1,31.9
2019-11-28 09:03:51,665.2,31.6
2019-11-28 09:04:16,665.1,31.6
