Tiempo,Escalas(m),Datos1(°)
2019-11-28 12:27:39,1804.9,-0.4
2019-11-28 12:28:02,1805.2,-0.5
2019-11-28 12:28:23,1805.1,-1.1
2019-11-28 12:28:48,1804.6,-0.4
2019-11-28 12:29:12,1804.8,-0.4
2019-11-28 12:29:37,1804.9,-0.4
2019-11-28 12:30:00,1805.0,-1.8
2019-11-28 12:30:27,1804.9,-1.2
2019-11-28 12:30:50,1804.7,-0.4
2019-11-28 12:31:16,1804.9,8.1
2019-11-28 12:31:41,1804.7,-0.9
2019-11-28 12:32:06,1804.9,-0.8
2019-11-28 12:32:33,1805.1,-0.7
2019-11-28 12:33:22,1805.2,1.1500000000000001
2019-11-28 12:34:14,1804.5,3.0
2019-11-28 12:34:42,1804.6,0.6
2019-11-28 12:35:34,1804.5,-0.9
2019-11-28 12:36:27,1804.7,-0.3
2019-11-28 12:36:52,1804.4,0.1
2019-11-28 12:37:17,1804.5,1.35
2019-11-28 12:37:40,1805.2,2.6
2019-11-28 12:38:10,1804.5,-0.6
2019-11-28 12:38:33,1804.4,-0.9
2019-11-28 12:39:23,1804.5,-0.1
2019-11-28 12:39:49,1804.5,-0.8
2019-11-28 12:40:14,1804.9,0.0
2019-11-28 12:40:39,1804.4,-1.1
2019-11-28 12:41:03,1804.5,-0.1
2019-11-28 12:41:28,1804.5,-0.8
2019-11-28 12:41:53,1805.4,0.1
2019-11-28 12:42:17,1804.9,-0.5
2019-11-28 12:42:42,1804.8,0.0
2019-11-28 12:43:08,1805.1,-0.6
2019-11-28 12:43:35,1805.1,-0.3
2019-11-28 12:44:00,1804.9,-0.3
2019-11-28 12:44:25,1805.3,-0.7
2019-11-28 12:44:49,1806.0,-0.1
2019-11-28 12:45:15,1805.6,0.1
2019-11-28 12:45:40,1805.4,0.1
2019-11-28 12:46:05,1805.6,0.2
2019-11-28 12:46:30,1805.5,0.8
2019-11-28 12:47:18,1804.9,0.0
