Tiempo,Escalas(m),Datos1(m)
2019-11-28 03:19:05,1738.7,108.1
2019-11-28 03:23:38,1737.8,110.2
2019-11-28 03:26:03,1738.4,108.2
2019-11-28 03:28:13,1738.2,108.8
2019-11-28 03:30:19,1624.5,105.75
2019-11-28 03:32:44,1737.7,102.7
2019-11-28 03:35:11,1666.0,105.45
2019-11-28 03:37:18,1738.5,108.2
2019-11-28 03:41:49,1740.7,104.5
2019-11-28 03:46:02,1741.5,109.4
2019-11-28 03:48:09,1741.2,108.7
2019-11-28 03:52:23,1195.2,107.675
2019-11-28 03:56:55,579.4,106.65
2019-11-28 04:00:49,15.5,105.625
2019-11-28 04:04:26,1741.1,104.6
2019-11-28 04:06:34,1741.5,103.4
2019-11-28 04:10:30,1741.3,103.3
2019-11-28 04:14:25,1741.1,107.6
2019-11-28 04:16:32,1741.0,102.6
