Tiempo,Escalas(m),Datos1(°)
2019-11-28 06:41:52,1796.9,0.0
2019-11-28 06:42:15,1796.9,0.35
2019-11-28 06:42:59,1796.4,0.7
2019-11-28 06:44:07,1795.7,-2.0
2019-11-28 06:44:34,1795.5,-1.5
2019-11-28 06:45:25,1795.3,-1.0
2019-11-28 06:45:50,1794.8,-0.5
2019-11-28 06:46:13,1794.1,-0.8
2019-11-28 06:46:59,1793.9,-1.4
2019-11-28 06:47:24,1793.7,0.7
2019-11-28 06:47:49,1793.8,-0.2
2019-11-28 06:48:14,1793.8,0.1
2019-11-28 06:49:26,1793.3,-0.1
2019-11-28 06:50:16,1793.2,74.93333333333334
2019-11-28 06:51:03,1246.3,149.96666666666667
2019-11-28 06:52:14,1793.5,225.0
2019-11-28 06:52:37,1792.5,225.0
2019-11-28 06:53:27,1792.6,225.0
2019-11-28 06:54:13,1792.7,225.0
2019-11-28 06:54:58,1793.2,173.9
2019-11-28 06:56:11,1420.7,122.8
2019-11-28 06:56:59,1794.2,173.9
2019-11-28 06:57:48,1794.0,225.0
2019-11-28 06:58:13,1794.8,225.0
2019-11-28 06:59:05,1795.7,225.0
2019-11-28 06:59:52,1796.1,225.0
2019-11-28 07:00:35,1796.0,225.0
2019-11-28 07:01:27,1796.2,225.0
2019-11-28 07:02:38,1796.1,225.0
2019-11-28 07:03:01,1796.4,225.0
2019-11-28 07:03:22,1796.6,225.0
2019-11-28 07:03:43,1796.1,225.0
2019-11-28 07:04:08,1796.1,225.0
