Tiempo,Escalas(m),Datos1(°)
2019-11-28 00:39:54,1598.1,-0.1
2019-11-28 00:40:34,1598.1,0.19999999999999998
2019-11-28 00:43:49,1598.4,0.5
2019-11-28 00:44:26,1598.1,-0.6
2019-11-28 00:45:07,1598.4,-0.44999999999999996
2019-11-28 00:45:44,1597.9,-0.3
2019-11-28 00:46:24,1598.0,0.2
2019-11-28 00:47:02,1598.1,-0.45
2019-11-28 00:47:37,1597.9,-1.1
2019-11-28 00:48:14,1597.9,-0.1
2019-11-28 00:48:52,1597.9,0.29999999999999993
2019-11-28 00:49:28,1598.2,0.7
2019-11-28 00:51:26,1598.7,-0.4
2019-11-28 00:52:03,1598.7,-0.4
2019-11-28 00:52:39,1599.2,0.1
2019-11-28 00:54:33,1599.1,0.4
2019-11-28 00:55:10,1599.8,-1.2
2019-11-28 00:55:48,1599.0,-2.0
2019-11-28 00:56:26,1598.6,-0.7
2019-11-28 00:57:45,1598.3,-2.5
2019-11-28 00:58:22,1598.8,-0.9
2019-11-28 00:58:58,1598.8,-2.1
2019-11-28 00:59:35,1598.5,-1.3
2019-11-28 01:00:52,1598.2,-1.5
2019-11-28 01:02:07,1598.4,-0.5
2019-11-28 01:02:44,1598.3,-0.9
2019-11-28 01:03:21,1598.3,-1.6
2019-11-28 01:03:58,1598.2,-1.1
2019-11-28 01:04:36,1598.0,-0.7
2019-11-28 01:05:53,1598.3,-0.4
2019-11-28 01:06:31,1598.1,-1.6
2019-11-28 01:07:08,1599.4,-1.4
2019-11-28 01:07:44,1598.4,-1.8
2019-11-28 01:08:23,1599.9,-2.7
2019-11-28 01:09:01,1597.9,-2.5
2019-11-28 01:09:41,1598.4,-1.1
2019-11-28 01:10:18,1598.3,0.6
2019-11-28 01:10:56,1598.4,-1.8
2019-11-28 01:12:11,1598.2,-0.7
2019-11-28 01:12:48,1597.9,0.0
2019-11-28 01:13:25,1598.8,0.2
2019-11-28 01:14:02,1598.0,-0.6
2019-11-28 01:14:39,1598.2,0.7
2019-11-28 01:15:15,1598.4,-0.3
2019-11-28 01:15:52,1598.1,-0.1
2019-11-28 01:17:07,1598.3,-0.7
2019-11-28 01:18:22,1598.3,-1.1
2019-11-28 01:18:59,1599.7,0.6
2019-11-28 01:19:36,1598.7,-0.5
2019-11-28 01:20:13,1598.4,-1.6
2019-11-28 01:20:50,1598.8,-0.2
2019-11-28 01:21:26,1598.9,0.5
2019-11-28 01:22:03,1598.8,-0.6
2019-11-28 01:22:40,1598.3,-1.1
2019-11-28 01:23:17,1599.2,-1.5
2019-11-28 01:23:54,1598.9,0.5
2019-11-28 01:24:31,1598.6,0.9
2019-11-28 01:25:07,1598.9,-2.0
2019-11-28 01:25:46,1598.3,-1.9
2019-11-28 01:26:23,1598.7,-1.8
2019-11-28 01:26:59,1598.5,-1.4
2019-11-28 01:28:14,1598.0,-2.2
2019-11-28 01:28:51,1598.1,-0.2
2019-11-28 01:29:28,1597.9,-1.6
2019-11-28 01:30:05,1598.0,-1.2
2019-11-28 01:30:42,1598.4,-0.6
2019-11-28 01:31:19,1598.1,0.0
2019-11-28 01:31:55,1598.1,-0.7
2019-11-28 01:32:32,1597.9,-0.1
2019-11-28 01:33:08,1597.7,-0.7
2019-11-28 01:33:44,1597.6,0.2
2019-11-28 01:34:21,1597.7,0.4
2019-11-28 01:34:58,1597.5,-0.3
2019-11-28 01:35:36,1597.6,-0.6
2019-11-28 01:36:13,1597.2,-0.5
2019-11-28 01:36:50,1597.1,-0.5
2019-11-28 01:37:27,1597.2,0.0
2019-11-28 01:38:04,1597.5,-0.8
2019-11-28 01:38:40,1597.3,-1.4500000000000002
2019-11-28 01:44:24,1597.9,-2.1
