Tiempo,Escalas(m),Datos1(°)
2019-11-28 19:17:30,1691.7,-0.5
2019-11-28 19:17:53,1691.3,-0.1
2019-11-28 19:18:17,1692.3,-0.2
2019-11-28 19:18:38,1691.1,-0.3
2019-11-28 19:19:26,1690.9,-1.3
2019-11-28 19:19:48,1690.9,-0.9
2019-11-28 19:20:11,1690.9,-0.3
2019-11-28 19:20:57,82.4,-0.13333333333333333
2019-11-28 19:21:43,1691.2,0.033333333333333326
2019-11-28 19:22:28,1691.1,0.2
2019-11-28 19:22:53,1691.1,-1.3
2019-11-28 19:23:37,1284.1,-0.050000000000000044
2019-11-28 19:24:27,1684.4,1.2
2019-11-28 19:24:51,1691.2,0.1
