Tiempo,Escalas(m),Datos1(m)
2019-11-28 16:10:29,2903.7,
2019-11-28 16:11:54,1919.7,
2019-11-28 16:15:46,1741.7,
2019-11-28 16:16:42,1695.1,
2019-11-28 16:25:16,1785.0,
2019-11-28 16:28:31,1561.2,
2019-11-28 16:30:25,2627.2,
2019-11-28 16:32:47,1628.3,
2019-11-28 16:34:38,2417.8,
2019-11-28 16:35:59,1552.5,
2019-11-28 16:37:50,1390.9,
2019-11-28 16:38:43,1960.6,
2019-11-28 16:45:22,1960.7,
2019-11-28 16:48:15,1619.2,
2019-11-28 16:50:35,1660.2,
2019-11-28 16:56:23,1538.0,
2019-11-28 17:03:32,1849.8,
