Tiempo,Escalas(m),Datos1(°)
2019-11-28 07:25:15,1795.9,10.48
2019-11-28 07:25:41,1795.6,9.82
2019-11-28 07:26:33,1796.7,9.16
2019-11-28 07:26:57,1795.4,8.5
2019-11-28 07:27:22,1795.0,7.9
2019-11-28 07:27:47,1794.6,7.4
2019-11-28 07:28:14,1794.6,7.6
2019-11-28 07:28:40,1794.2,7.7
2019-11-28 07:29:07,1794.4,5.5
2019-11-28 07:29:33,1794.4,3.3000000000000007
2019-11-28 07:34:20,1793.0,1.1
2019-11-28 07:36:41,1796.7,0.25
2019-11-28 07:37:07,1796.6,-0.6
2019-11-28 07:37:35,1797.3,0.7
2019-11-28 07:38:01,1797.6,-1.2
2019-11-28 07:38:53,1798.3,-1.4
2019-11-28 07:39:17,1798.4,-1.3
2019-11-28 07:40:11,1798.9,-2.1
2019-11-28 07:40:38,1799.0,-1.4
2019-11-28 07:41:03,1799.1,-0.7
2019-11-28 07:42:55,1800.1,-1.0
2019-11-28 07:43:21,1799.3,-1.3
2019-11-28 07:43:51,1799.0,-0.95
2019-11-28 07:44:41,1799.1,-0.6
2019-11-28 07:46:36,1798.7,-0.8
2019-11-28 07:47:04,1799.4,-1.5499999999999998
2019-11-28 07:47:30,1799.1,-2.3
2019-11-28 07:48:25,1798.9,-1.4
2019-11-28 07:48:52,1799.0,-1.0499999999999998
2019-11-28 07:50:15,1799.1,-0.7
2019-11-28 07:51:10,1798.8,-1.4500000000000002
2019-11-28 07:51:35,1798.9,-2.2
2019-11-28 07:52:02,1799.0,-0.9
2019-11-28 07:52:28,1798.8,-1.9
2019-11-28 07:53:22,1799.0,-1.65
2019-11-28 07:53:47,1799.1,-1.4
2019-11-28 07:54:11,1798.9,-0.1
2019-11-28 07:54:38,1798.5,-0.4
2019-11-28 07:55:04,1799.4,-0.7
2019-11-28 07:55:53,1798.1,-0.5
2019-11-28 07:56:21,1798.6,-0.3
2019-11-28 07:56:47,1799.1,-0.1
2019-11-28 07:57:13,1799.0,-0.5
2019-11-28 07:57:41,1799.2,-0.3
2019-11-28 07:58:07,1799.2,-1.4
2019-11-28 07:58:34,1798.9,-0.7
2019-11-28 07:59:00,1798.5,0.0
2019-11-28 07:59:55,1799.3,-0.3
2019-11-28 08:00:23,1799.2,1.0
2019-11-28 08:02:17,1799.3,0.5
2019-11-28 08:02:45,1799.9,-0.3
2019-11-28 08:03:13,1799.9,-1.9
2019-11-28 08:03:42,1800.4,-1.2
2019-11-28 08:04:09,1799.6,-0.5
2019-11-28 08:06:07,1800.1,-0.43333333333333335
2019-11-28 08:06:35,1800.5,-0.3666666666666667
2019-11-28 08:07:31,1800.2,-0.3
2019-11-28 08:08:58,1800.2,17.716666666666665
2019-11-28 08:09:26,1800.3,35.733333333333334
2019-11-28 08:09:54,1800.1,53.75
2019-11-28 08:10:51,1800.6,71.76666666666667
2019-11-28 08:11:46,1800.0,89.78333333333333
2019-11-28 08:12:40,1802.1,107.8
2019-11-28 08:13:05,1800.5,94.27499999999999
2019-11-28 08:14:03,1800.1,80.75
2019-11-28 08:14:28,1800.4,67.225
2019-11-28 08:15:23,1800.7,53.699999999999996
2019-11-28 08:16:15,1800.2,40.175
2019-11-28 08:16:43,1799.8,26.64999999999999
2019-11-28 08:17:09,1800.0,13.125
2019-11-28 08:18:01,1800.0,-0.4
2019-11-28 08:18:57,1800.2,-4.3
2019-11-28 08:19:24,1800.1,-3.15
2019-11-28 08:19:50,1800.3,-2.0
2019-11-28 08:20:15,1799.9,-0.9
2019-11-28 08:21:12,1799.6,-1.3833333333333333
2019-11-28 08:22:06,1799.7,-1.8666666666666667
2019-11-28 08:22:32,1799.7,-2.35
2019-11-28 08:23:00,1800.0,-2.8333333333333335
2019-11-28 08:23:26,1800.2,-3.3166666666666664
2019-11-28 08:23:51,1799.8,-3.8
2019-11-28 08:24:17,1799.9,-2.3
2019-11-28 08:24:43,1800.6,-1.75
2019-11-28 08:25:08,1799.4,-1.2
2019-11-28 08:25:36,1799.9,-1.46
2019-11-28 08:26:02,1799.7,-1.72
2019-11-28 08:26:28,1799.7,-1.98
2019-11-28 08:26:54,1799.8,-2.24
2019-11-28 08:27:18,1799.6,-2.5
2019-11-28 08:27:44,1799.8,-3.2
2019-11-28 08:28:40,1799.8,-3.85
2019-11-28 08:29:34,1799.9,-4.5
2019-11-28 08:29:59,1799.8,-4.0
2019-11-28 08:30:26,1799.8,-3.75
2019-11-28 08:30:52,1800.1,-3.5
2019-11-28 08:31:46,1799.5,-1.2
2019-11-28 08:32:42,1800.1,-1.1285714285714286
2019-11-28 08:33:06,1799.7,-1.0571428571428572
2019-11-28 08:33:32,1800.0,-0.9857142857142857
2019-11-28 08:33:57,1799.4,-0.9142857142857143
2019-11-28 08:36:14,1799.5,-0.8428571428571429
2019-11-28 08:36:40,1800.1,-0.7714285714285714
2019-11-28 08:37:04,1799.3,-0.7
2019-11-28 08:37:33,1799.6,-1.35
