Tiempo,Escalas(m),Datos1(°)
2019-11-28 21:21:09,1744.3,-0.5
2019-11-28 21:25:11,1742.6,0.1
2019-11-28 21:26:11,1742.2,0.8
2019-11-28 21:27:11,1742.0,97.9
2019-11-28 21:30:27,1742.7,0.4
2019-11-28 21:32:43,1742.7,-0.4
2019-11-28 21:37:19,1743.6,0.1
2019-11-28 21:38:27,1743.0,-0.3
2019-11-28 21:39:28,1743.7,-0.44999999999999996
2019-11-28 21:41:11,1744.0,-0.6
2019-11-28 21:46:42,1746.5,97.6
2019-11-28 21:47:42,1743.9,-1.5
2019-11-28 21:54:35,1745.0,-0.4
2019-11-28 22:00:56,1744.2,-0.8
2019-11-28 22:01:56,1744.2,0.3
2019-11-28 22:05:39,1744.3,-1.1
2019-11-28 22:10:23,1743.3,0.2
2019-11-28 22:11:22,1743.8,0.1
2019-11-28 22:14:32,1743.2,-0.4
2019-11-28 22:15:32,1743.1,-1.5
2019-11-28 22:16:32,1742.4,3.0
2019-11-28 22:18:24,1744.4,1.5
2019-11-28 22:19:24,1743.7,0.0
2019-11-28 22:21:24,1743.4,-0.3
2019-11-28 22:22:33,1743.5,-0.3
2019-11-28 22:24:25,1743.6,-0.4
2019-11-28 22:25:25,1743.4,-0.3
2019-11-28 22:26:25,1743.6,-1.1
2019-11-28 22:28:18,1744.7,-0.2
2019-11-28 22:30:10,1744.7,0.1
2019-11-28 22:31:10,1744.0,-1.6
2019-11-28 22:35:11,1744.4,-1.4
2019-11-28 22:37:11,1745.9,99.4
2019-11-28 22:39:35,1744.2,1.0
2019-11-28 22:40:43,1744.0,-0.8
2019-11-28 22:42:52,1743.8,-0.6000000000000001
2019-11-28 22:45:36,1743.8,-0.4
2019-11-28 22:47:29,1743.5,-0.5
2019-11-28 22:49:29,1746.6,-0.6
2019-11-28 22:51:21,1743.8,-1.1
2019-11-28 22:53:14,1743.5,0.0
2019-11-28 22:59:06,1742.3,1.1
2019-11-28 23:05:16,1743.0,0.9
2019-11-28 23:07:07,1742.1,0.7
2019-11-28 23:08:16,1743.2,98.6
2019-11-28 23:12:44,1742.4,-0.1
2019-11-28 23:14:37,1742.3,-0.9
2019-11-28 23:15:45,1742.3,-0.4
2019-11-28 23:16:45,1743.0,-1.1
2019-11-28 23:17:53,1742.9,1.3
2019-11-28 23:18:53,1742.7,1.5
2019-11-28 23:20:01,1742.3,-1.5
2019-11-28 23:22:10,1742.7,-1.1
2019-11-28 23:24:10,1743.7,98.2
2019-11-28 23:30:32,1742.4,0.0
2019-11-28 23:34:18,2076.7,0.1
2019-11-28 23:40:45,1742.3,0.2
2019-11-28 23:42:46,1742.4,0.04999999999999999
2019-11-28 23:43:38,1742.5,-0.1
2019-11-28 23:44:38,1742.6,-0.6
2019-11-28 23:45:39,1742.8,-0.04999999999999993
2019-11-28 23:47:23,1742.8,0.5
2019-11-28 23:51:01,1742.1,0.35
2019-11-28 23:53:45,1742.3,0.2
2019-11-28 23:54:45,1741.7,-0.3
2019-11-28 23:58:31,1741.7,0.1
2019-11-28 23:59:31,1741.5,1.0
2019-11-28 00:02:23,1741.2,0.4
2019-11-28 00:04:59,1741.5,-0.19999999999999996
2019-11-28 00:05:51,1744.9,-0.8
2019-11-28 00:08:51,1741.9,1.8
2019-11-28 00:11:36,1741.9,-0.4
2019-11-28 00:18:49,1741.3,-0.3
2019-11-28 00:20:41,1740.9,-0.5
2019-11-28 00:21:49,1740.4,-0.7
2019-11-28 00:22:49,1742.0,-0.7
2019-11-28 00:24:41,1741.5,-0.9
2019-11-28 00:25:41,1741.6,0.0
2019-11-28 00:26:41,1740.7,2.0
2019-11-28 00:27:41,1740.9,-0.6
2019-11-28 00:30:34,1741.4,-0.3
2019-11-28 00:32:26,1741.7,0.6
2019-11-28 00:33:26,1741.3,-0.8
2019-11-28 00:34:27,1741.3,-0.6000000000000001
2019-11-28 00:35:19,1741.5,-0.4
2019-11-28 00:37:11,1741.1,-0.4
2019-11-28 00:39:03,1741.4,-1.7
2019-11-28 00:40:19,1741.1,0.5
2019-11-28 00:41:28,1741.7,0.2
2019-11-28 00:43:19,1741.4,0.7
2019-11-28 00:44:27,1742.2,-0.1
2019-11-28 00:49:13,1741.4,0.6
2019-11-28 00:50:13,1741.3,-0.04999999999999993
2019-11-28 00:51:13,1741.6,-0.7
2019-11-28 00:52:29,1742.3,98.4
2019-11-28 00:55:13,1742.0,-0.2
2019-11-28 00:56:21,1741.9,-0.9
2019-11-28 00:57:45,1742.4,-0.6
2019-11-28 00:59:54,1742.4,0.2
2019-11-28 01:01:02,1743.0,0.2
2019-11-28 01:02:11,1742.8,-0.49999999999999994
2019-11-28 01:03:18,1743.4,-1.2
2019-11-28 01:04:26,1742.8,-0.9
2019-11-28 01:05:41,1743.6,0.2
2019-11-28 01:06:49,1742.3,-0.8
2019-11-28 01:07:50,1742.3,-1.3
2019-11-28 01:10:06,1742.8,0.5
2019-11-28 01:12:29,954.5,-0.30000000000000004
2019-11-28 01:15:35,1742.7,-1.1
2019-11-28 01:16:36,1742.9,0.1
2019-11-28 01:17:45,1742.7,1.1
2019-11-28 01:18:45,1742.9,0.0
2019-11-28 01:19:54,1742.4,0.4
2019-11-28 01:23:08,1742.8,-0.2
2019-11-28 01:26:27,1743.0,-0.30000000000000004
2019-11-28 01:27:34,1743.0,-0.4
2019-11-28 01:29:35,1742.9,-0.1
2019-11-28 01:30:50,1742.7,-1.2
2019-11-28 01:32:07,1743.5,-0.9
2019-11-28 01:33:22,1743.0,-0.1
2019-11-28 01:37:21,1743.2,-1.9
