Tiempo,Escalas(m),Datos1(m)
2019-11-28 16:28:37,915.5,88.0
2019-11-28 16:29:54,1276.9,101.1
2019-11-28 16:33:14,1596.9,96.1
2019-11-28 16:33:55,1598.6,90.7
2019-11-28 16:34:35,1599.1,88.5
2019-11-28 16:35:52,1599.8,88.73333333333333
2019-11-28 16:37:08,1599.4,88.96666666666667
2019-11-28 16:37:46,1599.1,89.2
2019-11-28 16:38:25,1598.8,91.93333333333334
2019-11-28 16:39:44,1598.0,94.66666666666667
2019-11-28 16:40:24,1597.4,97.4
2019-11-28 16:46:02,1590.5,125.7
2019-11-28 16:49:30,1593.7,136.45
2019-11-28 16:50:07,1594.5,147.2
2019-11-28 16:50:44,1595.4,143.3
2019-11-28 16:51:20,1595.3,139.4
2019-11-28 16:51:57,1595.7,141.1
2019-11-28 16:52:34,1595.8,141.9
2019-11-28 16:53:11,1595.9,142.5
2019-11-28 16:53:50,1596.4,138.1
2019-11-28 16:54:26,1595.9,137.7
2019-11-28 16:55:06,1596.7,134.7
2019-11-28 16:55:43,1596.7,133.1
2019-11-28 16:56:22,1596.5,134.5
2019-11-28 16:57:03,1596.6,135.0
2019-11-28 16:57:43,1596.4,134.9
2019-11-28 16:59:00,1596.4,134.0
2019-11-28 16:59:36,1597.7,133.1
2019-11-28 17:00:53,1596.3,135.8
2019-11-28 17:01:30,1596.5,133.7
2019-11-28 17:02:09,1596.7,132.85
2019-11-28 17:02:47,1596.6,132.0
2019-11-28 17:03:25,1596.9,129.7
2019-11-28 17:04:04,1596.9,130.95
2019-11-28 17:04:40,1596.9,132.2
2019-11-28 17:05:20,1597.2,132.7
2019-11-28 17:05:58,1597.3,131.4
2019-11-28 17:06:38,1597.0,131.1
2019-11-28 17:07:15,1597.2,131.1
2019-11-28 17:07:55,1596.9,130.5
2019-11-28 17:08:33,1596.9,130.4
2019-11-28 17:09:12,1596.9,130.9
2019-11-28 17:09:50,1597.3,128.8
2019-11-28 17:10:27,1596.9,130.5
2019-11-28 17:11:06,1596.8,129.2
2019-11-28 17:11:44,1596.7,128.6
2019-11-28 17:12:21,1596.8,127.4
2019-11-28 17:12:58,1596.4,130.5
2019-11-28 17:13:35,1596.2,129.4
2019-11-28 17:14:12,1596.7,129.4
2019-11-28 17:14:49,1596.8,128.4
2019-11-28 17:15:26,1597.2,129.5
2019-11-28 17:16:02,1597.0,130.3
2019-11-28 17:16:39,1596.1,132.2
2019-11-28 17:17:16,1596.7,132.0
2019-11-28 17:17:53,1597.1,131.1
2019-11-28 17:18:32,1597.5,131.5
2019-11-28 17:19:08,1597.6,130.2
2019-11-28 17:19:45,1598.4,128.7
2019-11-28 17:20:22,1597.6,130.6
2019-11-28 17:20:59,1598.1,128.3
2019-11-28 17:21:36,1598.5,129.4
2019-11-28 17:22:14,1598.6,131.9
2019-11-28 17:22:51,1598.4,134.4
2019-11-28 17:23:27,1598.3,128.8
2019-11-28 17:25:07,1598.5,128.8
2019-11-28 17:28:55,1598.0,129.0
2019-11-28 17:32:25,1596.9,136.2
2019-11-28 17:35:37,1595.9,135.4
2019-11-28 17:39:24,1597.3,134.7
2019-11-28 17:42:37,1599.4,133.7
2019-11-28 17:46:07,1597.3,132.7
2019-11-28 17:49:36,1597.7,131.7
2019-11-28 17:53:06,1597.4,135.7
2019-11-28 17:56:53,1597.1,134.0
2019-11-28 18:00:41,1598.4,131.5
2019-11-28 18:04:29,1598.4,133.3
2019-11-28 18:07:59,1597.6,135.0
2019-11-28 18:11:46,1598.0,131.2
2019-11-28 18:15:16,1597.9,130.1
2019-11-28 18:18:46,1597.6,126.5
2019-11-28 18:22:16,1596.6,132.6
2019-11-28 18:25:28,1596.4,129.0
2019-11-28 18:29:15,1598.0,131.4
2019-11-28 18:32:45,1598.1,127.4
2019-11-28 18:36:33,1597.8,126.6
2019-11-28 18:40:20,1598.0,9.2
2019-11-28 18:43:50,1598.0,126.9
2019-11-28 18:47:38,1598.1,130.5
2019-11-28 18:51:25,1598.3,127.2
2019-11-28 18:55:13,1596.7,125.3
2019-11-28 18:58:43,1596.8,127.7
2019-11-28 19:01:54,1596.1,129.7
2019-11-28 19:05:42,1597.7,125.7
2019-11-28 19:09:30,1599.2,124.6
2019-11-28 19:12:59,1599.9,119.6
2019-11-28 19:16:47,1599.5,122.0
2019-11-28 19:20:35,1598.2,125.1
2019-11-28 19:24:22,1597.6,125.0
2019-11-28 19:28:10,1597.0,131.0
2019-11-28 19:31:40,1598.0,126.8
2019-11-28 19:37:46,1596.1,129.9
2019-11-28 19:40:59,1595.1,129.1
2019-11-28 19:43:18,1594.0,128.3
2019-11-28 19:47:54,1596.0,127.5
2019-11-28 19:50:30,1595.8,122.4
2019-11-28 19:53:43,1596.2,122.46666666666667
2019-11-28 19:56:38,1595.8,122.53333333333333
2019-11-28 19:59:13,1596.5,122.6
2019-11-28 20:03:01,1597.4,121.6
2019-11-28 20:06:31,1598.8,127.1
2019-11-28 20:10:18,1599.6,123.0
2019-11-28 20:14:06,1599.9,124.1
2019-11-28 20:17:53,1599.9,122.1
2019-11-28 20:21:41,1598.9,123.7
2019-11-28 20:25:28,1597.5,127.5
2019-11-28 20:29:16,1597.2,126.6
2019-11-28 20:32:47,1597.3,121.6
2019-11-28 20:35:58,1597.3,123.6
2019-11-28 20:42:58,1597.9,123.5
2019-11-28 20:46:46,1597.5,121.9
2019-11-28 20:50:33,1596.6,122.2
2019-11-28 20:54:03,1595.8,126.1
2019-11-28 20:57:15,1595.4,123.5
2019-11-28 21:01:03,1597.0,121.4
2019-11-28 21:04:14,1595.9,124.0
2019-11-28 21:08:02,1596.5,123.8
2019-11-28 21:11:50,1597.4,121.1
2019-11-28 21:15:37,1598.4,119.9
2019-11-28 21:19:25,1597.7,128.1
2019-11-28 21:23:13,1597.8,119.9
2019-11-28 21:27:00,1598.7,122.5
2019-11-28 21:30:48,1599.4,124.7
2019-11-28 21:34:35,1599.7,113.8
2019-11-28 21:38:23,1600.6,111.5
2019-11-28 21:42:10,1600.1,112.2
2019-11-28 21:45:58,1600.6,110.7
2019-11-28 21:49:46,1599.9,113.6
2019-11-28 21:53:33,1600.6,113.4
2019-11-28 21:57:21,1604.3,105.1
2019-11-28 22:01:08,1600.1,111.6
2019-11-28 22:04:56,1600.4,105.1
2019-11-28 22:08:43,1600.4,107.0
2019-11-28 22:12:31,1600.6,105.3
2019-11-28 22:16:18,1601.0,112.0
2019-11-28 22:19:48,1600.8,107.4
2019-11-28 22:23:36,1601.3,113.9
2019-11-28 22:27:23,1601.9,112.3
2019-11-28 22:31:11,1601.6,105.4
2019-11-28 22:34:59,1601.3,110.2
2019-11-28 22:38:46,1600.5,108.9
2019-11-28 23:45:17,1490.7,52.3
2019-11-28 23:45:56,1488.4,113.7
2019-11-28 23:46:34,1486.5,114.2
2019-11-28 23:47:12,1484.6,114.7
2019-11-28 23:47:50,1485.8,113.9
2019-11-28 23:48:27,1486.5,118.7
2019-11-28 23:49:04,1487.0,126.6
2019-11-28 23:49:44,1489.2,137.0
2019-11-28 23:50:22,1488.4,144.5
2019-11-28 23:50:59,1492.6,144.6
2019-11-28 23:51:36,1494.2,142.4
2019-11-28 23:52:13,1496.2,141.9
2019-11-28 23:52:49,1497.1,140.2
2019-11-28 23:53:26,1497.1,139.8
2019-11-28 23:54:03,1498.5,139.9
2019-11-28 23:54:40,1497.6,139.9
2019-11-28 23:55:17,1497.4,141.1
2019-11-28 23:55:54,1497.9,140.2
2019-11-28 23:56:31,1497.3,138.7
2019-11-28 23:57:43,1497.8,138.3
2019-11-28 23:58:18,1497.4,132.7
2019-11-28 23:58:54,1497.2,131.4
2019-11-28 23:59:29,1497.6,132.1
2019-11-28 00:00:42,929.1,115.96
2019-11-28 00:01:55,1023.9,99.82
2019-11-28 00:03:48,1181.6,83.68
2019-11-28 00:04:26,1239.8,67.54
2019-11-28 00:05:04,1299.9,51.4
2019-11-28 00:05:42,1355.3,58.3
2019-11-28 00:06:18,1387.1,65.2
2019-11-28 00:06:58,1418.5,69.4
2019-11-28 00:07:37,1450.1,104.15
2019-11-28 00:08:13,1484.2,138.9
2019-11-28 00:08:50,1492.9,130.0
