Tiempo,Escalas(m),Datos1(m)
2019-11-28 00:36:50,1594.4,
2019-11-28 00:37:32,1594.5,
2019-11-28 00:38:10,1594.4,
2019-11-28 00:38:48,1594.7,
2019-11-28 00:39:28,1595.1,
2019-11-28 00:40:45,1595.7,118.0
2019-11-28 00:41:29,1594.3,119.3
2019-11-28 00:42:08,1594.5,120.6
2019-11-28 00:42:46,1594.1,122.4
2019-11-28 00:43:24,1594.7,126.4
2019-11-28 00:44:01,1595.2,126.36666666666667
2019-11-28 00:44:39,1595.1,126.33333333333333
2019-11-28 00:45:18,1595.4,126.3
2019-11-28 00:46:36,1595.4,127.5
2019-11-28 00:47:13,1596.2,132.9
2019-11-28 00:47:49,1595.2,138.0
2019-11-28 00:48:26,1595.3,139.5
2019-11-28 00:49:03,1595.9,134.5
2019-11-28 00:49:40,1596.7,128.2
2019-11-28 00:50:20,1596.6,125.3
2019-11-28 00:51:38,1597.3,127.0
2019-11-28 00:52:15,1597.6,127.3
2019-11-28 00:52:51,1597.5,127.1
2019-11-28 00:53:28,1597.2,128.1
2019-11-28 00:54:07,1597.5,126.9
2019-11-28 00:54:45,1597.7,125.5
2019-11-28 00:55:22,1598.0,126.2
2019-11-28 00:56:00,1597.3,127.4
2019-11-28 00:56:38,1598.2,125.6
2019-11-28 00:57:19,1597.9,126.15
2019-11-28 00:57:57,1597.3,126.7
2019-11-28 00:58:34,1597.3,131.2
2019-11-28 00:59:11,1597.0,132.7
2019-11-28 00:59:47,1597.4,134.3
2019-11-28 01:00:27,1597.5,133.2
2019-11-28 01:01:04,1597.6,137.0
2019-11-28 01:01:42,1597.6,137.7
2019-11-28 01:02:19,1597.4,136.9
2019-11-28 01:02:56,1597.3,136.2
2019-11-28 01:03:33,1597.1,136.05
2019-11-28 01:04:10,1597.3,135.9
2019-11-28 01:05:28,1597.4,134.2
2019-11-28 01:06:43,1596.9,137.5
2019-11-28 01:07:20,1596.6,130.9
2019-11-28 01:07:57,1596.9,131.9
2019-11-28 01:09:13,1596.6,132.9
2019-11-28 01:09:53,1597.3,132.2
2019-11-28 01:10:30,1597.5,133.2
2019-11-28 01:11:08,1597.5,134.3
2019-11-28 01:11:47,1597.1,137.0
2019-11-28 01:12:23,1597.3,136.6
2019-11-28 01:13:00,1597.2,134.3
2019-11-28 01:13:37,1597.3,119.9
2019-11-28 01:14:14,1597.7,130.9
2019-11-28 01:14:51,1597.2,127.9
2019-11-28 01:15:27,1597.2,128.2
2019-11-28 01:16:04,1597.3,127.3
2019-11-28 01:16:43,1596.9,128.2
2019-11-28 01:17:19,1597.3,129.4
2019-11-28 01:17:58,1596.8,131.0
2019-11-28 01:18:35,1597.1,129.4
2019-11-28 01:19:11,1597.1,128.1
2019-11-28 01:19:48,1596.7,129.2
2019-11-28 01:20:25,1597.6,130.3
2019-11-28 01:21:02,1597.1,130.4
2019-11-28 01:21:39,1597.2,128.9
2019-11-28 01:22:15,1597.7,126.5
2019-11-28 01:22:52,1597.3,127.7
2019-11-28 01:23:29,1597.9,130.1
2019-11-28 01:24:06,1598.0,131.2
2019-11-28 01:24:43,1598.0,131.3
2019-11-28 01:25:19,1597.6,130.9
2019-11-28 01:25:58,1597.3,130.9
2019-11-28 01:26:35,1597.6,130.3
2019-11-28 01:27:11,1597.8,127.9
2019-11-28 01:27:50,1597.4,128.1
2019-11-28 01:28:27,1597.3,130.9
2019-11-28 01:29:03,1597.6,128.5
2019-11-28 01:29:40,1597.4,126.2
2019-11-28 01:30:17,1597.1,126.8
2019-11-28 01:30:54,1597.2,127.2
2019-11-28 01:31:31,1597.2,126.4
2019-11-28 01:32:07,1596.8,123.6
2019-11-28 01:32:44,1596.2,126.4
2019-11-28 01:33:20,1595.5,129.7
2019-11-28 01:33:57,1595.2,130.1
2019-11-28 01:34:33,1594.3,131.0
2019-11-28 01:35:11,1594.3,130.55
2019-11-28 01:35:48,1593.8,130.1
2019-11-28 01:36:25,1593.9,127.3
2019-11-28 01:37:02,1593.5,128.6
2019-11-28 01:37:39,1593.8,128.3
2019-11-28 01:38:16,1594.3,127.5
2019-11-28 01:38:52,1595.1,127.5
2019-11-28 01:40:48,1596.2,125.4
2019-11-28 01:46:26,1597.2,124.9
2019-11-28 01:52:03,1598.6,130.1
2019-11-28 01:57:41,1598.0,129.5
2019-11-28 02:03:19,1597.6,123.5
2019-11-28 02:08:56,1597.0,122.7
2019-11-28 02:14:34,1596.3,119.5
2019-11-28 02:20:11,1596.9,117.4
2019-11-28 02:25:49,1596.7,114.8
2019-11-28 02:31:27,1597.2,118.4
2019-11-28 02:37:04,1597.7,121.80000000000001
2019-11-28 02:42:42,1598.0,125.2
2019-11-28 02:48:19,1599.0,127.2
2019-11-28 02:53:57,1601.2,132.9
2019-11-28 02:55:50,1601.6,129.0
2019-11-28 02:56:27,1601.1,127.7
2019-11-28 02:57:04,1602.1,130.05
2019-11-28 02:57:41,1601.7,132.4
2019-11-28 02:58:18,1601.2,135.4
2019-11-28 02:58:55,1601.1,135.5
2019-11-28 02:59:31,1601.2,135.7
2019-11-28 03:00:08,1601.3,130.7
2019-11-28 03:00:45,1601.2,126.7
2019-11-28 03:01:22,1601.4,127.9
2019-11-28 03:01:59,1601.3,127.7
2019-11-28 03:02:35,1601.3,128.7
2019-11-28 03:03:12,1601.4,128.9
2019-11-28 03:03:49,1601.0,127.9
2019-11-28 03:04:26,1601.1,126.0
2019-11-28 03:05:03,1601.2,126.6
2019-11-28 03:05:40,1601.3,128.5
2019-11-28 03:06:16,1601.4,127.7
2019-11-28 03:06:53,1601.0,128.1
2019-11-28 03:07:30,1601.4,127.7
2019-11-28 03:08:07,1601.1,126.7
2019-11-28 03:08:44,1601.2,125.0
2019-11-28 03:09:21,1601.1,125.0
2019-11-28 03:09:57,1601.0,123.2
2019-11-28 03:10:34,1600.9,122.2
2019-11-28 03:11:11,1601.0,122.0
2019-11-28 03:11:48,1600.7,123.4
2019-11-28 03:12:25,1601.2,123.9
2019-11-28 03:13:01,1601.1,126.1
2019-11-28 03:13:38,1601.1,126.7
2019-11-28 03:14:15,1601.2,126.0
2019-11-28 03:14:52,1601.3,125.8
2019-11-28 03:17:21,1601.6,128.4
2019-11-28 03:19:59,1602.2,123.9
2019-11-28 03:23:46,1601.3,128.8
2019-11-28 03:27:34,1601.2,124.0
2019-11-28 03:31:22,1600.7,121.2
2019-11-28 03:35:09,1602.1,123.6
2019-11-28 03:38:57,1602.6,122.2
2019-11-28 03:42:44,1601.8,120.8
2019-11-28 03:46:32,1602.0,124.0
2019-11-28 03:50:19,1601.1,123.5
2019-11-28 03:54:07,1601.8,123.4
2019-11-28 03:57:37,1602.2,124.3
2019-11-28 04:01:24,1601.7,123.2
2019-11-28 04:05:12,1602.2,124.6
2019-11-28 04:09:00,1602.7,121.2
2019-11-28 04:12:47,1601.9,119.7
2019-11-28 04:16:35,1601.4,119.3
2019-11-28 04:20:22,1602.1,117.5
2019-11-28 04:24:10,1602.5,117.9
2019-11-28 04:27:57,1602.8,116.7
2019-11-28 04:31:45,1601.8,113.0
2019-11-28 04:35:33,1602.1,117.2
2019-11-28 04:39:20,1602.3,113.9
2019-11-28 04:43:08,1602.2,111.3
2019-11-28 04:46:55,1602.4,111.9
2019-11-28 04:50:25,1602.5,110.0
2019-11-28 04:54:13,1602.8,110.4
2019-11-28 04:58:00,1602.2,112.4
2019-11-28 05:01:48,1602.3,111.6
2019-11-28 05:05:35,1602.7,108.9
2019-11-28 05:09:23,1601.7,117.0
2019-11-28 05:13:10,1602.5,111.8
2019-11-28 05:16:58,1602.2,109.7
2019-11-28 05:20:46,1602.1,108.6
2019-11-28 05:24:33,1602.6,108.9
2019-11-28 05:28:21,1602.4,107.4
2019-11-28 05:32:08,1601.8,104.1
2019-11-28 05:35:56,1601.8,107.2
2019-11-28 05:39:43,1602.4,108.3
2019-11-28 05:43:31,1602.2,102.7
2019-11-28 05:47:19,1601.7,108.4
2019-11-28 05:51:06,1601.8,108.4
