Tiempo,Escalas(m),Datos1(m)
2019-11-28 18:05:37,1431.7,115.0
2019-11-28 18:06:22,1687.5,115.1
2019-11-28 18:06:45,1687.7,113.8
2019-11-28 18:07:34,1687.7,115.3
2019-11-28 18:08:00,1687.5,115.4
2019-11-28 18:09:19,1390.6,115.60000000000001
2019-11-28 18:10:37,1737.6,115.80000000000001
2019-11-28 18:11:56,2322.8,116.0
2019-11-28 18:12:46,1687.9,116.2
2019-11-28 18:13:11,1688.4,115.2
2019-11-28 18:14:04,1688.0,115.7
2019-11-28 18:14:31,1688.0,115.1
2019-11-28 18:15:20,1687.4,113.6
2019-11-28 18:16:35,1687.9,115.0
2019-11-28 18:17:23,1687.7,114.0
2019-11-28 18:18:10,1392.6,114.8
2019-11-28 18:18:50,1687.7,115.6
2019-11-28 18:19:38,1687.7,115.3
2019-11-28 18:20:28,1688.0,115.7
2019-11-28 18:21:46,1688.2,111.0
2019-11-28 18:22:36,2682.1,113.45
2019-11-28 18:23:24,1687.7,115.9
2019-11-28 18:24:11,1687.9,115.0
2019-11-28 18:25:01,1687.8,113.4
2019-11-28 18:25:49,1687.7,113.8
2019-11-28 18:26:32,331.5,114.9
2019-11-28 18:27:18,1688.2,116.0
2019-11-28 18:27:43,1689.9,114.2
2019-11-28 18:28:06,1688.2,115.3
2019-11-28 18:29:21,1688.2,115.6
2019-11-28 18:29:43,1688.3,114.9
2019-11-28 18:31:01,1687.6,115.5
2019-11-28 18:32:44,1688.5,110.5
