Tiempo,Escalas(m),Datos1(m)
2019-11-28 17:18:55,1248.5,59.55
2019-11-28 17:19:33,269.0,68.7
2019-11-28 17:21:23,2665.4,77.85
2019-11-28 17:22:20,1441.8,87.0
2019-11-28 17:23:42,1234.9,93.6
2019-11-28 17:24:56,1688.0,100.2
2019-11-28 17:26:10,906.9,94.44
2019-11-28 17:26:58,1192.6,88.68
2019-11-28 17:27:47,814.4,82.92
2019-11-28 17:28:36,1390.0,77.16
2019-11-28 17:29:26,1687.2,71.4
2019-11-28 17:29:53,1687.3,70.9
2019-11-28 17:30:18,1687.3,70.3
2019-11-28 17:30:41,1687.0,69.4
2019-11-28 17:31:03,1686.3,70.0
2019-11-28 17:31:51,1686.7,68.4
2019-11-28 17:32:14,1686.7,68.8
2019-11-28 17:32:59,1440.1,73.75
2019-11-28 17:33:44,1686.7,78.7
2019-11-28 17:34:07,1686.8,87.9
2019-11-28 17:34:31,1686.5,94.2
2019-11-28 17:34:58,1684.5,101.4
2019-11-28 17:35:48,1682.0,110.4
