Tiempo,Escalas(m),Datos1(m)
2019-11-28 04:29:09,1812.9,106.5
2019-11-28 04:29:56,1812.9,106.7
2019-11-28 04:30:19,1813.5,107.5
2019-11-28 04:30:42,1813.1,106.3
2019-11-28 04:31:03,1813.1,105.1
2019-11-28 04:31:28,1813.2,103.9
2019-11-28 04:31:52,1813.4,104.5
2019-11-28 04:32:14,1812.9,104.2
2019-11-28 04:32:39,1813.3,105.6
2019-11-28 04:33:05,1814.2,105.2
2019-11-28 04:33:31,1813.2,103.5
2019-11-28 04:33:55,1813.2,104.2
2019-11-28 04:34:20,1813.9,103.7
2019-11-28 04:34:44,1813.0,105.1
2019-11-28 04:35:07,1813.4,106.6
2019-11-28 04:35:32,1813.6,106.6
2019-11-28 04:35:57,1813.2,106.4
2019-11-28 04:36:22,1813.2,106.9
2019-11-28 04:36:45,1813.5,108.2
