Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 08:57:48,660.3,11.3
2019-11-28 08:58:17,662.0,11.4
2019-11-28 08:58:41,662.4,11.5
2019-11-28 08:59:09,662.4,18.4
2019-11-28 08:59:33,662.0,20.4
2019-11-28 09:00:24,662.3,26.9
2019-11-28 09:00:49,662.1,28.4
2019-11-28 09:01:13,662.4,30.1
2019-11-28 09:01:37,662.9,30.7
2019-11-28 09:02:04,663.4,30.7
2019-11-28 09:02:29,663.6,31.6
2019-11-28 09:02:52,664.2,31.8
2019-11-28 09:03:18,663.8,31.0
2019-11-28 09:03:42,663.9,30.2
2019-11-28 09:04:07,664.2,30.5
2019-11-28 09:04:33,664.4,30.7
2019-11-28 09:04:58,664.2,30.7
2019-11-28 09:05:25,664.8,30.3
2019-11-28 09:05:49,664.1,31.1
2019-11-28 09:06:16,664.1,29.96666666666667
2019-11-28 09:06:42,664.9,28.833333333333332
2019-11-28 09:07:05,668.4,27.7
2019-11-28 09:07:30,664.2,30.5
2019-11-28 09:08:51,663.8,29.3
2019-11-28 09:09:15,665.3,28.1
2019-11-28 09:09:41,664.5,28.200000000000003
2019-11-28 09:10:05,664.9,28.3
2019-11-28 09:10:30,664.2,27.9
2019-11-28 09:10:55,664.2,28.7
2019-11-28 09:11:45,665.4,28.5
2019-11-28 09:12:09,664.9,29.1
2019-11-28 09:12:35,665.0,28.4
2019-11-28 09:12:57,664.2,27.7
2019-11-28 09:13:24,665.4,27.65
2019-11-28 09:13:49,668.1,27.6
2019-11-28 09:14:13,664.6,27.55
2019-11-28 09:14:36,665.2,27.5
2019-11-28 09:15:00,665.0,27.0
2019-11-28 09:16:49,664.9,26.35
2019-11-28 09:17:13,664.6,25.7
2019-11-28 09:17:38,665.7,27.5
2019-11-28 09:18:06,665.8,27.7
2019-11-28 09:18:30,666.0,27.900000000000002
2019-11-28 09:18:55,665.4,28.1
2019-11-28 09:19:48,667.6,25.4
2019-11-28 09:20:12,665.8,26.4
2019-11-28 09:21:05,665.8,27.5
2019-11-28 09:21:31,666.7,25.8
