Tiempo,Escalas(m),Datos1(°)
2019-11-28 16:17:18,1703.9,-1.1
2019-11-28 16:19:25,1704.2,-0.3
2019-11-28 16:21:33,1704.2,0.1
2019-11-28 16:25:48,1133.4,0.0
2019-11-28 16:30:03,1703.9,-0.1
2019-11-28 16:34:16,787.7,-0.26666666666666666
2019-11-28 16:38:33,2607.1,-0.43333333333333335
2019-11-28 16:42:46,1703.7,-0.6
2019-11-28 16:45:13,1703.1,-0.1
2019-11-28 16:47:20,1703.1,-0.15000000000000002
2019-11-28 16:51:17,1702.9,-0.2
2019-11-28 16:53:43,1703.3,-0.4
2019-11-28 16:55:32,1702.7,-0.5
2019-11-28 16:59:13,1701.9,0.2
2019-11-28 17:01:21,1702.2,0.7
2019-11-28 17:04:06,1702.3,0.3
2019-11-28 17:04:31,1702.5,-0.1
2019-11-28 17:04:56,1702.4,-0.1
2019-11-28 17:05:20,1702.6,-0.7
2019-11-28 17:06:11,1134.0,-0.5
2019-11-28 17:07:00,1702.7,-0.3
2019-11-28 17:07:24,1702.3,-0.1
2019-11-28 17:07:48,1702.2,0.3
2019-11-28 17:08:35,1702.5,-0.3
2019-11-28 17:08:57,1702.4,-0.2
